tf,df,tdf,indegree,outdegree,Degree,weighted-indegree,weighted-outdegree,Weighted-Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,stopword
1,1,1,1,1,2,1,1,2,8,0.295596,0.303244,0,No
1,1,1,1,1,2,1,1,2,8,0.29974,0.30761,0,No
1,1,1,1,1,2,1,1,2,7,0.327819,0.338512,0,No
1,1,1,1,1,2,1,1,2,8,0.339934,0.352194,0,No
1,1,1,1,1,2,1,1,2,9,0.266659,0.272921,0,No
1,1,1,1,1,2,1,1,2,8,0.287169,0.294456,0,No
1,1,1,1,1,2,1,1,2,8,0.27455,0.283664,0,No
2,2,4,1,1,2,2,2,4,8,0.268997,0.275184,0,No
2,2,4,2,2,4,2,2,4,8,0.303207,0.31136,0,No
2,2,4,2,2,4,2,2,4,8,0.322436,0.330248,0,No
2,2,4,1,1,2,2,2,4,8,0.310028,0.318679,0,No
4,4,16,1,2,3,4,4,8,8,0.340022,0.352312,0,No
3,3,9,2,2,4,3,3,6,8,0.311272,0.319792,0,No
1,1,1,1,1,2,1,1,2,8,0.303655,0.312962,0,No
1,1,1,1,1,2,1,1,2,8,0.303661,0.312967,0,No
1,1,1,1,1,2,1,1,2,8,0.289223,0.296402,0,No
4,4,16,3,3,6,4,4,8,7,0.314961,0.3253,0,No
3,3,9,1,1,2,3,3,6,8,0.309325,0.317943,0,No
15,13,195,4,5,9,15,15,30,8,0.330832,0.342892,0,No
1,1,1,1,1,2,1,1,2,8,0.310028,0.318679,0,No
1,1,1,1,1,2,1,1,2,8,0.309325,0.317943,0,No
4,4,16,4,3,7,4,4,8,8,0.32377,0.333938,0,No
4,4,16,3,4,7,4,4,8,8,0.32218,0.330159,0,No
1,1,1,1,1,2,1,1,2,8,0.263574,0.26993,0,No
1,1,1,1,1,2,1,1,2,8,0.258022,0.26326,0,No
1,1,1,1,1,2,1,1,2,8,0.256903,0.262046,0,No
3,3,9,3,2,5,3,3,6,8,0.328995,0.340857,0,No
2,2,4,2,2,4,2,2,4,8,0.313198,0.322823,0,No
2,2,4,2,2,4,2,2,4,8,0.310751,0.319541,0,No
1,1,1,1,1,2,1,1,2,8,0.309331,0.317947,0,No
1,1,1,1,1,2,1,1,2,8,0.2828,0.289824,0,No
1,1,1,1,1,2,1,1,2,8,0.26636,0.272552,0,No
3,3,9,2,2,4,3,3,6,7,0.342218,0.354868,0,No
8,8,64,5,6,11,8,8,16,7,0.343756,0.356458,0,No
2,2,4,2,2,4,2,2,4,8,0.312109,0.320358,0,No
4,4,16,4,4,8,4,4,8,8,0.339137,0.351765,0,No
2,2,4,2,2,4,2,2,4,8,0.331578,0.343103,0,No
1,1,1,1,1,2,1,1,2,8,0.339934,0.352194,0,No
1,1,1,1,1,2,1,1,2,8,0.303655,0.312962,0,No
4,4,16,4,2,6,4,4,8,8,0.318762,0.32578,0,No
1,1,1,1,1,2,1,1,2,8,0.291043,0.298137,0,No
1,1,1,1,1,2,1,1,2,8,0.28349,0.292904,0,No
1,1,1,1,1,2,1,1,2,9,0.244127,0.247285,0,No
1,1,1,1,1,2,1,1,2,8,0.339934,0.352194,0,No
1,1,1,1,1,2,1,1,2,9,0.254125,0.259272,0,No
1,1,1,1,1,2,1,1,2,8,0.310028,0.318679,0,No
1,1,1,1,1,2,1,1,2,8,0.323426,0.334429,0,No
1,1,1,1,1,2,1,1,2,8,0.301584,0.314486,0,No
1,1,1,1,1,2,1,1,2,8,0.271899,0.280395,0,No
1,1,1,1,1,2,1,1,2,8,0.28102,0.288099,0,No
3,3,9,3,2,5,3,3,6,7,0.332236,0.343545,0,No
1,1,1,1,1,2,1,1,2,8,0.315759,0.323487,0,No
3,3,9,1,1,2,3,3,6,7,0.327819,0.338512,0,No
1,1,1,1,1,2,1,1,2,8,0.32342,0.334424,0,No
4,4,16,1,2,3,4,4,8,8,0.343666,0.35637,0,No
3,3,9,1,1,2,3,3,6,8,0.278739,0.288248,0,No
1,1,1,1,1,2,1,1,2,8,0.283486,0.292899,0,No
1,1,1,1,1,2,1,1,2,8,0.274545,0.283659,0,No
2,2,4,1,2,3,2,2,4,7,0.329268,0.340023,0,No
3,3,9,1,3,4,3,3,6,8,0.331733,0.343282,0,No
1,1,1,1,1,2,1,1,2,8,0.310033,0.318684,0,No
4,4,16,2,3,5,4,4,8,7,0.351691,0.366011,0,No
1,1,1,1,1,2,1,1,2,8,0.272007,0.278365,0,No
1,1,1,1,1,2,1,1,2,8,0.303661,0.312967,0,No
1,1,1,1,1,2,1,1,2,8,0.339934,0.352194,0,No
1,1,1,1,1,2,1,1,2,8,0.26966,0.276146,0,No
2,2,4,2,2,4,2,2,4,8,0.323967,0.334906,0,No
2,2,4,2,2,4,2,2,4,8,0.332573,0.344483,0,No
3,3,9,2,2,4,3,3,6,8,0.318947,0.326124,0,No
2,2,4,1,1,2,2,2,4,8,0.313497,0.320213,0,No
1,1,1,1,1,2,1,1,2,8,0.271899,0.280395,0,No
1,1,1,1,1,2,1,1,2,8,0.271899,0.280395,0,No
1,1,1,1,1,2,1,1,2,8,0.268219,0.275191,0,No
1,1,1,1,1,2,1,1,2,8,0.32342,0.334424,0,No
3,3,9,3,3,6,3,3,6,8,0.345132,0.357968,0,No
1,1,1,1,1,2,1,1,2,8,0.296991,0.30415,0,No
1,1,1,1,1,2,1,1,2,9,0.284336,0.292278,0,No
1,1,1,1,1,2,1,1,2,8,0.302842,0.310166,0,No
1,1,1,1,1,2,1,1,2,8,0.301584,0.314486,0,No
1,1,1,1,1,2,1,1,2,9,0.268717,0.277323,0,No
1,1,1,1,1,2,1,1,2,8,0.301584,0.314486,0,No
1,1,1,1,1,2,1,1,2,8,0.267357,0.273769,0,No
2,2,4,1,2,3,2,2,4,8,0.309505,0.317379,0,No
6,6,36,3,5,8,6,6,12,8,0.328413,0.337341,0,No
1,1,1,1,1,2,1,1,2,8,0.288929,0.297713,0,No
2,2,4,2,2,4,2,2,4,8,0.341827,0.354496,0,No
1,1,1,1,1,2,1,1,2,8,0.296438,0.303515,0,No
3,3,9,2,2,4,3,3,6,8,0.314242,0.322739,0,No
1,1,1,1,1,2,1,1,2,8,0.275285,0.282167,0,No
2,2,4,2,2,4,2,2,4,8,0.317056,0.323986,0,No
1,1,1,1,1,2,1,1,2,8,0.288934,0.297717,0,No
2,2,4,1,1,2,2,2,4,8,0.288934,0.297717,0,No
1,1,1,1,1,2,1,1,2,8,0.295514,0.302439,0,No
2,2,4,2,2,4,2,2,4,8,0.311778,0.320297,0,No
4,4,16,2,3,5,4,4,8,8,0.328292,0.339828,0,No
1,1,1,1,1,2,1,1,2,8,0.288934,0.297717,0,No
1,1,1,1,1,2,1,1,2,8,0.274545,0.283659,0,No
1,1,1,1,1,2,1,1,2,8,0.310028,0.318679,0,No
2,2,4,2,2,4,2,2,4,8,0.275303,0.284343,0,No
3,3,9,3,3,6,3,3,6,8,0.340239,0.3526,0,No
2,2,4,2,1,3,2,2,4,8,0.301589,0.314491,0,No
1,1,1,1,1,2,1,1,2,7,0.2963,0.30485,0,No
1,1,1,1,1,2,1,1,2,8,0.301589,0.308538,0,No
1,1,1,1,1,2,1,1,2,8,0.317298,0.324393,0,No
1,1,1,1,1,2,1,1,2,8,0.29229,0.30057,0,No
1,1,1,1,1,2,1,1,2,8,0.301584,0.314486,0,No
2,2,4,1,2,3,2,2,4,7,0.329332,0.339854,0,No
2,2,4,2,2,4,2,2,4,7,0.339306,0.352082,0,No
1,1,1,1,1,2,1,1,2,8,0.273678,0.280436,0,No
3,3,9,3,3,6,3,3,6,8,0.3425,0.355653,0,No
1,1,1,1,1,2,1,1,2,8,0.27455,0.283664,0,No
1,1,1,1,1,2,1,1,2,8,0.309977,0.317107,0,No
1,1,1,1,1,2,1,1,2,8,0.304446,0.311255,0,No
2,2,4,1,1,2,2,2,4,8,0.255813,0.260526,0,No
1,1,1,1,1,2,1,1,2,8,0.288929,0.297713,0,No
3,3,9,3,2,5,3,3,6,8,0.345153,0.358795,0,No
2,2,4,2,1,3,2,2,4,8,0.289459,0.296639,0,No
1,1,1,1,1,2,1,1,2,8,0.339941,0.352199,0,No
1,1,1,1,1,2,1,1,2,8,0.288168,0.299068,0,No
1,1,1,1,1,2,1,1,2,8,0.323426,0.334429,0,No
1,1,1,1,1,2,1,1,2,8,0.27455,0.283664,0,No
1,1,1,1,1,2,1,1,2,8,0.27455,0.283664,0,No
1,1,1,1,1,2,1,1,2,9,0.253751,0.258633,0,No
1,1,1,1,1,2,1,1,2,9,0.268721,0.277328,0,No
1,1,1,1,1,2,1,1,2,7,0.2963,0.30485,0,No
1,1,1,1,1,2,1,1,2,8,0.310033,0.318684,0,No
2,2,4,1,1,2,2,2,4,7,0.2963,0.30485,0,No
1,1,1,1,1,2,1,1,2,8,0.296444,0.303647,0,No
1,1,1,1,1,2,1,1,2,8,0.27818,0.285585,0,No
2,2,4,1,1,2,2,2,4,7,0.296305,0.304855,0,No
5,5,25,3,1,4,5,5,10,7,0.2963,0.30485,0,No
1,1,1,1,1,2,1,1,2,8,0.259241,0.264516,0,No
2,2,4,2,2,4,2,2,4,7,0.342218,0.354868,0,No
2,2,4,2,2,4,2,2,4,8,0.29333,0.30197,0,No
1,1,1,1,1,2,1,1,2,8,0.339934,0.352194,0,No
2,2,4,1,1,2,2,2,4,8,0.310028,0.318679,0,No
2,2,4,2,2,4,2,2,4,8,0.294301,0.303639,0,No
1,1,1,1,1,2,1,1,2,8,0.32342,0.334424,0,No
1,1,1,1,1,2,1,1,2,8,0.301584,0.314486,0,No
2,2,4,1,1,2,2,2,4,8,0.310033,0.318684,0,No
1,1,1,1,1,2,1,1,2,8,0.229015,0.232866,0,No
2,2,4,1,1,2,2,2,4,7,0.2963,0.30485,0,No
5,4,20,5,4,9,5,5,10,7,0.342349,0.355073,0,No
1,1,1,1,1,2,1,1,2,9,0.238944,0.24297,0,No
2,2,4,2,2,4,2,2,4,7,0.32902,0.339709,0,No
1,1,1,1,1,2,1,1,2,9,0.259822,0.265922,0,No
3,3,9,3,3,6,3,3,6,8,0.310762,0.317353,0,No
5,5,25,5,4,9,5,5,10,7,0.322924,0.332202,0,No
2,2,4,2,2,4,2,2,4,8,0.328609,0.339267,0,No
4,4,16,2,2,4,4,4,8,8,0.317723,0.326062,0,No
2,2,4,2,2,4,2,2,4,8,0.295351,0.303883,0,No
1,1,1,1,1,2,1,1,2,8,0.249474,0.253632,0,No
2,2,4,2,2,4,2,2,4,8,0.313883,0.32347,0,No
2,2,4,1,2,3,2,2,4,8,0.302954,0.309793,0,No
1,1,1,1,1,2,1,1,2,7,0.327819,0.338512,0,No
1,1,1,1,1,2,1,1,2,8,0.309331,0.317947,0,No
2,2,4,1,2,3,2,2,4,8,0.324305,0.335748,0,No
2,2,4,1,2,3,2,2,4,8,0.343127,0.355994,0,No
2,2,4,1,2,3,2,2,4,8,0.294139,0.303418,0,No
2,2,4,1,2,3,2,2,4,8,0.34516,0.358804,0,No
1,1,1,1,1,2,1,1,2,8,0.310028,0.318679,0,No
4,4,16,3,1,4,4,4,8,7,0.296305,0.304855,0,No
1,1,1,1,1,2,1,1,2,7,0.2963,0.30485,0,No
2,2,4,2,2,4,2,2,4,7,0.29631,0.304889,0,No
3,3,9,2,1,3,3,3,6,7,0.296305,0.304855,0,No
9,9,81,7,1,8,9,9,18,7,0.2963,0.30485,0,No
1,1,1,1,1,2,1,1,2,8,0.339934,0.352194,0,No
4,4,16,2,1,3,4,4,8,7,0.2963,0.30485,0,No
2,2,4,1,1,2,2,2,4,7,0.2963,0.30485,0,No
1,1,1,1,1,2,1,1,2,8,0.308542,0.315798,0,No
3,3,9,2,2,4,3,3,6,8,0.319472,0.32736,0,No
7,7,49,4,2,6,7,7,14,7,0.303926,0.312165,0,No
1,1,1,1,1,2,1,1,2,7,0.2963,0.30485,0,No
1,1,1,1,1,2,1,1,2,8,0.288163,0.299063,0,No
3,3,9,2,2,4,3,3,6,8,0.315083,0.329711,0,No
1,1,1,1,1,2,1,1,2,8,0.278743,0.288253,0,No
4,4,16,1,1,2,4,4,8,8,0.302842,0.310166,0,No
2,2,4,2,2,4,2,2,4,7,0.30546,0.312118,0,No
3,3,9,2,2,4,3,3,6,8,0.304121,0.313414,0,No
1,1,1,1,1,2,1,1,2,8,0.288934,0.297717,0,No
1,1,1,1,1,2,1,1,2,9,0.279465,0.286694,0,No
1,1,1,1,1,2,1,1,2,8,0.301584,0.314486,0,No
1,1,1,1,1,2,1,1,2,8,0.287605,0.295192,0,No
1,1,1,1,1,2,1,1,2,9,0.268721,0.277328,0,No
1,1,1,1,1,2,1,1,2,8,0.301584,0.314486,0,No
2,2,4,1,1,2,2,2,4,9,0.253793,0.258648,0,No
1,1,1,1,1,2,1,1,2,9,0.26388,0.270162,0,No
1,1,1,1,1,2,1,1,2,9,0.250842,0.255927,0,No
5,5,25,3,3,6,5,5,10,8,0.310265,0.318402,0,No
1,1,1,1,1,2,1,1,2,9,0.250842,0.255927,0,No
1,1,1,1,1,2,1,1,2,8,0.310033,0.318684,0,No
1,1,1,1,1,2,1,1,2,9,0.244309,0.248587,0,No
1,1,1,1,1,2,1,1,2,8,0.310028,0.318679,0,No
1,1,1,1,1,2,1,1,2,8,0.310028,0.318679,0,No
7,7,49,7,1,8,7,7,14,8,0.310028,0.318679,0,No
1,1,1,1,1,2,1,1,2,8,0.310033,0.318684,0,No
11,11,121,7,1,8,11,11,22,8,0.310028,0.318679,0,No
1,1,1,1,1,2,1,1,2,8,0.32342,0.334424,0,No
1,1,1,1,1,2,1,1,2,8,0.294007,0.301287,0,No
1,1,1,1,1,2,1,1,2,8,0.288168,0.299068,0,No
1,1,1,1,1,2,1,1,2,8,0.32342,0.334424,0,No
1,1,1,1,1,2,1,1,2,8,0.303585,0.310469,0,No
2,2,4,2,2,4,2,2,4,8,0.315941,0.327166,0,No
1,1,1,1,1,2,1,1,2,7,0.296305,0.304855,0,No
1,1,1,1,1,2,1,1,2,8,0.32342,0.334424,0,No
1,1,1,1,1,2,1,1,2,8,0.32342,0.334424,0,No
3,3,9,2,1,3,3,3,6,8,0.32342,0.334424,0,No
1,1,1,1,1,2,1,1,2,8,0.251093,0.256375,0,No
1,1,1,1,1,2,1,1,2,8,0.27455,0.283664,0,No
5,5,25,4,2,6,5,5,10,8,0.324793,0.335623,0,No
2,2,4,1,1,2,2,2,4,8,0.32342,0.334424,0,No
3,3,9,2,1,3,3,3,6,8,0.32342,0.334424,0,No
4,4,16,4,1,5,4,4,8,8,0.32342,0.334424,0,No
1,1,1,1,1,2,1,1,2,9,0.268641,0.276936,0,No
2,2,4,2,2,4,2,2,4,8,0.282453,0.289451,0,No
1,1,1,1,1,2,1,1,2,9,0.268641,0.276936,0,No
5,5,25,5,2,7,5,5,10,8,0.323616,0.334633,0,No
2,2,4,2,2,4,2,2,4,8,0.334326,0.344905,0,No
1,1,1,1,1,2,1,1,2,8,0.309331,0.317947,0,No
1,1,1,1,1,2,1,1,2,8,0.288168,0.299068,0,No
1,1,1,1,1,2,1,1,2,8,0.32342,0.334424,0,No
1,1,1,1,1,2,1,1,2,8,0.294469,0.301552,0,No
2,2,4,2,2,4,2,2,4,8,0.311085,0.31989,0,No
1,1,1,1,1,2,1,1,2,8,0.309325,0.317943,0,No
1,1,1,1,1,2,1,1,2,7,0.296305,0.304855,0,No
1,1,1,1,1,2,1,1,2,7,0.296305,0.304855,0,No
1,1,1,1,1,2,1,1,2,7,0.296305,0.304855,0,No
1,1,1,1,1,2,1,1,2,8,0.278794,0.285756,0,No
2,2,4,1,2,3,2,2,4,8,0.315089,0.329716,0,No
1,1,1,1,1,2,1,1,2,8,0.291705,0.29867,0,No
1,1,1,1,1,2,1,1,2,8,0.32342,0.334424,0,No
1,1,1,1,1,2,1,1,2,9,0.268721,0.277328,0,No
6,6,36,2,4,6,6,6,12,8,0.331089,0.341706,0,No
1,1,1,1,1,2,1,1,2,8,0.291401,0.298476,0,No
2,2,4,2,2,4,2,2,4,8,0.315882,0.327011,0,No
1,1,1,1,1,2,1,1,2,9,0.268726,0.277331,0,No
4,4,16,1,2,3,4,4,8,8,0.330537,0.341041,0,No
1,1,1,1,1,2,1,1,2,8,0.294469,0.301552,0,No
1,1,1,1,1,2,1,1,2,8,0.310028,0.318679,0,No
2,2,4,1,1,2,2,2,4,8,0.294469,0.301552,0,No
1,1,1,1,1,2,1,1,2,8,0.27122,0.279026,0,No
1,1,1,1,1,2,1,1,2,8,0.32342,0.334424,0,No
2,2,4,2,2,4,2,2,4,9,0.265679,0.273555,0,No
3,3,9,2,3,5,3,3,6,8,0.311107,0.319395,0,No
1,1,1,1,1,2,1,1,2,9,0.272825,0.279527,0,No
1,1,1,1,1,2,1,1,2,9,0.280683,0.28796,0,No
3,3,9,3,3,6,3,3,6,8,0.318061,0.325864,0,No
1,1,1,1,1,2,1,1,2,8,0.314583,0.32146,0,No
1,1,1,1,1,2,1,1,2,8,0.311306,0.32231,0,No
2,2,4,1,2,3,2,2,4,8,0.303704,0.310828,0,No
1,1,1,1,1,2,1,1,2,9,0.268641,0.276936,0,No
1,1,1,1,1,2,1,1,2,8,0.277096,0.285605,0,No
3,3,9,2,3,5,3,3,6,8,0.349022,0.363503,0,No
3,3,9,3,2,5,3,3,6,8,0.292095,0.299708,0,No
1,1,1,1,1,2,1,1,2,8,0.30338,0.311471,0,No
1,1,1,1,1,2,1,1,2,9,0.250842,0.255927,0,No
1,1,1,1,1,2,1,1,2,7,0.327826,0.338517,0,No
2,2,4,1,2,3,2,2,4,8,0.330961,0.343854,0,No
2,2,4,2,2,4,2,2,4,7,0.298372,0.307366,0,No
1,1,1,1,1,2,1,1,2,8,0.331571,0.343073,0,No
4,4,16,1,1,2,4,4,8,9,0.250842,0.255927,0,No
1,1,1,1,1,2,1,1,2,8,0.307813,0.314411,0,No
1,1,1,1,1,2,1,1,2,9,0.265733,0.271724,0,No
1,1,1,1,1,2,1,1,2,9,0.271134,0.278029,0,No
1,1,1,1,1,2,1,1,2,8,0.306453,0.313109,0,No
1,1,1,1,1,2,1,1,2,8,0.323426,0.334429,0,No
1,1,1,1,1,2,1,1,2,9,0.254417,0.260027,0,No
4,3,12,4,3,7,4,4,8,8,0.318577,0.328413,0,No
1,1,1,1,1,2,1,1,2,8,0.303661,0.312967,0,No
1,1,1,1,1,2,1,1,2,8,0.339934,0.352194,0,No
2,2,4,2,2,4,2,2,4,7,0.305422,0.31691,0,No
1,1,1,1,1,2,1,1,2,8,0.303375,0.311466,0,No
2,2,4,2,2,4,2,2,4,8,0.323481,0.33452,0,No
7,7,49,3,1,4,7,7,14,8,0.303375,0.311466,0,No
1,1,1,1,1,2,1,1,2,8,0.32342,0.334424,0,No
2,2,4,1,1,2,2,2,4,8,0.339941,0.352199,0,No
1,1,1,1,1,2,1,1,2,8,0.28349,0.292904,0,No
1,1,1,1,1,2,1,1,2,8,0.30338,0.311471,0,No
1,1,1,1,1,2,1,1,2,8,0.323426,0.334429,0,No
1,1,1,1,1,2,1,1,2,8,0.28349,0.292904,0,No
3,3,9,2,1,3,3,3,6,8,0.288168,0.299068,0,No
1,1,1,1,1,2,1,1,2,8,0.339934,0.352194,0,No
1,1,1,1,1,2,1,1,2,8,0.317901,0.325044,0,No
1,1,1,1,1,2,1,1,2,8,0.296996,0.304154,0,No
2,2,4,2,2,4,2,2,4,8,0.322802,0.330195,0,No
1,1,1,1,1,2,1,1,2,8,0.30338,0.311471,0,No
1,1,1,1,1,2,1,1,2,8,0.32342,0.334424,0,No
1,1,1,1,1,2,1,1,2,8,0.301589,0.314491,0,No
2,2,4,2,2,4,2,2,4,8,0.309707,0.31773,0,No
1,1,1,1,1,2,1,1,2,8,0.310033,0.318684,0,No
1,1,1,1,1,2,1,1,2,8,0.331571,0.343073,0,No
2,2,4,1,2,3,2,2,4,7,0.298466,0.307041,0,No
2,2,4,1,1,2,2,2,4,8,0.339941,0.352199,0,No
2,2,4,2,1,3,2,2,4,8,0.301589,0.314491,0,No
1,1,1,1,1,2,1,1,2,8,0.339934,0.352194,0,No
2,2,4,1,1,2,2,2,4,8,0.339934,0.352194,0,No
1,1,1,1,1,2,1,1,2,8,0.339934,0.352194,0,No
1,1,1,1,1,2,1,1,2,8,0.306448,0.313104,0,No
2,2,4,1,1,2,2,2,4,8,0.26357,0.269925,0,No
2,1,2,2,2,4,2,2,4,8,0.301589,0.314491,0,No
2,2,4,2,2,4,2,2,4,8,0.324305,0.335748,0,No
3,3,9,1,2,3,3,3,6,8,0.294078,0.301062,0,No
4,4,16,4,4,8,4,4,8,7,0.349752,0.364051,0,No
1,1,1,1,1,2,1,1,2,9,0.303807,0.312038,0,No
1,1,1,1,1,2,1,1,2,8,0.303688,0.310784,0,No
1,1,1,1,1,2,1,1,2,8,0.29171,0.298881,0,No
3,3,9,2,2,4,3,3,6,8,0.313941,0.323264,0,No
2,2,4,1,2,3,2,2,4,8,0.281935,0.291429,0,No
1,1,1,1,1,2,1,1,2,8,0.281549,0.288506,0,No
1,1,1,1,1,2,1,1,2,8,0.255442,0.260358,0,No
2,2,4,2,2,4,2,2,4,8,0.2924,0.299975,0,No
1,1,1,1,1,2,1,1,2,8,0.303661,0.312967,0,No
2,2,4,1,1,2,2,2,4,9,0.243208,0.24642,0,No
1,1,1,1,1,2,1,1,2,8,0.268912,0.275375,0,No
8,8,64,6,5,11,8,8,16,7,0.311193,0.320093,0,No
1,1,1,1,1,2,1,1,2,9,0.268637,0.276931,0,No
2,2,4,2,2,4,2,2,4,8,0.312515,0.31994,0,No
1,1,1,1,1,2,1,1,2,8,0.339934,0.352194,0,No
5,5,25,5,4,9,5,5,10,8,0.361566,0.377269,0,No
1,1,1,1,1,2,1,1,2,7,0.296305,0.304855,0,No
2,2,4,2,2,4,2,2,4,8,0.328609,0.339267,0,No
6,6,36,2,3,5,6,6,12,8,0.314218,0.327237,0,No
2,2,4,1,2,3,2,2,4,8,0.312727,0.319553,0,No
1,1,1,1,1,2,1,1,2,8,0.313502,0.320218,0,No
1,1,1,1,1,2,1,1,2,9,0.273696,0.280287,0,No
1,1,1,1,1,2,1,1,2,8,0.270309,0.276579,0,No
1,1,1,1,1,2,1,1,2,9,0.271121,0.277521,0,No
5,5,25,3,5,8,5,5,10,8,0.313768,0.321218,0,No
1,1,1,1,1,2,1,1,2,8,0.272172,0.278813,0,No
6,6,36,4,4,8,6,6,12,8,0.307835,0.314514,0,No
4,4,16,4,3,7,4,4,8,7,0.334496,0.346751,0,No
1,1,1,1,1,2,1,1,2,9,0.255733,0.261996,0,No
1,1,1,1,1,2,1,1,2,7,0.296305,0.304855,0,No
1,1,1,1,1,2,1,1,2,8,0.29229,0.30057,0,No
2,2,4,1,2,3,2,2,4,8,0.327832,0.339198,0,No
1,1,1,1,1,2,1,1,2,8,0.339941,0.352199,0,No
1,1,1,1,1,2,1,1,2,9,0.268721,0.277328,0,No
1,1,1,1,1,2,1,1,2,9,0.256074,0.261307,0,No
1,1,1,1,1,2,1,1,2,9,0.268721,0.277328,0,No
1,1,1,1,1,2,1,1,2,8,0.323426,0.334429,0,No
1,1,1,1,1,2,1,1,2,8,0.301589,0.314491,0,No
3,3,9,2,2,4,3,3,6,8,0.29081,0.301974,0,No
1,1,1,1,1,2,1,1,2,8,0.309062,0.315813,0,No
1,1,1,1,1,2,1,1,2,8,0.32342,0.334424,0,No
1,1,1,1,1,2,1,1,2,9,0.271596,0.278866,0,No
1,1,1,1,1,2,1,1,2,9,0.25212,0.257194,0,No
4,4,16,3,2,5,4,4,8,8,0.308754,0.317985,0,No
3,3,9,3,2,5,3,3,6,8,0.338243,0.351497,0,No
1,1,1,1,1,2,1,1,2,8,0.301584,0.308533,0,No
1,1,1,1,1,2,1,1,2,9,0.271721,0.278269,0,No
1,1,1,1,1,2,1,1,2,8,0.317895,0.325039,0,No
5,5,25,3,3,6,5,5,10,8,0.339839,0.35214,0,No
1,1,1,1,1,2,1,1,2,7,0.327819,0.338512,0,No
2,2,4,2,2,4,2,2,4,7,0.330339,0.340859,0,No
5,5,25,3,2,5,5,5,10,8,0.330961,0.343854,0,No
2,1,2,2,2,4,2,2,4,8,0.311011,0.322877,0,No
1,1,1,1,1,2,1,1,2,8,0.274554,0.283667,0,No
2,2,4,1,2,3,2,2,4,8,0.315958,0.325109,0,No
1,1,1,1,1,2,1,1,2,9,0.242042,0.246616,0,No
1,1,1,1,1,2,1,1,2,8,0.29234,0.299883,0,No
2,2,4,1,1,2,2,2,4,8,0.32342,0.334424,0,No
1,1,1,1,1,2,1,1,2,8,0.32342,0.334424,0,No
1,1,1,1,1,2,1,1,2,7,0.296305,0.304855,0,No
1,1,1,1,1,2,1,1,2,9,0.271173,0.278263,0,No
1,1,1,1,1,2,1,1,2,8,0.301578,0.314477,0,No
1,1,1,1,1,2,1,1,2,8,0.30338,0.311471,0,No
1,1,1,1,1,2,1,1,2,9,0.303801,0.312033,0,No
1,1,1,1,1,2,1,1,2,7,0.2963,0.30485,0,No
1,1,1,1,1,2,1,1,2,8,0.323426,0.334429,0,No
1,1,1,1,1,2,1,1,2,8,0.309325,0.317943,0,No
4,4,16,2,1,3,4,4,8,7,0.296305,0.304855,0,No
1,1,1,1,1,2,1,1,2,8,0.313497,0.320213,0,No
1,1,1,1,1,2,1,1,2,8,0.317439,0.327445,0,No
5,5,25,2,2,4,5,5,10,7,0.342218,0.354868,0,No
3,3,9,3,3,6,3,3,6,7,0.338578,0.349904,0,No
6,6,36,5,4,9,6,6,12,8,0.346534,0.360393,0,No
1,1,1,1,1,2,1,1,2,8,0.317445,0.327454,0,No
1,1,1,1,1,2,1,1,2,8,0.301589,0.314491,0,No
1,1,1,1,1,2,1,1,2,8,0.331578,0.343078,0,No
2,2,4,1,1,2,2,2,4,9,0.263403,0.271075,0,No
1,1,1,1,1,2,1,1,2,8,0.30946,0.31614,0,No
1,1,1,1,1,2,1,1,2,9,0.268721,0.277328,0,No
1,1,1,1,1,2,1,1,2,8,0.323426,0.334429,0,No
2,2,4,1,1,2,2,2,4,8,0.30338,0.311471,0,No
3,3,9,3,2,5,3,3,6,8,0.342335,0.354877,0,No
1,1,1,1,1,2,1,1,2,9,0.242032,0.245374,0,No
10,9,90,6,3,9,10,10,20,8,0.332917,0.345108,0,No
5,5,25,4,3,7,5,5,10,8,0.310411,0.321568,0,No
1,1,1,1,1,2,1,1,2,8,0.309325,0.317943,0,No
1,1,1,1,1,2,1,1,2,8,0.301589,0.314491,0,No
5,5,25,4,3,7,5,5,10,8,0.317363,0.326355,0,No
2,2,4,2,2,4,2,2,4,8,0.339948,0.352234,0,No
16,16,256,5,6,11,16,16,32,7,0.346056,0.360092,0,No
1,1,1,1,1,2,1,1,2,9,0.252449,0.257201,0,No
3,3,9,2,3,5,3,3,6,8,0.287125,0.296386,0,No
1,1,1,1,1,2,1,1,2,9,0.259988,0.266702,0,No
1,1,1,1,1,2,1,1,2,8,0.339934,0.352194,0,No
2,2,4,2,2,4,2,2,4,8,0.308224,0.316774,0,No
1,1,1,1,1,2,1,1,2,9,0.269099,0.277068,0,No
4,4,16,4,3,7,4,4,8,8,0.299756,0.312378,0,No
1,1,1,1,1,2,1,1,2,8,0.282879,0.290085,0,No
3,3,9,2,2,4,3,3,6,8,0.289052,0.299973,0,No
4,4,16,2,2,4,4,4,8,8,0.318334,0.327434,0,No
1,1,1,1,1,2,1,1,2,9,0.263403,0.271075,0,No
1,1,1,1,1,2,1,1,2,8,0.288163,0.299063,0,No
1,1,1,1,1,2,1,1,2,8,0.303655,0.312962,0,No
1,1,1,1,1,2,1,1,2,8,0.268214,0.275186,0,No
1,1,1,1,1,2,1,1,2,8,0.296438,0.303643,0,No
1,1,1,1,1,2,1,1,2,8,0.303375,0.311466,0,No
