tf,df,tdf,indegree,outdegree,Degree,weighted-indegree,weighted-outdegree,Weighted-Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,stopword
49,49,2401,16,30,46,49,49,98,8,0.379144,0.397974,0.000209,No
122,120,14640,23,27,50,122,122,244,8,0.367397,0.384563,0.000209,No
43,37,1591,15,23,38,43,43,86,7,0.365007,0.383277,0.000209,No
39,39,1521,20,21,41,39,39,78,7,0.379228,0.397742,0.000209,No
34,34,1156,22,25,47,34,34,68,7,0.370162,0.387562,0.000209,No
74,71,5254,25,31,56,74,74,148,7,0.383369,0.402128,0.000209,No
54,49,2646,30,27,57,54,54,108,7,0.344993,0.358505,0.000208,yes
123,120,14760,10,33,43,123,123,246,7,0.379726,0.397899,0.000208,No
63,61,3843,36,32,68,63,63,126,7,0.404107,0.423921,0.000208,No
66,64,4224,33,40,73,66,66,132,7,0.355191,0.370655,0.000208,No
19,19,361,15,13,28,19,19,38,7,0.374279,0.391691,0.000208,No
49,43,2107,21,29,50,49,49,98,8,0.378228,0.396732,0.000208,No
79,79,6241,36,23,59,79,79,158,7,0.373926,0.391829,0.000207,No
102,101,10302,14,52,66,102,102,204,8,0.40069,0.420826,0.000207,No
19,16,304,12,17,29,19,19,38,7,0.370782,0.388089,0.000207,No
124,119,14756,14,56,70,124,124,248,7,0.402524,0.422562,0.000207,No
25,23,575,5,21,26,25,25,50,8,0.349609,0.3632,0.000207,No
61,56,3416,24,23,47,61,61,122,7,0.391461,0.410858,0.000207,No
85,83,7055,22,38,60,85,85,170,7,0.388378,0.407735,0.000206,No
70,66,4620,42,28,70,70,70,140,7,0.378959,0.397282,0.000206,No
34,34,1156,22,27,49,34,34,68,7,0.378354,0.396798,0.000206,No
20,20,400,8,12,20,20,20,40,7,0.359017,0.374226,0.000206,No
83,77,6391,17,38,55,83,83,166,7,0.391066,0.41072,0.000205,No
101,100,10100,35,39,74,101,101,202,7,0.388794,0.407913,0.000205,No
27,27,729,10,23,33,27,27,54,8,0.389557,0.408961,0.000205,No
151,147,22197,51,55,106,151,151,302,7,0.410929,0.430851,0.000204,No
44,44,1936,14,37,51,44,44,88,7,0.408128,0.427877,0.000204,No
20,20,400,11,15,26,20,20,40,7,0.371694,0.389734,0.000202,No
60,60,3600,36,25,61,60,60,120,7,0.381928,0.400378,0.000201,No
32,32,1024,18,19,37,32,32,64,7,0.382647,0.401287,0.000201,No
45,43,1935,16,23,39,45,45,90,7,0.395068,0.414914,0.0002,No
29,27,783,17,18,35,29,29,58,7,0.373264,0.390421,0.0002,No
77,74,5698,11,43,54,77,77,154,7,0.415421,0.434858,0.0002,No
60,60,3600,36,19,55,60,60,120,8,0.347381,0.361647,0.000199,No
31,29,899,10,21,31,31,31,62,7,0.365845,0.38218,0.000198,No
60,48,2880,33,34,67,60,60,120,7,0.400832,0.420943,0.000198,No
17,14,238,5,11,16,17,17,34,7,0.361596,0.377358,0.000198,No
16,15,240,9,10,19,16,16,32,8,0.360002,0.375262,0.000198,No
71,67,4757,19,33,52,71,71,142,7,0.394046,0.413598,0.000198,No
75,70,5250,11,42,53,75,75,150,7,0.409145,0.428864,0.000197,No
135,125,16875,37,46,83,135,135,270,7,0.41084,0.430409,0.000197,No
46,44,2024,30,29,59,46,46,92,7,0.383593,0.402296,0.000197,No
42,40,1680,13,24,37,42,42,84,7,0.376775,0.394981,0.000197,No
15,15,225,6,10,16,15,15,30,8,0.359229,0.376345,0.000197,No
81,81,6561,60,19,79,81,81,162,7,0.361053,0.376374,0.000196,No
27,27,729,23,17,40,27,27,54,7,0.356154,0.371584,0.000196,No
110,107,11770,26,41,67,110,110,220,8,0.401501,0.42119,0.000196,No
66,62,4092,11,29,40,66,66,132,8,0.371913,0.390266,0.000195,No
18,18,324,10,10,20,18,18,36,7,0.360717,0.376539,0.000194,No
135,133,17955,46,49,95,135,135,270,7,0.410395,0.43013,0.000194,No
43,42,1806,36,5,41,43,43,86,7,0.342562,0.354382,0.000194,No
63,60,3780,15,27,42,63,63,126,7,0.402923,0.42274,0.000193,No
81,80,6480,39,26,65,81,81,162,7,0.382742,0.401128,0.000193,No
20,17,340,11,14,25,20,20,40,7,0.344707,0.358072,0.000193,No
19,19,361,9,14,23,19,19,38,7,0.320914,0.329636,0.000193,No
19,19,361,8,17,25,19,19,38,7,0.375415,0.393446,0.000192,No
129,124,15996,19,56,75,129,129,258,8,0.371759,0.390401,0.000192,No
72,72,5184,36,33,69,72,72,144,7,0.391605,0.411,0.000192,No
15,15,225,6,8,14,15,15,30,7,0.332282,0.343878,0.000192,No
165,156,25740,26,31,57,165,165,330,7,0.392406,0.412377,0.000192,No
59,57,3363,15,40,55,59,59,118,7,0.400963,0.421026,0.00019,No
83,79,6557,46,37,83,83,83,166,7,0.37054,0.387801,0.00019,No
118,116,13688,63,13,76,118,118,236,7,0.363043,0.379432,0.00019,No
46,46,2116,33,37,70,46,46,92,7,0.379946,0.398407,0.000189,No
54,51,2754,10,33,43,54,54,108,7,0.394803,0.414626,0.000189,No
43,41,1763,11,27,38,43,43,86,7,0.40241,0.421847,0.000188,No
49,49,2401,13,32,45,49,49,98,7,0.399555,0.419438,0.000188,No
52,46,2392,22,27,49,52,52,104,7,0.387831,0.407071,0.000188,No
19,19,361,15,17,32,19,19,38,7,0.363545,0.380801,0.000188,No
93,93,8649,9,55,64,93,93,186,7,0.403696,0.423757,0.000188,No
7,7,49,7,7,14,7,7,14,8,0.3089,0.315822,0.000188,No
84,79,6636,23,39,62,84,84,168,7,0.396943,0.41695,0.000187,No
232,223,51736,25,45,70,232,232,464,7,0.398398,0.418181,0.000187,No
49,49,2401,8,26,34,49,49,98,7,0.391012,0.410263,0.000187,No
4,4,16,4,4,8,4,4,8,8,0.287803,0.294932,0.000187,No
53,52,2756,34,30,64,53,53,106,7,0.383749,0.403294,0.000187,No
33,32,1056,20,21,41,33,33,66,7,0.379363,0.397719,0.000186,No
18,16,288,11,10,21,18,18,36,7,0.34312,0.355268,0.000186,No
53,52,2756,15,30,45,53,53,106,7,0.403171,0.422788,0.000186,No
9,9,81,7,7,14,9,9,18,7,0.365148,0.382122,0.000186,No
21,18,378,12,13,25,21,21,42,7,0.373231,0.391779,0.000186,No
130,126,16380,21,53,74,130,130,260,7,0.416333,0.436012,0.000185,No
8,7,56,5,7,12,8,8,16,7,0.349358,0.363504,0.000185,No
135,134,18090,40,28,68,135,135,270,8,0.387153,0.406096,0.000185,No
13,11,143,5,9,14,13,13,26,8,0.353037,0.367454,0.000185,No
139,132,18348,15,42,57,139,139,278,7,0.40039,0.419927,0.000184,No
102,102,10404,41,37,78,102,102,204,7,0.371905,0.389226,0.000184,No
25,25,625,13,13,26,25,25,50,8,0.314456,0.321692,0.000184,No
88,87,7656,32,27,59,88,88,176,7,0.385622,0.404773,0.000184,No
71,69,4899,25,35,60,71,71,142,7,0.382827,0.40169,0.000184,No
36,34,1224,15,18,33,36,36,72,7,0.386382,0.405106,0.000184,No
13,13,169,9,7,16,13,13,26,8,0.353447,0.368447,0.000183,No
9,8,72,3,9,12,9,9,18,8,0.358165,0.374535,0.000183,No
84,76,6384,21,34,55,84,84,168,7,0.401709,0.421549,0.000183,No
81,81,6561,6,45,51,81,81,162,7,0.403342,0.42336,0.000183,No
26,24,624,8,17,25,26,26,52,7,0.378002,0.397092,0.000182,No
30,30,900,25,24,49,30,30,60,8,0.368635,0.387251,0.000182,No
67,63,4221,7,42,49,67,67,134,7,0.392433,0.411681,0.000182,No
27,27,729,19,19,38,27,27,54,8,0.363267,0.380625,0.000182,No
12,10,120,6,8,14,12,12,24,8,0.36514,0.381696,0.000181,No
82,79,6478,29,33,62,82,82,164,7,0.394475,0.414001,0.000181,No
75,73,5475,19,28,47,75,75,150,7,0.386111,0.404657,0.000181,No
13,12,156,12,11,23,13,13,26,8,0.318096,0.329597,0.00018,No
7,7,49,5,5,10,7,7,14,8,0.311482,0.317932,0.00018,No
45,45,2025,15,19,34,45,45,90,7,0.384267,0.403147,0.00018,No
8,8,64,4,4,8,8,8,16,8,0.326902,0.337293,0.00018,No
13,12,156,8,8,16,13,13,26,7,0.343244,0.355252,0.00018,No
66,60,3960,19,37,56,66,66,132,7,0.38399,0.403789,0.00018,No
31,31,961,19,14,33,31,31,62,7,0.361305,0.37686,0.00018,No
4,4,16,3,4,7,4,4,8,8,0.339988,0.352321,0.00018,No
29,28,812,15,16,31,29,29,58,7,0.374271,0.391809,0.000179,No
52,52,2704,10,36,46,52,52,104,7,0.396731,0.41626,0.000179,No
25,24,600,12,20,32,25,25,50,7,0.380913,0.399045,0.000179,No
455,423,192465,25,48,73,455,455,910,7,0.393683,0.41333,0.000179,No
3,3,9,3,3,6,3,3,6,10,0.195309,0.197223,0.000178,No
81,80,6480,17,32,49,81,81,162,7,0.397174,0.416818,0.000178,No
80,78,6240,33,17,50,80,80,160,8,0.379372,0.397677,0.000178,No
53,49,2597,30,29,59,53,53,106,7,0.374033,0.391695,0.000178,No
39,33,1287,21,31,52,39,39,78,7,0.373027,0.391,0.000178,No
3,3,9,2,3,5,3,3,6,8,0.294973,0.302734,0.000178,No
7,7,49,6,6,12,7,7,14,7,0.337788,0.348606,0.000177,No
16,15,240,11,12,23,16,16,32,8,0.342356,0.355309,0.000177,No
41,39,1599,15,25,40,41,41,82,7,0.392091,0.411479,0.000177,No
7,7,49,5,6,11,7,7,14,8,0.335965,0.346884,0.000177,No
64,63,4032,17,30,47,64,64,128,7,0.382356,0.401159,0.000177,No
2,2,4,2,2,4,2,2,4,8,0.317481,0.327516,0.000176,No
1,1,1,1,1,2,1,1,2,10,0.186129,0.187976,0.000176,No
1,1,1,1,1,2,1,1,2,11,0.156929,0.158072,0.000176,No
12,10,120,4,7,11,12,12,24,8,0.318607,0.326686,0.000176,No
31,30,930,14,14,28,31,31,62,7,0.362749,0.37871,0.000176,No
1,1,1,1,1,2,1,1,2,9,0.228681,0.232028,0.000176,No
4,4,16,3,2,5,4,4,8,8,0.266851,0.272987,0.000176,No
4,4,16,3,2,5,4,4,8,9,0.249179,0.253891,0.000176,No
4,4,16,3,2,5,4,4,8,8,0.339968,0.352246,0.000176,No
3,3,9,3,3,6,3,3,6,9,0.258116,0.26374,0.000176,No
10,10,100,8,7,15,10,10,20,8,0.347919,0.362946,0.000176,No
3,3,9,3,2,5,3,3,6,8,0.314914,0.321909,0.000176,No
2,2,4,2,2,4,2,2,4,8,0.317309,0.324432,0.000176,No
1,1,1,1,1,2,1,1,2,8,0.296454,0.303652,0.000176,No
4,3,12,4,2,6,4,4,8,9,0.246305,0.251251,0.000176,No
85,76,6460,27,24,51,85,85,170,7,0.385901,0.405153,0.000175,No
28,28,784,17,14,31,28,28,56,8,0.359979,0.376612,0.000174,No
51,47,2397,37,27,64,51,51,102,7,0.397239,0.416726,0.000173,No
51,51,2601,23,27,50,51,51,102,7,0.37441,0.392274,0.000173,No
26,25,650,15,17,32,26,26,52,7,0.370218,0.387596,0.000173,No
56,54,3024,17,33,50,56,56,112,7,0.393965,0.41359,0.000172,No
19,18,342,14,18,32,19,19,38,8,0.372929,0.391051,0.000172,No
5,5,25,5,5,10,5,5,10,7,0.32057,0.330854,0.000172,No
124,122,15128,55,42,97,124,124,248,7,0.37492,0.393228,0.000171,yes
63,63,3969,23,32,55,63,63,126,8,0.367808,0.386236,0.000171,No
147,142,20874,18,44,62,147,147,294,7,0.398995,0.419257,0.000171,No
3,3,9,3,3,6,3,3,6,8,0.299772,0.307698,0.000171,No
98,94,9212,10,37,47,98,98,196,8,0.320161,0.328573,0.00017,No
72,63,4536,9,42,51,72,72,144,7,0.405509,0.425284,0.00017,No
42,42,1764,13,21,34,42,42,84,7,0.378077,0.396687,0.00017,No
36,36,1296,18,20,38,36,36,72,7,0.376658,0.394486,0.00017,No
60,56,3360,30,28,58,60,60,120,7,0.361481,0.377929,0.000169,yes
32,30,960,12,23,35,32,32,64,7,0.376102,0.394401,0.000169,No
36,36,1296,21,19,40,36,36,72,7,0.381799,0.400102,0.000169,No
59,57,3363,14,31,45,59,59,118,7,0.388883,0.407866,0.000169,No
68,64,4352,8,39,47,68,68,136,7,0.396298,0.415887,0.000169,No
34,29,986,19,20,39,34,34,68,7,0.362981,0.379054,0.000169,No
19,19,361,9,16,25,19,19,38,7,0.370259,0.387044,0.000169,No
87,84,7308,44,39,83,87,87,174,7,0.347848,0.36284,0.000168,yes
46,41,1886,11,26,37,46,46,92,7,0.382956,0.401686,0.000168,No
55,52,2860,18,32,50,55,55,110,8,0.390368,0.409964,0.000168,No
71,68,4828,38,21,59,71,71,142,8,0.376808,0.394645,0.000168,No
50,45,2250,25,21,46,50,50,100,7,0.365093,0.381492,0.000168,No
23,21,483,14,16,30,23,23,46,7,0.37418,0.392106,0.000167,No
24,24,576,16,19,35,24,24,48,8,0.352396,0.367877,0.000167,No
36,32,1152,11,21,32,36,36,72,7,0.384207,0.403532,0.000167,No
26,26,676,13,15,28,26,26,52,7,0.364906,0.381282,0.000167,No
47,45,2115,18,24,42,47,47,94,7,0.387725,0.406767,0.000167,No
56,56,3136,47,16,63,56,56,112,7,0.350809,0.365182,0.000166,No
94,90,8460,13,43,56,94,94,188,7,0.409371,0.429428,0.000166,No
11,11,121,8,8,16,11,11,22,8,0.360116,0.375465,0.000165,No
60,59,3540,20,24,44,60,60,120,7,0.388785,0.407803,0.000165,No
54,53,2862,22,27,49,54,54,108,7,0.387954,0.40718,0.000165,No
14,14,196,13,10,23,14,14,28,8,0.371832,0.389388,0.000165,No
77,77,5929,17,42,59,77,77,154,7,0.408567,0.428078,0.000164,No
14,14,196,7,8,15,14,14,28,8,0.330794,0.34172,0.000164,No
65,64,4160,17,19,36,65,65,130,7,0.365265,0.382018,0.000164,No
48,48,2304,9,21,30,48,48,96,7,0.384752,0.403359,0.000164,No
66,65,4290,39,14,53,66,66,132,7,0.367975,0.384767,0.000163,No
42,39,1638,18,26,44,42,42,84,7,0.381808,0.401001,0.000163,No
57,57,3249,21,31,52,57,57,114,7,0.386653,0.406005,0.000163,No
62,55,3410,20,22,42,62,62,124,7,0.389149,0.408524,0.000163,No
20,17,340,7,19,26,20,20,40,7,0.376119,0.394246,0.000163,No
71,70,4970,16,33,49,71,71,142,8,0.357168,0.372684,0.000162,No
29,29,841,17,18,35,29,29,58,7,0.391857,0.410931,0.000162,No
119,112,13328,33,50,83,119,119,238,8,0.375738,0.394892,0.000162,No
39,39,1521,18,22,40,39,39,78,7,0.371638,0.389168,0.000162,No
85,84,7140,14,35,49,85,85,170,8,0.368181,0.386222,0.000162,No
63,62,3906,13,28,41,63,63,126,7,0.40224,0.422208,0.000162,No
20,20,400,13,12,25,20,20,40,7,0.369841,0.386565,0.000162,No
45,42,1890,14,16,30,45,45,90,7,0.356735,0.372466,0.000161,No
27,27,729,16,20,36,27,27,54,8,0.374986,0.393481,0.000161,No
151,145,21895,30,46,76,151,151,302,7,0.403038,0.42266,0.000161,No
50,43,2150,13,27,40,50,50,100,7,0.387171,0.406254,0.00016,No
93,89,8277,32,34,66,93,93,186,7,0.393528,0.413183,0.00016,No
28,26,728,8,18,26,28,28,56,7,0.369753,0.386611,0.00016,No
104,100,10400,44,29,73,104,104,208,7,0.398045,0.417518,0.00016,No
69,67,4623,29,38,67,69,69,138,7,0.393238,0.412657,0.00016,No
77,73,5621,21,25,46,77,77,154,7,0.388201,0.406977,0.000159,No
48,47,2256,34,13,47,48,48,96,8,0.352979,0.368118,0.000159,No
18,17,306,8,16,24,18,18,36,7,0.355828,0.371493,0.000159,No
83,80,6640,23,21,44,83,83,166,7,0.385997,0.404881,0.000159,No
87,85,7395,16,18,34,87,87,174,7,0.375804,0.394272,0.000158,No
37,37,1369,15,23,38,37,37,74,7,0.385718,0.405485,0.000158,No
32,30,960,18,21,39,32,32,64,7,0.3956,0.414982,0.000158,No
18,18,324,12,9,21,18,18,36,7,0.366836,0.383431,0.000158,No
52,52,2704,29,27,56,52,52,104,7,0.37869,0.397661,0.000158,No
18,16,288,11,13,24,18,18,36,7,0.380769,0.399869,0.000157,No
24,24,576,12,19,31,24,24,48,7,0.383611,0.402448,0.000157,No
88,86,7568,21,35,56,88,87,175,7,0.388971,0.40806,0.000157,No
23,23,529,10,17,27,23,23,46,7,0.372181,0.38964,0.000157,No
37,37,1369,15,31,46,37,37,74,7,0.38215,0.400961,0.000157,No
42,36,1512,17,26,43,42,42,84,7,0.386513,0.405656,0.000157,No
33,32,1056,15,20,35,33,33,66,7,0.371897,0.389284,0.000156,No
49,39,1911,10,30,40,49,49,98,7,0.38769,0.40741,0.000156,No
29,27,783,11,19,30,29,29,58,7,0.382639,0.401274,0.000156,No
18,18,324,5,13,18,18,18,36,8,0.351727,0.366095,0.000155,No
107,106,11342,15,50,65,107,107,214,7,0.405953,0.425838,0.000155,No
35,35,1225,27,25,52,35,35,70,7,0.360793,0.376845,0.000155,No
25,25,625,5,18,23,25,25,50,8,0.37328,0.391972,0.000155,No
26,26,676,13,22,35,26,26,52,8,0.375771,0.394531,0.000154,No
67,53,3551,20,29,49,67,67,134,7,0.390449,0.409638,0.000154,No
42,41,1722,12,28,40,42,42,84,7,0.387478,0.406889,0.000154,No
37,34,1258,18,20,38,37,37,74,8,0.380845,0.399668,0.000154,No
11,7,77,5,9,14,11,11,22,8,0.326265,0.334836,0.000154,No
65,64,4160,33,10,43,65,65,130,8,0.36288,0.380275,0.000153,yes
68,65,4420,17,42,59,68,68,136,7,0.406882,0.426537,0.000153,No
58,53,3074,17,27,44,58,58,116,7,0.37869,0.397028,0.000153,No
11,11,121,7,7,14,11,11,22,7,0.362072,0.37818,0.000153,No
22,22,484,15,12,27,22,22,44,8,0.327958,0.336685,0.000152,No
47,47,2209,35,25,60,47,47,94,7,0.397869,0.417266,0.000152,No
56,54,3024,21,33,54,56,56,112,7,0.38543,0.405213,0.000152,No
20,20,400,15,10,25,20,20,40,7,0.340769,0.353819,0.000152,No
49,47,2303,18,28,46,49,49,98,8,0.386058,0.405715,0.000152,No
46,44,2024,20,22,42,46,46,92,7,0.37853,0.396707,0.000152,No
34,32,1088,15,21,36,34,34,68,7,0.375721,0.393882,0.000152,No
24,24,576,13,16,29,24,24,48,7,0.372238,0.390049,0.000152,No
74,71,5254,47,23,70,74,74,148,7,0.378513,0.397239,0.000151,No
47,44,2068,14,26,40,47,47,94,7,0.383611,0.40261,0.000151,No
30,28,840,10,19,29,30,30,60,7,0.374854,0.392865,0.000151,No
65,61,3965,26,32,58,65,65,130,7,0.382733,0.401195,0.000151,No
26,26,676,14,20,34,26,26,52,8,0.343839,0.357842,0.00015,yes
44,43,1892,25,25,50,44,44,88,8,0.384111,0.403094,0.00015,No
24,21,504,17,12,29,24,24,48,8,0.373902,0.392097,0.00015,No
26,23,598,13,18,31,26,26,52,7,0.387259,0.406085,0.00015,No
128,127,16256,25,52,77,128,128,256,8,0.390511,0.411311,0.00015,No
39,32,1248,10,16,26,39,39,78,7,0.375234,0.393522,0.00015,No
23,23,529,9,20,29,23,23,46,8,0.364392,0.380979,0.000149,No
21,20,420,9,14,23,21,21,42,7,0.369201,0.38652,0.000149,No
28,23,644,7,20,27,28,28,56,8,0.374591,0.39276,0.000149,No
49,48,2352,37,28,65,49,49,98,7,0.386067,0.404989,0.000149,No
17,16,272,9,15,24,17,17,34,8,0.368261,0.385352,0.000149,No
18,17,306,11,11,22,18,18,36,8,0.34507,0.359471,0.000149,No
43,38,1634,25,26,51,43,43,86,7,0.375151,0.393061,0.000148,yes
36,34,1224,17,21,38,36,36,72,7,0.377558,0.39541,0.000148,No
22,18,396,16,18,34,22,22,44,8,0.36727,0.384268,0.000148,No
36,35,1260,13,21,34,36,36,72,7,0.365015,0.381545,0.000148,No
28,27,756,12,15,27,28,28,56,7,0.364898,0.381914,0.000148,No
45,43,1935,25,31,56,45,45,90,7,0.378858,0.397369,0.000148,No
64,64,4096,6,35,41,64,64,128,7,0.394867,0.414452,0.000148,No
14,14,196,9,9,18,14,14,28,7,0.345167,0.35809,0.000148,No
45,42,1890,27,22,49,45,45,90,7,0.377659,0.39555,0.000148,No
13,13,169,5,11,16,13,13,26,8,0.35938,0.376162,0.000148,No
40,39,1560,24,18,42,40,40,80,7,0.333262,0.34363,0.000147,yes
37,35,1295,14,20,34,37,37,74,7,0.38852,0.407723,0.000147,No
74,73,5402,18,34,52,74,74,148,8,0.400371,0.420132,0.000147,No
28,28,784,16,22,38,28,28,56,7,0.381271,0.399828,0.000147,No
37,37,1369,21,18,39,37,37,74,7,0.375812,0.393555,0.000147,No
21,21,441,9,14,23,21,21,42,7,0.350147,0.363295,0.000147,No
47,45,2115,23,25,48,47,47,94,7,0.38197,0.400361,0.000146,No
49,48,2352,14,22,36,49,49,98,8,0.347388,0.362361,0.000146,No
25,25,625,14,22,36,25,25,50,7,0.369065,0.386762,0.000146,No
38,38,1444,19,22,41,38,38,76,8,0.37755,0.396457,0.000146,No
3,3,9,3,3,6,3,3,6,7,0.327901,0.338637,0.000146,No
24,24,576,10,14,24,24,24,48,8,0.371605,0.389893,0.000146,No
35,35,1225,14,25,39,35,35,70,8,0.383335,0.402286,0.000146,No
58,54,3132,9,19,28,58,58,116,7,0.371873,0.389722,0.000145,No
38,38,1444,31,19,50,38,38,76,8,0.368746,0.385947,0.000145,No
37,34,1258,14,28,42,37,37,74,7,0.386224,0.405723,0.000145,No
55,46,2530,16,23,39,55,55,110,8,0.368595,0.385858,0.000145,No
22,22,484,17,10,27,22,22,44,8,0.308019,0.314904,0.000145,No
225,225,50625,38,38,76,225,225,450,8,0.383361,0.402593,0.000145,No
41,41,1681,11,30,41,41,41,82,7,0.387593,0.40698,0.000145,No
75,75,5625,11,37,48,75,75,150,7,0.388475,0.408007,0.000145,No
64,63,4032,8,46,54,64,64,128,7,0.408861,0.428466,0.000145,No
44,42,1848,29,9,38,44,44,88,8,0.337494,0.349676,0.000144,No
7,7,49,5,5,10,7,7,14,8,0.329389,0.340669,0.000144,No
15,14,210,10,11,21,15,15,30,7,0.378027,0.396143,0.000144,No
31,29,899,12,20,32,31,31,62,7,0.369241,0.387245,0.000144,No
10,10,100,6,8,14,10,10,20,8,0.358572,0.375108,0.000144,No
118,109,12862,36,42,78,118,118,236,8,0.374962,0.394071,0.000143,No
3,3,9,3,2,5,3,3,6,7,0.352614,0.366956,0.000143,No
10,10,100,9,7,16,10,10,20,8,0.348232,0.362521,0.000143,No
88,76,6688,21,23,44,88,88,176,8,0.386259,0.405503,0.000143,No
55,55,3025,16,35,51,55,55,110,7,0.396676,0.416671,0.000143,No
33,33,1089,24,15,39,33,33,66,8,0.374057,0.39128,0.000142,No
4,4,16,3,4,7,4,4,8,8,0.327756,0.33888,0.000142,No
44,42,1848,24,15,39,44,44,88,8,0.366057,0.383375,0.000142,No
61,59,3599,9,29,38,61,61,122,7,0.39183,0.411366,0.000142,No
34,34,1156,12,15,27,34,34,68,7,0.359093,0.37483,0.000142,No
78,72,5616,14,41,55,78,78,156,7,0.399658,0.41965,0.000142,No
44,43,1892,8,28,36,44,44,88,7,0.398296,0.417943,0.000142,No
14,14,196,8,10,18,14,14,28,7,0.356758,0.37203,0.000142,No
32,30,960,13,18,31,32,32,64,7,0.372652,0.390434,0.000142,No
12,12,144,7,8,15,12,12,24,8,0.347459,0.362887,0.000142,No
24,21,504,8,17,25,24,24,48,7,0.37525,0.39295,0.000142,No
19,19,361,18,16,34,19,19,38,8,0.368031,0.38528,0.000142,No
127,126,16002,20,38,58,127,127,254,7,0.40153,0.421297,0.000141,No
34,34,1156,14,24,38,34,34,68,8,0.371371,0.389082,0.000141,No
15,12,180,5,14,19,15,15,30,7,0.372546,0.389701,0.000141,No
36,34,1224,15,22,37,36,36,72,7,0.382965,0.40234,0.000141,No
33,32,1056,10,25,35,33,33,66,8,0.376218,0.395401,0.000141,No
30,27,810,9,18,27,30,30,60,7,0.374287,0.392178,0.000141,No
15,13,195,10,12,22,15,15,30,7,0.371064,0.388572,0.000141,No
48,46,2208,29,28,57,48,48,96,8,0.392316,0.412443,0.000141,No
29,25,725,9,13,22,29,29,58,7,0.367713,0.384596,0.00014,No
25,18,450,10,16,26,25,25,50,8,0.360717,0.377523,0.00014,No
32,30,960,16,16,32,32,32,64,7,0.386863,0.405682,0.00014,No
37,33,1221,5,19,24,37,37,74,7,0.372254,0.38985,0.00014,No
72,70,5040,14,34,48,72,72,144,7,0.406011,0.425521,0.00014,No
10,10,100,6,9,15,10,10,20,7,0.310028,0.317689,0.00014,No
24,22,528,9,15,24,24,24,48,8,0.365845,0.383472,0.00014,No
7,7,49,7,7,14,7,7,14,8,0.317546,0.325724,0.000139,No
15,15,225,8,10,18,15,15,30,7,0.359592,0.376251,0.000139,No
45,45,2025,25,28,53,45,45,90,7,0.390074,0.40966,0.000139,No
15,12,180,6,11,17,15,15,30,8,0.365782,0.38317,0.000139,No
55,48,2640,12,26,38,55,55,110,7,0.393157,0.412918,0.000139,No
64,64,4096,26,26,52,64,64,128,7,0.399536,0.418919,0.000139,No
67,59,3953,22,28,50,67,67,134,7,0.392587,0.411764,0.000139,No
45,45,2025,15,30,45,45,45,90,7,0.383576,0.40386,0.000139,No
235,215,50525,2,48,50,235,235,470,7,0.408969,0.428711,0.000139,No
23,22,506,11,15,26,23,23,46,7,0.373166,0.391112,0.000139,No
22,22,484,15,14,29,22,22,44,8,0.353806,0.36908,0.000139,No
34,33,1122,9,21,30,34,34,68,7,0.393465,0.412935,0.000139,No
8,5,40,4,7,11,8,8,16,7,0.339522,0.352316,0.000138,No
65,61,3965,21,27,48,65,65,130,7,0.404874,0.424425,0.000138,No
47,47,2209,37,19,56,47,47,94,7,0.358414,0.374018,0.000138,No
34,34,1156,11,28,39,34,34,68,7,0.382639,0.400978,0.000138,No
15,15,225,7,9,16,15,15,30,8,0.347487,0.361654,0.000137,No
28,28,784,19,17,36,28,28,56,7,0.381697,0.400428,0.000137,No
30,28,840,6,19,25,30,30,60,7,0.374139,0.391409,0.000137,No
10,9,90,5,8,13,10,10,20,7,0.340735,0.352582,0.000137,No
27,27,729,18,20,38,27,27,54,8,0.329866,0.340197,0.000137,No
46,44,2024,25,34,59,46,46,92,7,0.398454,0.417863,0.000137,No
83,79,6557,34,35,69,83,83,166,7,0.389967,0.409226,0.000136,No
32,31,992,11,21,32,32,32,64,8,0.361527,0.37831,0.000136,No
24,24,576,13,16,29,24,24,48,7,0.3678,0.38503,0.000136,No
7,7,49,7,6,13,7,7,14,8,0.311511,0.318475,0.000136,No
75,75,5625,21,36,57,75,75,150,7,0.407076,0.426925,0.000136,No
15,15,225,5,15,20,15,15,30,8,0.350614,0.365573,0.000135,No
48,48,2304,28,33,61,48,48,96,8,0.335556,0.347193,0.000135,No
26,25,650,16,21,37,26,26,52,7,0.382888,0.401079,0.000135,No
54,49,2646,19,34,53,54,54,108,7,0.398911,0.418553,0.000135,No
11,11,121,9,9,18,11,11,22,7,0.351604,0.366403,0.000135,No
7,7,49,7,6,13,7,7,14,8,0.353498,0.368244,0.000134,No
28,26,728,12,21,33,28,28,56,7,0.384501,0.403088,0.000133,No
8,8,64,4,7,11,8,8,16,7,0.357932,0.373133,0.000133,No
67,62,4154,17,17,34,67,67,134,7,0.348623,0.362907,0.000133,No
11,11,121,7,9,16,11,11,22,7,0.366017,0.382504,0.000133,No
176,175,30800,13,72,85,176,176,352,7,0.38994,0.410919,0.000133,No
9,9,81,5,5,10,9,9,18,8,0.352119,0.366479,0.000133,No
105,93,9765,14,41,55,105,105,210,7,0.401974,0.422076,0.000132,No
25,24,600,12,14,26,25,25,50,8,0.356206,0.371698,0.000132,No
61,59,3599,11,32,43,61,61,122,7,0.393211,0.413106,0.000132,No
77,77,5929,22,35,57,77,77,154,7,0.397294,0.416791,0.000132,No
