id,Label,tf,df,tdf
1105,fátima,3,1,3
1106,leten,27,1,27
1107,aprova,57,1,57
1108,inundasaun,42,1,42
1109,kuaze,29,1,29
1110,tinan-tinan,4,1,4
1111,paralon,1,1,1
1112,lalin,8,1,8
1113,uma-laran,17,1,17
1114,fomentu,3,1,3
1115,sañu,4,1,4
1116,taka,26,1,26
1117,hariis,4,1,4
1118,besik,55,1,55
1119,mais,6,1,6
1120,te’in,2,1,2
1121,mii’,1,1,1
1122,carlos,10,1,10
1123,gasta,13,1,13
1124,haat,29,1,29
1125,pulsa,28,1,28
1126,hadeer,3,1,3
1127,semana,39,1,39
1128,halerik,9,1,9
1129,ki’ik,19,1,19
1130,ko’alia,46,1,46
1131,zeferino,1,1,1
1132,suli,4,1,4
1133,ense,2,1,2
1134,marcelina,2,1,2
1135,liga,17,1,17
1136,laran-susar,2,1,2
1137,mii,1,1,1
1138,iii,12,1,12
1139,idade,87,1,87
1140,kanu,3,1,3
1141,halibur,16,1,16
1142,tuan,9,1,9
1143,laho,3,1,3
1144,kuru,4,1,4
1145,nesesidade,55,1,55
1146,kompara,20,1,20
1147,sosa,55,1,55
1148,milena,3,1,3
1149,politizadu,1,1,1
1150,neineik,1,1,1
1151,lideransa,12,1,12
1152,klaru,21,1,21
1153,berta,6,1,6
1154,implementasaun,50,1,50
1155,jaco,1,1,1
1156,hamosu,27,1,27
1157,facebook,12,1,12
1158,direitu,50,1,50
1159,demokrátiku,2,1,2
1160,feto,127,1,127
1161,konstituisaun,16,1,16
1162,politiku,2,1,2
1163,publiku,1,1,1
1164,destinu,3,1,3
1165,maximiza,1,1,1
1166,hanoin,51,1,51
1167,organizasaun,33,1,33
1168,diak,1,1,1
1169,armanda,7,1,7
1170,didi’ak,17,1,17
1171,partidu,15,1,15
1172,karta,32,1,32
1173,asegura,26,1,26
1174,pratika,3,1,3
1175,mosu,31,1,31
1176,transparensia,1,1,1
1177,uituan,1,1,1
1178,huu,3,1,3
1179,hikas,79,1,79
1180,lei,74,1,74
1181,potensial,1,1,1
1182,rekursus,1,1,1
1183,rai-ketan,3,1,3
1184,anin,27,1,27
1185,politika,2,1,2
1186,dezafius,1,1,1
1187,kontribui,30,1,30
1188,partidarizadu,1,1,1
1189,inkluzivu,2,1,2
1190,independente,9,1,9
1191,deit,2,1,2
1192,konta,19,1,19
1193,timor-oan,2,1,2
1194,minarai,3,1,3
1195,rdtl,5,1,5
1196,intensaun,12,1,12
1197,institusional,1,1,1
1198,tasi-feto,1,1,1
1199,akountabilidade,1,1,1
1200,la'os,1,1,1
1201,institusionál,2,1,2
1202,difikuldades,1,1,1
1203,doben,6,1,6
1204,lia-menon,5,1,5
1205,períodiu,1,1,1
1206,komum,1,1,1
1207,ba-mai,6,1,6
1208,rai-hun,1,1,1
1209,unidu,12,1,12
1210,vizaun,3,1,3
1211,kandidata,7,1,7
1212,partisipativu,1,1,1
1213,kandidata-an,3,1,3
1214,naton,1,1,1
1215,balun,3,1,3
1216,tasi-mane,1,1,1
1217,nudar,1,1,1
1218,maibe,3,1,3
1219,khunto,5,1,5
1220,liu-liu,4,1,4
1221,kandidatura,6,1,6
1222,ida-ida,1,1,1
1223,mos,5,1,5
1224,hare,13,1,13
1225,internasional,3,1,3
1226,instituisoens,1,1,1
1227,transformasaun,1,1,1
1228,ne’ebá,49,1,49
1229,independénsia,20,1,20
1230,saun,1,1,1
1231,arkidioseze,4,1,4
1232,santos,30,1,30
1233,autorizasaun,36,1,36
1234,do,26,1,26
1235,domin,7,1,7
1236,ruanulu,4,1,4
1237,kumpri,45,1,45
1238,loke,35,1,35
1239,siénsia,35,1,35
1240,superiór,61,1,61
1241,ii,12,1,12
1242,arsebispu,5,1,5
1243,timorense,3,1,3
1244,konsagra,1,1,1
1245,parabéns,12,1,12
1246,estabelesimentu,12,1,12
1247,devosaun,1,1,1
1248,anunsia,12,1,12
1249,ksolok,4,1,4
1250,selebra,15,1,15
1251,restaurasaun,11,1,11
1252,virgilio,6,1,6
1253,satisfasaun,2,1,2
1254,balide,6,1,6
1255,messk,36,1,36
1256,lasu,3,1,3
1257,dokumentu,19,1,19
1258,paulo,7,1,7
1259,uct’,1,1,1
1260,padraun,9,1,9
1261,autoriza,18,1,18
1262,longuinhos,11,1,11
1263,lesensiamentu,1,1,1
1264,carmo,11,1,11
1265,rekejitu,1,1,1
1266,jo,30,1,30
1267,afetu,1,1,1
1268,metropolitanu,1,1,1
1269,relata,118,1,118
1270,sobu,12,1,12
1271,rísku,1,1,1
1272,zélia,2,1,2
1273,fahiluha,1,1,1
1274,estragu,2,1,2
1275,nunes,1,1,1
1276,interina,2,1,2
1277,verifikasaun,9,1,9
1278,afetadu,17,1,17
1279,vítima,59,1,59
1280,diretora,11,1,11
1281,sekrétariu,1,1,1
1282,xavier,2,1,2
1283,sivíl,26,1,26
1284,seps,12,1,12
1285,provizoriamente,8,1,8
1286,materiál,15,1,15
1287,protesaun,27,1,27
1288,lona,9,1,9
1289,dapur,7,1,7
1290,estragus,19,1,19
1291,hahán,9,1,9
1292,infraestrutura,17,1,17
1293,kafi,4,1,4
1294,sígla,1,1,1
1295,cna,3,1,3
1296,tenderizasaun,7,1,7
1297,ainaru,45,1,45
1298,vikeke,23,1,23
1299,konsellu,118,1,118
1300,erd,1,1,1
1301,lautén,32,1,32
1302,kualkér,8,1,8
1303,departament,1,1,1
1304,mundu,33,1,33
1305,komunitária,11,1,11
1306,parseiru,17,1,17
1307,tolera,4,1,4
1308,hafanu,1,1,1
1309,ativizmu,1,1,1
1310,geordie,1,1,1
1311,partisipante,4,1,4
1312,pergunta,2,1,2
1313,jogu,24,1,24
1314,of,12,1,12
1315,foin-sa'e,1,1,1
1316,real,5,1,5
1317,animasaun,2,1,2
1318,dfat,2,1,2
1319,organiza,9,1,9
1320,seii,7,1,7
1321,oioin,24,1,24
1322,baibain,10,1,10
1323,corte,1,1,1
1324,kontra,129,1,129
1325,tanga,1,1,1
1326,igualidade,1,1,1
1327,noronha,3,1,3
1328,violénsia,23,1,23
1329,trade,2,1,2
1330,drama,3,1,3
1331,ular,1,1,1
1332,samea,1,1,1
1333,afairs,1,1,1
1334,fundasaun,16,1,16
1335,krime,16,1,16
1336,cardoso,2,1,2
1337,natalino,4,1,4
1338,ázia,7,1,7
1339,marxa,1,1,1
1340,foreign,2,1,2
1341,hakribi,2,1,2
1342,inkluzaun,15,1,15
1343,nabilan,1,1,1
1344,sosiedade,13,1,13
1345,hasees-an,2,1,2
1346,istória,31,1,31
1347,covid-,429,1,429
1348,komitmentu,7,1,7
1349,fasil,3,1,3
1350,hato'o,8,1,8
1351,dala,29,1,29
1352,intervista,2,1,2
1353,dirijente,5,1,5
1354,armajén,2,1,2
1355,adalberto,4,1,4
1356,ai-saria,1,1,1
1357,kolmera,11,1,11
1358,antes,16,1,16
1359,a-,1,1,1
1360,ai-kakeu,2,1,2
1361,keuntungan,1,1,1
1362,foho,11,1,11
1363,kraik,12,1,12
1364,ai-kasi,1,1,1
1365,ngo,2,1,2
1366,atus,8,1,8
1367,tamba,1,1,1
1368,benefísia,4,1,4
1369,santalum,3,1,3
1370,salak,1,1,1
1371,ajénsia,14,1,14
1372,belarmino,1,1,1
1373,finje,1,1,1
1374,benefisiáriu,29,1,29
1375,la'ós,2,1,2
1376,lakohi,31,1,31
1377,sim,3,1,3
1378,ai-samtuku,3,1,3
1379,fa'an,4,1,4
1380,plantasaun,1,1,1
1381,instituisaun,43,1,43
1382,higino,1,1,1
1383,ai-fuan,1,1,1
1384,viveiru,3,1,3
1385,araújo,18,1,18
1386,hatene,59,1,59
1387,kole,2,1,2
1388,tantu,8,1,8
1389,s,8,1,8
1390,sabraka,1,1,1
1391,ai-mahoni,1,1,1
1392,benefísiu,7,1,7
1393,de'it,10,1,10
1394,non-gormenamentál,1,1,1
1395,ná,1,1,1
1396,interese,15,1,15
1397,estimativa,2,1,2
1398,admite,1,1,1
1399,ramos-horta,15,1,15
1400,lamentasaun,10,1,10
1401,ximenes,13,1,13
1402,komérsiu,27,1,27
1403,lesa-arte,2,1,2
1404,hasain,1,1,1
1405,kontrusaun-de-uzu,1,1,1
1406,despeju,3,1,3
1407,sér,1,1,1
1408,setp,3,1,3
1409,fundus,1,1,1
1410,justifika,5,1,5
1411,deputadu,13,1,13
1412,komesa,19,1,19
1413,razaun,36,1,36
1414,primeiru,18,1,18
1415,produtu,51,1,51
1416,só,8,1,8
1417,li’ur,9,1,9
1418,privada,5,1,5
1419,dezentendimentu,2,1,2
1420,indústria,18,1,18
1421,sustenta,18,1,18
1422,prosedur,2,1,2
1423,rezolve,12,1,12
1424,ladún,17,1,17
1425,imposível,2,1,2
1426,sentimentu,7,1,7
1427,eiz,38,1,38
1428,kurikulum,1,1,1
1429,viii,19,1,19
1430,operasionál,7,1,7
1431,hatún,5,1,5
1432,kompeténsia,6,1,6
1433,produtus,1,1,1
1434,prezerva,4,1,4
1435,propriedade,6,1,6
1436,kabe,1,1,1
1437,arbiru,20,1,20
1438,terras,4,1,4
1439,produtiva,1,1,1
1440,parlamentu,63,1,63
1441,umanu,31,1,31
1442,mario,3,1,3
1443,nobre,4,1,4
1444,konsentrasaun,2,1,2
1445,grasa,4,1,4
1446,xumasu,1,1,1
1447,x,9,1,9
1448,malikati,3,1,3
1449,sadia,1,1,1
1450,cidália,4,1,4
1451,kontribuisaun,24,1,24
1452,funu-na’in,1,1,1
1453,hena,2,1,2
1454,trasa,3,1,3
1455,esponja,1,1,1
1456,stroke,7,1,7
1457,prezidénsia,18,1,18
1458,kama,2,1,2
1459,kbiit,12,1,12
1460,kasa,2,1,2
1461,maulear,1,1,1
1462,nu'udar,11,1,11
1463,kaben,9,1,9
1464,rosita,2,1,2
1465,saudozu,5,1,5
1466,veteranu,60,1,60
1467,kaza,1,1,1
1468,luta,42,1,42
1469,medida,50,1,50
1470,vasconcelos,10,1,10
1471,sofre,4,1,4
1472,maromak,9,1,9
1473,dadaun,3,1,3
1474,loroloron,1,1,1
1475,estruturadu,1,1,1
1476,tenki,4,1,4
1477,solusiona,6,1,6
1478,bainhira,5,1,5
1479,reflete,4,1,4
1480,ukun,17,1,17
1481,rona,41,1,41
1482,ulun,6,1,6
1483,ketak,2,1,2
1484,espesífiku,5,1,5
1485,estruturada,2,1,2
1486,aman,14,1,14
1487,matenek,13,1,13
1488,serve,6,1,6
1489,reflesaun,7,1,7
1490,serví,8,1,8
1491,hatán,22,1,22
1492,fa’an,60,1,60
1493,simples,1,1,1
1494,bázika,37,1,37
1495,sá,2,1,2
1496,kompatriota,2,1,2
1497,pasadu,11,1,11
1498,inísia,1,1,1
1499,inspira,5,1,5
1500,valoriza,2,1,2
1501,mártiru,2,1,2
1502,mensajen,25,1,25
1503,komemorasaun,9,1,9
1504,koletivu,2,1,2
1505,pátria,9,1,9
1506,nesesáriu,9,1,9
1507,funu,9,1,9
1508,koñese,6,1,6
1509,inisia,7,1,7
1510,lisaun,2,1,2
1511,salienta,12,1,12
1512,devér,9,1,9
1513,memória,7,1,7
1514,temi,47,1,47
1515,terus,9,1,9
1516,rekoñese,12,1,12
1517,sakrifísiu,4,1,4
1518,preokupadu,1,1,1
1519,livre,24,1,24
1520,obra,8,1,8
1521,jerasaun,9,1,9
1522,individualmente,1,1,1
1523,istóriku,9,1,9
1524,hein,39,1,39
1525,pro-ativu,1,1,1
1526,análize,6,1,6
1527,atividades,1,1,1
1528,kresimentu,6,1,6
1529,importánsia,6,1,6
1530,deside,71,1,71
1531,abstensaun,11,1,11
1532,favor,1,1,1
1533,oje,16,1,16
1534,kustu,12,1,12
1535,espesialidade,3,1,3
1536,sesta,29,1,29
1537,dólar,25,1,25
1538,esperadu,1,1,1
1539,sustentabilidade,4,1,4
1540,redusaun,3,1,3
1541,inflasaun,1,1,1
1542,sub-programa,1,1,1
1543,retifikativu,6,1,6
1544,a,13,1,13
1545,jeneralidade,3,1,3
1546,jeral,1,1,1
1547,amerikanu,21,1,21
1548,rezultadu-sira,1,1,1
1549,billaun,10,1,10
1550,diskusaun,15,1,15
1551,krese,1,1,1
1552,montante,47,1,47
1553,introdús,1,1,1
1554,muda,18,1,18
1555,prátika,8,1,8
1556,buras,7,1,7
1557,baze,12,1,12
1558,fatuberlihu,3,1,3
1559,livia,4,1,4
1560,organizadora,1,1,1
1561,fokál,3,1,3
1562,diária,2,1,2
1563,dezenvolve-an,3,1,3
1564,pontu,27,1,27
1565,anima,1,1,1
1566,vírus,8,1,8
1567,postu-administratívu,1,1,1
1568,komemora,11,1,11
1569,mundiál,34,1,34
1570,atanasio,1,1,1
1571,narciso,3,1,3
1572,pasiente,72,1,72
1573,lívre,1,1,1
1574,hili,14,1,14
1575,kooperasaun,31,1,31
1576,seksu,2,1,2
1577,isaac,10,1,10
1578,foinsa’e,29,1,29
1579,partilla,9,1,9
1580,diskriminisaun,1,1,1
1581,sakramentu,1,1,1
1582,infetadu,31,1,31
1583,planeamentu,2,1,2
1584,tema,7,1,7
1585,prevene-an,4,1,4
1586,afeta,8,1,8
1587,antiretroviral,1,1,1
1588,tama-sai,6,1,6
1589,ezekutivu,15,1,15
1590,hiv-sida,11,1,11
1591,prostituisaun,4,1,4
1592,fatór,5,1,5
1593,infromasaun,1,1,1
1594,estígma,1,1,1
1595,ransu,1,1,1
1596,arantes,12,1,12
1597,fernandes,6,1,6
1598,polítika,21,1,21
1599,kona,5,1,5
1600,prevene,24,1,24
1601,lian’,1,1,1
1602,kauza,28,1,28
1603,koperasaun,1,1,1
1604,online,39,1,39
1605,kombate,23,1,23
1606,droga,2,1,2
1607,cncs-tl,1,1,1
1608,perigu,2,1,2
1609,seka,1,1,1
1610,hong,1,1,1
1611,saudita,1,1,1
1612,kong,1,1,1
1613,portugál,23,1,23
1614,fransa,4,1,4
1615,viziñu,12,1,12
1616,unidus,27,1,27
1617,itália,10,1,10
1618,estadus,26,1,26
1619,javid,1,1,1
1620,redúz,10,1,10
1621,doze,92,1,92
1622,béljika,7,1,7
1623,sajid,1,1,1
1624,nijéria,1,1,1
1625,suésia,1,1,1
1626,noruega,2,1,2
1627,botswana,1,1,1
1628,da’et,11,1,11
1629,áfrika,3,1,3
1630,izrael,7,1,7
1631,brazil,2,1,2
1632,métade,1,1,1
1633,vasina,322,1,322
1634,intervalu,1,1,1
1635,amérika,25,1,25
1636,variante,64,1,64
1637,adultu,5,1,5
1638,kanadá,4,1,4
1639,variant,1,1,1
1640,cnn,23,1,23
1641,arábia,1,1,1
1642,aplikasaun,15,1,15
1643,concern’,1,1,1
1644,rekomendasaun,16,1,16
1645,cdc,1,1,1
1646,booster,2,1,2
1647,dinamarka,4,1,4
1648,prevensaun,44,1,44
1649,oms,30,1,30
1650,áustria,4,1,4
1651,eua,35,1,35
1652,omicron,6,1,6
1653,españa,2,1,2
1654,mínimu,4,1,4
1655,booter’,1,1,1
1656,bbc,12,1,12
1657,datoluk,12,1,12
1658,hornai,1,1,1
1659,karau,6,1,6
1660,bazeia,28,1,28
1661,sr,10,1,10
1662,verifika,6,1,6
1663,tender,5,1,5
1664,movimentasaun,5,1,5
1665,komitiva,4,1,4
1666,burokrásia,1,1,1
1667,burokrasia,1,1,1
1668,sebasti,3,1,3
1669,asiste,2,1,2
1670,eletrifikasaun,7,1,7
1671,tutuluru,8,1,8
1672,adn,6,1,6
1673,ornai,2,1,2
1674,mindelu,1,1,1
1675,milagre,2,1,2
1676,lda,17,1,17
1677,nakukun,7,1,7
1678,distánsia,16,1,16
1679,durasaun,8,1,8
1680,kilómetru,5,1,5
1681,uma-kain,28,1,28
1682,unipessoal,3,1,3
1683,damenia,1,1,1
1684,mil,2,1,2
1685,mesak,11,1,11
1686,totalmente,3,1,3
1687,pelumenus,7,1,7
1688,gama,7,1,7
1689,movimentu,42,1,42
1690,reseita,12,1,12
1691,ezemplu,8,1,8
1692,paradu,3,1,3
1693,investimentu,5,1,5
1694,investe,7,1,7
1695,tránzitu,20,1,20
1696,inspetór,15,1,15
1697,kaikoli,30,1,30
1698,manutensaun,14,1,14
1699,migrasaun,20,1,20
1700,merkadoria,2,1,2
1701,mi,22,1,22
1702,segunda-feira,1,1,1
1703,sakato,2,1,2
1704,estratéjia,2,1,2
1705,dekretu,28,1,28
1706,artigu,20,1,20
1707,cigc,2,1,2
1708,dadeer,22,1,22
1709,integradu,47,1,47
1710,governante,12,1,12
1711,publika,11,1,11
1712,mezmu,4,1,4
1713,armindo,28,1,28
1714,knaar,20,1,20
1715,vila-verde,9,1,9
1716,nu,1,1,1
1717,funsionamentu,4,1,4
1718,mota-ain,2,1,2
1719,interiór,34,1,34
1720,normál,11,1,11
1721,jornál,2,1,2
1722,diminui,1,1,1
1723,kareta,42,1,42
1724,tún-sa,2,1,2
1725,defisiénsia,19,1,19
1726,vicente,3,1,3
1727,preokupa,19,1,19
1728,konkretu,2,1,2
1729,fíziku,14,1,14
1730,osan,77,1,77
1731,dignifika,5,1,5
1732,perspetiva,1,1,1
1733,ai-hán,48,1,48
1734,foos,20,1,20
1735,permite,19,1,19
1736,mina,11,1,11
1737,to’ok,3,1,3
1738,dalaruma,25,1,25
1739,suporta,13,1,13
1740,modo,9,1,9
1741,mouzinho,3,1,3
1742,barabarak,1,1,1
1743,liman,24,1,24
1744,defisiente,14,1,14
1745,líder,27,1,27
1746,hakbesik-an,11,1,11
1747,túr,15,1,15
1748,tane,4,1,4
1749,hán,14,1,14
1750,foto,2,1,2
1751,video,1,1,1
1752,kontaktu,9,1,9
1753,sunu,18,1,18
1754,loja,12,1,12
1755,aktu,6,1,6
1756,bairu,12,1,12
1757,negósiu,36,1,36
1758,fugetes,7,1,7
1759,keixa,7,1,7
1760,identidade,7,1,7
1761,orden,5,1,5
1762,rigorozu,1,1,1
1763,atuasaun,6,1,6
1764,interior,1,1,1
1765,tarutu,2,1,2
1766,sériu,6,1,6
1767,koopera,21,1,21
1768,kapitál,24,1,24
1769,dezafiu,16,1,16
1770,seriedade,2,1,2
1771,soberania,3,1,3
1772,rasik-an,8,1,8
1773,órgaun,12,1,12
1774,kle’an,10,1,10
1775,keta-ketak,3,1,3
1776,tribunál,14,1,14
1777,séria,1,1,1
1778,dignidade,4,1,4
1779,ukun-na’in,1,1,1
1780,invazór,1,1,1
1781,restaura,2,1,2
1782,interdependénsia,1,1,1
1783,abril,47,1,47
1784,mf,23,1,23
1785,gleno,2,1,2
1786,agostu,149,1,149
1787,prizionál,19,1,19
1788,pagamentu,34,1,34
1789,sekretariadu,5,1,5
1790,frente,7,1,7
1791,remuneratóriu,14,1,14
1792,detallu,3,1,3
1793,guarda,15,1,15
1794,suplementu,10,1,10
1795,kobre,11,1,11
1796,pixina,3,1,3
1797,kuida,8,1,8
1798,hudi,4,1,4
1799,furak,7,1,7
1800,turista,14,1,14
1801,turizmu,39,1,39
1802,komunitáriu,4,1,4
1803,konserva,5,1,5
1804,matak,2,1,2
1805,disponivel,1,1,1
1806,transforma,4,1,4
1807,uailili,4,1,4
1808,mtci,18,1,18
1809,setór,20,1,20
1810,violentu,8,1,8
1811,orgullu,9,1,9
1812,vizitante,10,1,10
1813,naturál,16,1,16
1814,atrativu,1,1,1
1815,seguransa,61,1,61
1816,kulu,1,1,1
1817,bee-matan,7,1,7
1818,uaisaraké,2,1,2
1819,doméstika,2,1,2
1820,fasilidade,26,1,26
1821,lucas,7,1,7
1822,sítiu,7,1,7
1823,turístiku,14,1,14
1824,pasa,19,1,19
1825,kontratadu,4,1,4
1826,estuda,15,1,15
1827,revizaun,2,1,2
1828,patria,1,1,1
1829,lala'ok,1,1,1
1830,terseiru,2,1,2
1831,diploma,13,1,13
1832,anu,1,1,1
1833,finalista,14,1,14
1834,se,6,1,6
1835,preparadu,8,1,8
1836,rezumu,1,1,1
1837,pelu,4,1,4
1838,matrix,2,1,2
1839,na'in,1,1,1
1840,treinamentu,11,1,11
1841,voluntária,1,1,1
1842,dias,1,1,1
1843,herois,5,1,5
1844,bolsu,10,1,10
1845,luta-na’in,1,1,1
1846,sujestaun,2,1,2
1847,orgaun,2,1,2
1848,kombatente,12,1,12
1849,dala-barak,9,1,9
1850,keta,1,1,1
1851,kompetente,6,1,6
1852,halimar,8,1,8
1853,neon-na’in,2,1,2
1854,konvensaun,6,1,6
1855,sorumutuk,22,1,22
1856,dúun,1,1,1
1857,ai-laran,2,1,2
1858,kuidadu,23,1,23
1859,falsu,23,1,23
1860,gara-ulu,2,1,2
1861,afaloikai,2,1,2
1862,lavatere,1,1,1
1863,soe,30,1,30
1864,familia,4,1,4
1865,hamonu,1,1,1
1866,chega,8,1,8
1867,baguia,2,1,2
1868,cnc,19,1,19
1869,vitima,2,1,2
1870,mata-ween,2,1,2
1871,hadomi,8,1,8
1872,tour,1,1,1
1873,oho,9,1,9
1874,semináriu,3,1,3
1875,laek’,1,1,1
1876,debu,1,1,1
1877,dame,6,1,6
1878,nacional,6,1,6
1879,defende,7,1,7
1880,uatukarbau,2,1,2
1881,akontesimentu,16,1,16
1882,def,1,1,1
1883,batallaun,4,1,4
1884,lala’ok,2,1,2
1885,armoniza,1,1,1
1886,masakre,15,1,15
1887,legalidade,2,1,2
1888,valór,25,1,25
1889,inap,1,1,1
1890,ramos,5,1,5
1891,misaun,21,1,21
1892,arquimino,2,1,2
1893,sarjentu,3,1,3
1894,inspetur,1,1,1
1895,superintendentexefe,10,1,10
1896,lekisa,1,1,1
1897,kapasita,6,1,6
1898,sfp,1,1,1
1899,munisipiu,14,1,14
1900,entende,1,1,1
1901,regulamentu,7,1,7
1902,ajente,8,1,8
1903,fdch,14,1,14
1904,comoro,1,1,1
1905,cfp,2,1,2
1906,institutu,7,1,7
1907,janeiru,21,1,21
1908,setembru,159,1,159
1909,servisus,1,1,1
1910,referál,2,1,2
1911,aranka,15,1,15
1912,malázia,8,1,8
1913,ekonomia,9,1,9
1914,pandemia,63,1,63
1915,lumpur,1,1,1
1916,esteriór,3,1,3
1917,timor-lerste,1,1,1
1918,air,1,1,1
1919,kritéria,5,1,5
1920,kuala,1,1,1
1921,kuarentena,25,1,25
1922,sees,1,1,1
1923,transit,1,1,1
1924,komisáriu,14,1,14
1925,destakadu,1,1,1
1926,legál,4,1,4
1927,gosta,5,1,5
1928,atua,1,1,1
1929,orientasaun,12,1,12
1930,domina,6,1,6
1931,maioria,19,1,19
1932,faustino,20,1,20
1933,festa,4,1,4
1934,natál,3,1,3
1935,atuál,15,1,15
1936,konflitu,13,1,13
1937,baku,15,1,15
1938,páz,6,1,6
1939,apelu,5,1,5
1940,alin,5,1,5
1941,estabilidade,6,1,6
1942,instabilidade,2,1,2
1943,sempre,21,1,21
1944,rejiaun,27,1,27
1945,konkordata,1,1,1
1946,orasaun,3,1,3
1947,inisitiva,1,1,1
1948,kongregasaun,2,1,2
1949,metropolitana,2,1,2
1950,bispu,5,1,5
1951,parókia,10,1,10
1952,fatuk,10,1,10
1953,divinu,1,1,1
1954,oe-silo,5,1,5
1955,sdb,1,1,1
1956,sarani,18,1,18
1957,svd,2,1,2
1958,nesesita,1,1,1
1959,dioseze,3,1,3
1960,kofre,3,1,3
1961,prioridade,18,1,18
1962,planeia,12,1,12
1963,verbu,1,1,1
1964,levanta,1,1,1
1965,caldas,1,1,1
1966,kompradores,1,1,1
1967,dodok,3,1,3
1968,negativu,8,1,8
1969,pedidu,39,1,39
1970,manleuana,21,1,21
1971,kordenadór,2,1,2
1972,resposta,11,1,11
1973,kata,1,1,1
1974,ladi’ak,1,1,1
1975,nene,1,1,1
1976,hariis-fatin,10,1,10
1977,impaktu,22,1,22
1978,julio,5,1,5
1979,lixeiru,3,1,3
1980,jestór,7,1,7
1981,merkadu,71,1,71
1982,júlio,5,1,5
1983,até,2,1,2
1984,barros,2,1,2
1985,obriga,11,1,11
1986,negosiante,18,1,18
1987,kreativu,4,1,4
1988,estimula,2,1,2
1989,pekuária,1,1,1
1990,asosiativizmu,1,1,1
1991,rendimentu,18,1,18
1992,jenerál,31,1,31
1993,manajer,1,1,1
1994,timór,13,1,13
1995,emprendedorizmu,1,1,1
1996,jeong,1,1,1
1997,agusto,2,1,2
1998,subvensaun,1,1,1
1999,koreia,1,1,1
2000,potensialidade,1,1,1
2001,dijitalizasaun,1,1,1
2002,submariñu,2,1,2
2003,esperiénsia,6,1,6
2004,rekupera,9,1,9
2005,haforsa,7,1,7
2006,respeitu,4,1,4
2007,parseria,14,1,14
2008,justisa,22,1,22
2009,violasaun,1,1,1
2010,globál,7,1,7
2011,morál,5,1,5
2012,okupasaun,5,1,5
2013,la’ós,2,1,2
2014,dijitál,3,1,3
2015,koica,2,1,2
2016,rekonsiliasaun,3,1,3
2017,rai-laran,13,1,13
2018,arkivu,3,1,3
2019,kanek,10,1,10
2020,embaixadór,49,1,49
2021,mandatu,12,1,12
2022,kim,4,1,4
2023,kabu,4,1,4
2024,demostra,1,1,1
2025,espesialmente,4,1,4
2026,kaibada,4,1,4
2027,koordenasaun,7,1,7
2028,teixeira,1,1,1
2029,waniuma,1,1,1
2030,pedra,2,1,2
2031,kulturál,8,1,8
2032,caibada,1,1,1
2033,modelu,5,1,5
2034,waiuma,1,1,1
2035,biban,9,1,9
2036,inácia,1,1,1
2037,alternativu,2,1,2
2038,produtivu,6,1,6
2039,autór,6,1,6
2040,urbanu,1,1,1
2041,gariuai,2,1,2
2042,dezde,34,1,34
2043,ppn,16,1,16
2044,arlindo,1,1,1
2045,reabilita,2,1,2
2046,aniceto,10,1,10
2047,sexta-feira,1,1,1
2048,pnds,14,1,14
2049,tutela,4,1,4
2050,darasula,1,1,1
2051,abríl,23,1,23
2052,kloot,8,1,8
2053,konfortável,2,1,2
2054,kotu,5,1,5
2055,sees-malu,1,1,1
2056,volta,2,1,2
2057,fila-fali,9,1,9
2058,difísil,11,1,11
2059,aselera,9,1,9
2060,novembu,1,1,1
2061,ai-lo’ok,8,1,8
2062,motorista,9,1,9
2063,elvis,2,1,2
2064,macet,1,1,1
2065,privadu,19,1,19
2066,araska,13,1,13
2067,urjente,7,1,7
2068,mikrolete,26,1,26
2069,kestiona,4,1,4
2070,dook,9,1,9
2071,lemos,1,1,1
2072,pacheco,2,1,2
2073,taxi,1,1,1
2074,provizóriu,10,1,10
2075,engarafamentu,2,1,2
2076,normaliza,3,1,3
2077,octavio,3,1,3
2078,bemo,3,1,3
2079,abandona,5,1,5
2080,ne'ebá,2,1,2
2081,oenoah,1,1,1
2082,pa,5,1,5
2083,oel,2,1,2
2084,am-lichoe,1,1,1
2085,tua,6,1,6
2086,penu,1,1,1
2087,arsénio,4,1,4
2088,usitasae,2,1,2
2089,izoladu,2,1,2
2090,katu’i,2,1,2
2091,paix,9,1,9
2092,bano,6,1,6
2093,ambenu,2,1,2
2094,unipessoál,1,1,1
2095,usitakeno,2,1,2
2096,sub-rejionál,1,1,1
2097,raeoa,43,1,43
2098,nakome,2,1,2
2099,naroman,4,1,4
2100,usitaqueno,1,1,1
2101,nitas,2,1,2
2102,nuu-badak,2,1,2
2103,maumali,1,1,1
2104,fugetis,1,1,1
2105,pohon,2,1,2
2106,lebos,7,1,7
2107,alto,2,1,2
2108,shoot,2,1,2
2109,tabaku,12,1,12
2110,la'o,5,1,5
2111,kaixa,5,1,5
2112,matahari,2,1,2
2113,superintendenteeuclides,1,1,1
2114,mapelai,1,1,1
2115,surya,2,1,2
2116,sagu,2,1,2
2117,sek,2,1,2
2118,adelino,4,1,4
2119,ain,8,1,8
2120,rutina,2,1,2
2121,investigasaun,36,1,36
2122,batugade,2,1,2
2123,sigaru,3,1,3
2124,objetu,4,1,4
2125,hori-sehik,7,1,7
2126,eduka,2,1,2
2127,aviza,2,1,2
2128,estima,4,1,4
2129,namkari,1,1,1
2130,saneamentu,7,1,7
2131,animál,5,1,5
2132,mantéin,45,1,45
