id,Label,tf,df,tdf
3148,válidu,3,1,3
3149,efetua,1,1,1
3150,anteriór,9,1,9
3151,sars-cov-,6,1,6
3152,vistu,4,1,4
3153,ss-sijk,4,1,4
3154,renova,14,1,14
3155,fase-liman,4,1,4
3156,masker,1,1,1
3157,haluha,4,1,4
3158,porta-vóz,14,1,14
3159,cdm,1,1,1
3160,naimeko,6,1,6
3161,sua,8,1,8
3162,noke,1,1,1
3163,darren,1,1,1
3164,booy,1,1,1
3165,lia-na’in,2,1,2
3166,koloka,7,1,7
3167,noken,1,1,1
3168,mateus,1,1,1
3169,indika,1,1,1
3170,police,1,1,1
3171,makasar,3,1,3
3172,development,3,1,3
3173,oesilo,1,1,1
3174,eselénsia,3,1,3
3175,tlpdp,6,1,6
3176,benefisiu,1,1,1
3177,ha'u-nia,2,1,2
3178,kibiselo,1,1,1
3179,sub,1,1,1
3180,pante,3,1,3
3181,dekreta,13,1,13
3182,áfavór,2,1,2
3183,pn,22,1,22
3184,phase,1,1,1
3185,concei,4,1,4
3186,phase’,1,1,1
3187,suport,1,1,1
3188,periódika,1,1,1
3189,aranjamentu,1,1,1
3190,d-sp,2,1,2
3191,r,4,1,4
3192,for,8,1,8
3193,através,1,1,1
3194,aseitasaun,4,1,4
3195,d,3,1,3
3196,asinatura,6,1,6
3197,subsísiu,1,1,1
3198,kontratór,1,1,1
3199,bridging,2,1,2
3200,roads,1,1,1
3201,expansaun,1,1,1
3202,vensedór,5,1,5
3203,abel,1,1,1
3204,komprimetidu,1,1,1
3205,ue,9,1,9
3206,europeia,7,1,7
3207,uiaun,1,1,1
3208,uniaun,5,1,5
3209,jacob,4,1,4
3210,andrew,2,1,2
3211,auto-empregu,5,1,5
3212,hariku,1,1,1
3213,respeita-an,2,1,2
3214,ta’es,1,1,1
3215,respeita,15,1,15
3216,falsa,2,1,2
3217,produtór,4,1,4
3218,peregrinasaun,1,1,1
3219,hatubuiliku,2,1,2
3220,na’in-feto,6,1,6
3221,cosme,2,1,2
3222,pograma,1,1,1
3223,bazar-baratu,1,1,1
3224,dnci,1,1,1
3225,ramelau,2,1,2
3226,jardim,2,1,2
3227,fúnebre,4,1,4
3228,semitériu,8,1,8
3229,fretilin,7,1,7
3230,diretiva,3,1,3
3231,pátria’,1,1,1
3232,onra,6,1,6
3233,bulerek,5,1,5
3234,komité,4,1,4
3235,ccln,1,1,1
3236,klandestinu,1,1,1
3237,komanante,1,1,1
3238,iis,10,1,10
3239,karatayano’,2,1,2
3240,ma’huno,7,1,7
3241,karatayano,2,1,2
3242,asdt,1,1,1
3243,muru,6,1,6
3244,lae,12,1,12
3245,sergio,2,1,2
3246,portaun,1,1,1
3247,ojek’,1,1,1
3248,sustentável,6,1,6
3249,manán,9,1,9
3250,semeste,1,1,1
3251,quint,1,1,1
3252,unpaz,2,1,2
3253,pois,2,1,2
3254,administradora,2,1,2
3255,imajen,7,1,7
3256,opiniaun,2,1,2
3257,herminia,5,1,5
3258,tui-tuir,1,1,1
3259,selesaun,13,1,13
3260,nasa,7,1,7
3261,estensionista,3,1,3
3262,raimea,1,1,1
3263,poc,5,1,5
3264,oebaba,1,1,1
3265,orgániku,4,1,4
3266,aktividade,1,1,1
3267,agrikola,2,1,2
3268,david,2,1,2
3269,adubus,6,1,6
3270,departementu,1,1,1
3271,sp,1,1,1
3272,orgánika,1,1,1
3273,mundial,1,1,1
3274,empreendedorizmu,3,1,3
3275,lugár,4,1,4
3276,nasional,3,1,3
3277,lalatak,2,1,2
3278,pintura,3,1,3
3279,gembel,1,1,1
3280,talentu,4,1,4
3281,mafima,1,1,1
3282,kamoemorasaun,1,1,1
3283,insentiva,2,1,2
3284,lesidere,4,1,4
3285,lisidere,1,1,1
3286,pintura’,1,1,1
3287,kumprimenta,1,1,1
3288,me’ar,3,1,3
3289,inus-been,1,1,1
3290,bensa-liman,1,1,1
3291,kakorok,1,1,1
3292,inus,3,1,3
3293,sabaun,3,1,3
3294,dezinfetante,1,1,1
3295,haku’ak,2,1,2
3296,sedu,10,1,10
3297,hamriik,13,1,13
3298,kose,1,1,1
3299,hatuur,3,1,3
3300,re’i-malu,1,1,1
3301,ms,48,1,48
3302,intelijénsia,1,1,1
3303,td,3,1,3
3304,ihma,2,1,2
3305,novo,3,1,3
3306,agradesementu,2,1,2
3307,travel,1,1,1
3308,fraude,2,1,2
3309,trends,1,1,1
3310,grava,1,1,1
3311,trilaterál,1,1,1
3312,interpol,1,1,1
3313,previléjiu,1,1,1
3314,bein-vindu,1,1,1
3315,turismo,3,1,3
3316,migratóriu,1,1,1
3317,document,1,1,1
3318,bearer,1,1,1
3319,makina,1,1,1
3320,ezaminasaun,2,1,2
3321,shareef,1,1,1
3322,b,9,1,9
3323,fronteiriza,1,1,1
3324,verifier,3,1,3
3325,reguladora,1,1,1
3326,dada-iis,1,1,1
3327,holaru,1,1,1
3328,ferik-katuas,2,1,2
3329,direitamente,6,1,6
3330,task-force,1,1,1
3331,kram,1,1,1
3332,carlitos,1,1,1
3333,mobiliza,1,1,1
3334,mikro,1,1,1
3335,correia,2,1,2
3336,kelikai,3,1,3
3337,empede,1,1,1
3338,adriano,2,1,2
3339,nasion’al,6,1,6
3340,audit,1,1,1
3341,nab-naban,1,1,1
3342,terseira,2,1,2
3343,kuidadu-an,2,1,2
3344,positivu,1,1,1
3345,corte-real,2,1,2
3346,idozu,8,1,8
3347,sahat,1,1,1
3348,jakarta,3,1,3
3349,widodo,2,1,2
3350,indonesia,4,1,4
3351,alixo,1,1,1
3352,manik,1,1,1
3353,sitorus,1,1,1
3354,joko,2,1,2
3355,kredensiál,1,1,1
3356,dorinus,2,1,2
3357,okto,2,1,2
3358,konsultativu,1,1,1
3359,limita,7,1,7
3360,tolunulu,11,1,11
3361,ksds,6,1,6
3362,asesór,1,1,1
3363,sousa,6,1,6
3364,ars-cov-,1,1,1
3365,gregório,1,1,1
3366,virus,20,1,20
3367,importasaun,6,1,6
3368,propagasaun,10,1,10
3369,termina,5,1,5
3370,civíl,2,1,2
3371,medidas,1,1,1
3372,fevereiru,7,1,7
3373,hakmaan,3,1,3
3374,persentajen,5,1,5
3375,tali,3,1,3
3376,kriminál,6,1,6
3377,atambua,5,1,5
3378,bop,6,1,6
3379,orlando,10,1,10
3380,tapo,2,1,2
3381,uep,9,1,9
3382,coe,6,1,6
3383,suspeitu,6,1,6
3384,na’ok,2,1,2
3385,soilo,1,1,1
3386,baliza,1,1,1
3387,memo,5,1,5
3388,batallau,1,1,1
3389,saburai,3,1,3
3390,ne’,1,1,1
3391,didin-lolon,1,1,1
3392,ofisial,1,1,1
3393,orientadu,1,1,1
3394,uniforma,2,1,2
3395,kbiít-laek,1,1,1
3396,inagura,2,1,2
3397,aspirasaun,2,1,2
3398,absoluta,1,1,1
3399,kbiit-laek’,2,1,2
3400,komplementa,1,1,1
3401,prinsípiu,5,1,5
3402,dadeer-dadeer,1,1,1
3403,n’e,1,1,1
3404,amu,8,1,8
3405,hamanasa,2,1,2
3406,fraternidade,2,1,2
3407,kardeal,2,1,2
3408,júri,2,1,2
3409,rica,1,1,1
3410,español,1,1,1
3411,kolombia,1,1,1
3412,santu,13,1,13
3413,kabeen,1,1,1
3414,horta,12,1,12
3415,argentina,1,1,1
3416,intrega,1,1,1
3417,humana,1,1,1
3418,amo,3,1,3
3419,brasil,1,1,1
3420,roma,2,1,2
3421,mota-sohin,1,1,1
3422,mssi,13,1,13
3423,verdiál,2,1,2
3424,sohin,1,1,1
3425,kara-ulun,1,1,1
3426,karau-ulun,1,1,1
3427,signi,4,1,4
3428,solidariedade,14,1,14
3429,víse,1,1,1
3430,dnu,5,1,5
3431,notifikasaun,3,1,3
3432,dghu,2,1,2
3433,edifikasaun,1,1,1
3434,konstruidór,1,1,1
3435,dne,1,1,1
3436,sensibiliza,1,1,1
3437,xineza,3,1,3
3438,sein,15,1,15
3439,urbanizmu,6,1,6
3440,domíniu,1,1,1
3441,avizu,3,1,3
3442,profisaun,1,1,1
3443,profisionalizasaun,1,1,1
3444,rejime,18,1,18
3445,remunerasaun,6,1,6
3446,atualizasaun,3,1,3
3447,salariál,5,1,5
3448,pursentu,22,1,22
3449,aumentu,4,1,4
3450,bei-ala,2,1,2
3451,siklone,3,1,3
3452,atus-rua,1,1,1
3453,ninen,2,1,2
3454,bensaun,1,1,1
3455,moru,7,1,7
3456,seroja,3,1,3
3457,akompañamentu,1,1,1
3458,sagrada,1,1,1
3459,estabele,3,1,3
3460,nanis,1,1,1
3461,nunu-henu,1,1,1
3462,noe,2,1,2
3463,turístika,2,1,2
3464,rate,6,1,6
3465,klaran,5,1,5
3466,nu’dar,1,1,1
3467,kapturasaun,8,1,8
3468,haste,2,1,2
3469,fulan-setembru,2,1,2
3470,cnrt,6,1,6
3471,atualmente,1,1,1
3472,pezár,1,1,1
3473,karathayano,1,1,1
3474,meia,3,1,3
3475,bandeira,7,1,7
3476,daisua,2,1,2
3477,tratór,7,1,7
3478,maiória,1,1,1
3479,gazoel,1,1,1
3480,aurélio,2,1,2
3481,utilíza,1,1,1
3482,to’os-na,13,1,13
3483,óleu,2,1,2
3484,kombustível,4,1,4
3485,tonelada,2,1,2
3486,roda,2,1,2
3487,servísu,2,1,2
3488,tututluro,1,1,1
3489,grátuita,1,1,1
3490,limitadu,4,1,4
3491,marques,2,1,2
3492,administratrivu,1,1,1
3493,balada,1,1,1
3494,baboe-leste,1,1,1
3495,demetrio,2,1,2
3496,biodiversidsde,1,1,1
3497,sea,3,1,3
3498,municipiu,1,1,1
3499,atsabe,3,1,3
3500,fuik,1,1,1
3501,tara-bandu,4,1,4
3502,representante,1,1,1
3503,formuláriu,3,1,3
3504,reklamante,2,1,2
3505,emite,2,1,2
3506,rihun-atus-haat,1,1,1
3507,make,1,1,1
3508,rihun-atus-lima,1,1,1
3509,cpv,1,1,1
3510,benefisíariu,1,1,1
3511,liña-frente,1,1,1
3512,dahaat,3,1,3
3513,moratoria,1,1,1
3514,trimestre,1,1,1
3515,trimeste,1,1,1
3516,projesaun,1,1,1
3517,ómiku,1,1,1
3518,kréditu,2,1,2
3519,sósiu-ekon,1,1,1
3520,inisiu,1,1,1
3521,propinas,20,1,20
3522,aluga,5,1,5
3523,mj,12,1,12
3524,impaktui,1,1,1
3525,arrendamentu,1,1,1
3526,deve,4,1,4
3527,boot-boot,2,1,2
3528,cárceres,9,1,9
3529,arendamentu,3,1,3
3530,ceo,1,1,1
3531,administration,1,1,1
3532,kolaterál,8,1,8
3533,mikrograma,1,1,1
3534,food,6,1,6
3535,officer,1,1,1
3536,forte,27,1,27
3537,todan,4,1,4
3538,albert,1,1,1
3539,biontech,1,1,1
3540,chief,1,1,1
3541,pfizer,22,1,22
3542,bourla,1,1,1
3543,drug,1,1,1
3544,uzu,3,1,3
3545,executive,1,1,1
3546,emerjensiál,1,1,1
3547,fda,1,1,1
3548,polisia,5,1,5
3549,tenente,11,1,11
3550,kolokasaun,1,1,1
3551,diverjénsia,1,1,1
3552,osamentu,1,1,1
3553,hó,1,1,1
3554,etapa,4,1,4
3555,erbízida,1,1,1
3556,motíva,1,1,1
3557,fernandez,1,1,1
3558,kolen,1,1,1
3559,kría,1,1,1
3560,karól,1,1,1
3561,urgullu,1,1,1
3562,eskolár,2,1,2
3563,merenda,1,1,1
3564,kolen’,1,1,1
3565,fao,1,1,1
3566,rega,3,1,3
3567,agríkula,1,1,1
3568,fore-mungu,6,1,6
3569,frederito,2,1,2
3570,kolleta,9,1,9
3571,introdúz,2,1,2
3572,unesco-tl,1,1,1
3573,debate,3,1,3
3574,unesco,1,1,1
3575,motivu,3,1,3
3576,antenna,1,1,1
3577,guimaraes,1,1,1
3578,national,2,1,2
3579,aid,2,1,2
3580,manufatureira,1,1,1
3581,egildio,3,1,3
3582,commission,1,1,1
3583,office-tl,1,1,1
3584,mehi,9,1,9
3585,felisitasaun,3,1,3
3586,frekuenta,1,1,1
3587,elementu,3,1,3
3588,kareira,3,1,3
3589,fundamentál,8,1,8
3590,konsiente,1,1,1
3591,dala-xxiv,4,1,4
3592,akadémika,11,1,11
3593,perkursu,2,1,2
3594,enkaregadu,4,1,4
3595,tatoli,1,1,1
3596,fakuldade,15,1,15
3597,moises,6,1,6
3598,oferta,1,1,1
3599,sívita,2,1,2
3600,indireita,1,1,1
3601,magno,3,1,3
3602,fest,2,1,2
3603,servi,2,1,2
3604,xxiv,4,1,4
3605,ncio,3,1,3
3606,trata,6,1,6
3607,infordepe,2,1,2
3608,samuel,9,1,9
3609,garantia,15,1,15
3610,ven,3,1,3
3611,estimadamente,1,1,1
3612,sura,8,1,8
3613,vise-reitór,4,1,4
3614,advokasia,2,1,2
3615,vanconcelos,1,1,1
3616,koñesementu,1,1,1
3617,tutuala,1,1,1
3618,ra,1,1,1
3619,nutritivu,3,1,3
3620,kumprimentus,2,1,2
3621,lospalos,4,1,4
3622,kontribusaun,1,1,1
3623,kontekstu,1,1,1
3624,mahon,3,1,3
3625,torrez,3,1,3
3626,periodu,1,1,1
3627,talo,2,1,2
3628,ratifika,5,1,5
3629,dezeja,5,1,5
3630,guilhermina,5,1,5
3631,rezidu,1,1,1
3632,mau,5,1,5
3633,dimensaun,2,1,2
3634,sesante,5,1,5
3635,ahisaun,2,1,2
3636,diversidade,1,1,1
3637,gaspar,2,1,2
3638,pam,4,1,4
3639,estatal,2,1,2
3640,inkluzividade,1,1,1
3641,kompleksidade,1,1,1
3642,ratifikasaun,1,1,1
3643,sólidu,1,1,1
3644,katástrofe,1,1,1
3645,urbana,1,1,1
3646,demografia,1,1,1
3647,batat,1,1,1
3648,bobometo,3,1,3
3649,oe-naheten,1,1,1
3650,oe-silu,1,1,1
3651,sraa,1,1,1
3652,eta,1,1,1
3653,abani,1,1,1
3654,srag,2,1,2
3655,niki-naheten,1,1,1
3656,lilis,1,1,1
3657,saku,3,1,3
3658,motiva,7,1,7
3659,sub-rejiaun,1,1,1
3660,work,3,1,3
3661,nonkikan,2,1,2
3662,oebena,1,1,1
3663,elu,2,1,2
3664,abitante,1,1,1
3665,indemnizasaun,2,1,2
3666,salvadór,2,1,2
3667,inter-ministeriál,3,1,3
3668,akizasaun,1,1,1
3669,interministeriál,3,1,3
3670,ministeriál,7,1,7
3671,atualiza,5,1,5
3672,luak,3,1,3
3673,harií,2,1,2
3674,atendementu,1,1,1
3675,kontruksaun,1,1,1
3676,bubur-laran,2,1,2
3677,soru’,1,1,1
3678,mali’,1,1,1
3679,aria,2,1,2
3680,konsultante,1,1,1
3681,lda-zamroni,2,1,2
3682,bobolait,2,1,2
3683,gil,1,1,1
3684,seakln,1,1,1
3685,macln,2,1,2
3686,aswa’in’,1,1,1
3687,regulár,2,1,2
3688,pcr,2,1,2
3689,dúvida,8,1,8
3690,paul,1,1,1
3691,esternu,1,1,1
3692,klarifika,3,1,3
3693,profisionalidade,1,1,1
3694,manubise,1,1,1
3695,aprovisionamentu,1,1,1
3696,ajenda,6,1,6
3697,notariadu,2,1,2
3698,exatidaun,1,1,1
3699,loka,1,1,1
3700,adubu,2,1,2
3701,hand,3,1,3
3702,laleia,3,1,3
3703,vasco,2,1,2
3704,tractor,1,1,1
3705,player,1,1,1
3706,badaen,2,1,2
3707,skill,1,1,1
3708,metodolojia,1,1,1
3709,caplak,1,1,1
3710,naza,1,1,1
3711,agíkultor,1,1,1
3712,blutu,1,1,1
3713,hatu-ralan,1,1,1
3714,henrique,4,1,4
3715,mark,1,1,1
3716,derok-reen,1,1,1
3717,badut-mean,1,1,1
3718,fronteriza,1,1,1
3719,silvertand,1,1,1
3720,kova,3,1,3
3721,box,1,1,1
3722,protection,1,1,1
3723,sali,2,1,2
3724,magu,2,1,2
3725,river,1,1,1
3726,lg,1,1,1
3727,tibar,6,1,6
3728,freita,1,1,1
3729,bidau,3,1,3
3730,chegue-rau,2,1,2
3731,efeita,1,1,1
3732,retaining,1,1,1
3733,santana,2,1,2
3734,toko,1,1,1
3735,holgapa,1,1,1
3736,hogapa,1,1,1
3737,culvert,1,1,1
3738,concrete,1,1,1
3739,wall,1,1,1
3740,jefri,4,1,4
3741,leba,3,1,3
3742,manu-tolun,4,1,4
3743,dada-lia,1,1,1
3744,ama-apa,1,1,1
3745,da’an,2,1,2
3746,demais,2,1,2
3747,ai-mutin,2,1,2
3748,ezijénsia,3,1,3
3749,afonso,9,1,9
3750,uut,1,1,1
3751,inovativu,4,1,4
3752,supermerkadu,2,1,2
3753,ai-uut,1,1,1
3754,eleva,1,1,1
3755,ai-kulat,7,1,7
3756,railaku,8,1,8
3757,komersializasaun,5,1,5
3758,mutin,4,1,4
3759,fatukeru,1,1,1
3760,diversifika,2,1,2
3761,ahu,1,1,1
3762,komparativu,2,1,2
3763,eamo,5,1,5
3764,konfesaun,1,1,1
3765,automóvel,2,1,2
3766,fore-keli,1,1,1
3767,rasionalizasaun,1,1,1
3768,kg,3,1,3
3769,ezerse,1,1,1
3770,kriasaun,4,1,4
3771,hamenus,7,1,7
3772,koto,1,1,1
3773,batar,2,1,2
3774,atribuisaun,2,1,2
3775,subsídiu,41,1,41
3776,refeisaun,1,1,1
3777,despeza,6,1,6
3778,trimestralmente,1,1,1
3779,mensál,4,1,4
3780,promulga,12,1,12
3781,veíkulu,4,1,4
3782,kompensa,1,1,1
3783,akizisaun,1,1,1
3784,pdp-laban,2,1,2
3785,aseita,4,1,4
3786,nomeasaun,2,1,2
3787,faksaun,1,1,1
3788,the,8,1,8
3789,wba,1,1,1
3790,yordenis,1,1,1
3791,duké,8,1,8
3792,asembleia,1,1,1
3793,lutadór,2,1,2
3794,filipina,12,1,12
3795,kritika,2,1,2
3796,manny,1,1,1
3797,duterte,5,1,5
3798,rodrigo,3,1,3
3799,ugas,1,1,1
3800,filipinu,1,1,1
3801,pacquiao,6,1,6
3802,las,1,1,1
3803,boxing,1,1,1
3804,indikasaun,1,1,1
3805,ring,2,1,2
3806,guardian,6,1,6
3807,boxista,1,1,1
3808,sintu,9,1,9
3809,vegas,1,1,1
3810,hametin,7,1,7
3811,naimori,3,1,3
3812,konselleiru,3,1,3
3813,kmanek,2,1,2
3814,bucar’,1,1,1
3815,plp,2,1,2
3816,audénsia,1,1,1
3817,bankada,3,1,3
3818,revolucionário,3,1,3
3819,haas-laran,2,1,2
3820,konkretiza,2,1,2
3821,korajen,3,1,3
3822,grau,2,1,2
3823,ics,4,1,4
3824,konstrajimentu,1,1,1
3825,enfermájen,2,1,2
3826,canosiana,1,1,1
3827,transzisaun,1,1,1
3828,parteira,2,1,2
3829,dezempeñu,2,1,2
3830,empeñu,1,1,1
3831,suspensaun,9,1,9
3832,tersa-feira,1,1,1
3833,despaxu,4,1,4
3834,reitoria,2,1,2
3835,na,2,1,2
3836,realidade,8,1,8
3837,tahan,4,1,4
3838,habai-an,2,1,2
3839,madrid,4,1,4
3840,habosok,1,1,1
3841,loro-manas,3,1,3
3842,isin-fulun,1,1,1
3843,ikan-maran,1,1,1
3844,ac,3,1,3
3845,habai,3,1,3
3846,hamahan-an,3,1,3
3847,refujiadu,6,1,6
3848,ró-ahi,6,1,6
3849,tani,1,1,1
3850,obrigatoriamente,6,1,6
3851,kliner,1,1,1
3852,reunian,1,1,1
3853,disiplinár,1,1,1
3854,inan-faluk,1,1,1
3855,vulnerável,9,1,9
3856,feen,3,1,3
3857,catl,1,1,1
3858,autralian,1,1,1
3859,la’en,11,1,11
3860,didin,2,1,2
3861,hadak,1,1,1
3862,tilman,2,1,2
3863,verónica,4,1,4
3864,marcelino,2,1,2
3865,caritas,1,1,1
3866,lokalizadu,3,1,3
3867,kuadradu,5,1,5
3868,refetóriu,2,1,2
3869,espesífikamente,1,1,1
3870,test,9,1,9
3871,bairu-pité,12,1,12
3872,nyaman,1,1,1
3873,inácio,3,1,3
3874,avansadu,5,1,5
3875,primária,2,1,2
3876,tersiária,2,1,2
3877,swab,17,1,17
3878,lanud,1,1,1
3879,immediata,1,1,1
3880,lalika,8,1,8
3881,coliati’,1,1,1
3882,triste,11,1,11
3883,brigadeiru,4,1,4
3884,inkorpora,3,1,3
3885,coliati,2,1,2
3886,lista,17,1,17
3887,calisto,2,1,2
3888,trinitos,1,1,1
3889,mar,5,1,5
3890,justa,2,1,2
3891,haturae,1,1,1
3892,atende,8,1,8
3893,pandémia,1,1,1
3894,al,5,1,5
3895,lai,8,1,8
3896,vaga,4,1,4
3897,konkorda,8,1,8
3898,alunus,1,1,1
3899,vagas,2,1,2
3900,trauma,2,1,2
3901,hela-fatin,7,1,7
3902,mendonca,1,1,1
3903,zidane,6,1,6
3904,wilfrida,2,1,2
3905,kadeira-roda,1,1,1
3906,jiwa,1,1,1
3907,hakdasak,1,1,1
3908,penakut,1,1,1
3909,nahak,1,1,1
3910,interasaun,1,1,1
3911,adekuadu,2,1,2
3912,neutraliza,3,1,3
3913,epidemiolójika,11,1,11
3914,señór,1,1,1
3915,prevé,9,1,9
3916,delibera,2,1,2
3917,adjudikasaun,1,1,1
3918,kontratasaun,1,1,1
3919,prosedimentu,2,1,2
3920,tore,1,1,1
3921,konsesaun,1,1,1
3922,supervizaun,1,1,1
3923,finansiametu,1,1,1
3924,parteria,1,1,1
3925,bilaterál,1,1,1
3926,marítima,10,1,10
3927,dair,1,1,1
3928,migir,1,1,1
3929,australia,2,1,2
3930,aidaba,1,1,1
3931,ingles,1,1,1
3932,oberva,1,1,1
3933,upm,13,1,13
3934,retoma,2,1,2
3935,prezensiál,33,1,33
3936,reativa,14,1,14
3937,dosente,21,1,21
3938,letiva,2,1,2
3939,bee-dalan,2,1,2
3940,haemnanu,2,1,2
3941,pásabe,6,1,6
3942,work’,1,1,1
3943,kendari,1,1,1
3944,hakfodak,2,1,2
3945,sumatera,1,1,1
3946,panyabungan,2,1,2
3947,provínsia,10,1,10
3948,norte,10,1,10
3949,bone,2,1,2
3950,inewssumtu,1,1,1
3951,natal,1,1,1
3952,haming,1,1,1
3953,gorontalo,2,1,2
3954,sman,2,1,2
3955,telisik,1,1,1
3956,derepente,9,1,9
3957,bolango,2,1,2
3958,id,4,1,4
3959,nurak,3,1,3
3960,minoridade,6,1,6
3961,madina,1,1,1
3962,buka-tuir,3,1,3
3963,pou,1,1,1
3964,lokal,2,1,2
3965,baruk,2,1,2
3966,suspende,14,1,14
3967,mandailing,1,1,1
3968,leman’,2,1,2
3969,riak,7,1,7
3970,hakmatek,7,1,7
3971,leman,5,1,5
3972,estreitamente,1,1,1
3973,komersiál,8,1,8
3974,demokratika,1,1,1
3975,despedida,4,1,4
3976,reprezentasaun,2,1,2
3977,services,1,1,1
3978,enseramentu,4,1,4
3979,intensivu,2,1,2
3980,juñu,90,1,90
3981,cplp,9,1,9
3982,governa,1,1,1
3983,taliban,5,1,5
3984,baqi,1,1,1
3985,musulmanu,1,1,1
3986,haketak,2,1,2
3987,abdul,1,1,1
3988,hatais,3,1,3
3989,liberdade,15,1,15
3990,afeganistaun,7,1,7
3991,kuríkulu,1,1,1
3992,sexu,18,1,18
3993,asalta,1,1,1
3994,túr-ahi,4,1,4
3995,haqqani,2,1,2
3996,embaixada,22,1,22
3997,tom,5,1,5
3998,daley,5,1,5
3999,laek,2,1,2
4000,adisionál,10,1,10
4001,amigu,6,1,6
4002,enkoraje,1,1,1
4003,usaid,7,1,7
4004,auto-determinasaun,1,1,1
4005,demokrátika,5,1,5
4006,kondekorasaun,1,1,1
4007,umanizmu,1,1,1
4008,lisboa,1,1,1
4009,onoráriu,1,1,1
4010,espresaun,1,1,1
4011,rekoñesimentu,4,1,4
4012,figura,2,1,2
4013,convidado-da-honra,1,1,1
4014,nian’,1,1,1
4015,belun,2,1,2
4016,manifesta,3,1,3
4017,sampaio,15,1,15
4018,kolár,1,1,1
4019,títulu,3,1,3
4020,grande,1,1,1
4021,portugeza,2,1,2
4022,fó-moris,1,1,1
4023,obrigatória,1,1,1
4024,sintomátiku,8,1,8
4025,premier,3,1,3
4026,javier,1,1,1
4027,manchester,13,1,13
4028,chelsea,1,1,1
4029,score,11,1,11
4030,league,3,1,3
4031,jogadór,24,1,24
4032,jesse,1,1,1
4033,bruno,1,1,1
4034,europa,12,1,12
4035,manquillo,1,1,1
4036,newscastle,1,1,1
4037,old,1,1,1
4038,cristiano,4,1,4
4039,nasionalidade,3,1,3
4040,klubu,14,1,14
4041,lingard,1,1,1
4042,newcastle,1,1,1
4043,golu,11,1,11
4044,trafford,1,1,1
4045,futeból,15,1,15
4046,united,10,1,10
4047,ronaldo,5,1,5
4048,ár,3,1,3
4049,similár,1,1,1
4050,karega,5,1,5
4051,techradar,1,1,1
4052,dispozitivu,4,1,4
4053,sinál,3,1,3
4054,telemóvel,8,1,8
4055,watt,1,1,1
4056,station,1,1,1
4057,chat,1,1,1
4058,space,6,1,6
4059,sertifika,3,1,3
4060,péritu,3,1,3
4061,karegamentu,6,1,6
4062,xiaomi,1,1,1
4063,weibo,1,1,1
4064,afirmasaun,3,1,3
4065,espasiál,1,1,1
4066,com,4,1,4
4067,deskrisaun,1,1,1
4068,xína,7,1,7
4069,digital,1,1,1
4070,motorola,4,1,4
4071,bateria,3,1,3
4072,charging,6,1,6
4073,kumulativu,4,1,4
4074,brigadista,2,1,2
4075,angelo,2,1,2
4076,fó-sai,7,1,7
4077,konkorente,1,1,1
4078,publikasaun,2,1,2
4079,corte-reál,2,1,2
4080,asistente,4,1,4
4081,mikrofone,1,1,1
4082,podcast,1,1,1
4083,kamera,1,1,1
4084,kombinasaun,1,1,1
4085,ray-ban,1,1,1
4086,view,2,1,2
4087,kámera,2,1,2
4088,utilizadór,3,1,3
4089,irlándia,1,1,1
4090,ponto-de-vista,1,1,1
4091,artificial,1,1,1
4092,ókulu,5,1,5
4093,konektadu,1,1,1
4094,intelijente,4,1,4
4095,speaker,1,1,1
4096,perkash,1,1,1
4097,mp,8,1,8
4098,intelligence,1,1,1
4099,inglatera,6,1,6
4100,monisha,1,1,1
4101,capture,1,1,1
4102,stories,1,1,1
4103,konseitu,4,1,4
4104,button,1,1,1
4105,sobabere,1,1,1
4106,deha,4,1,4
4107,aprosimasaun,1,1,1
4108,époka,4,1,4
4109,kultivasaun,1,1,1
4110,kultivu,1,1,1
4111,milísia,3,1,3
4112,traidór,1,1,1
4113,oh,3,1,3
4114,reklama,4,1,4
4115,nonook,2,1,2
4116,lisan,1,1,1
4117,inventa,1,1,1
4118,zona,1,1,1
4119,fernando,2,1,2
4120,kontibui,1,1,1
4121,rezisténsia,7,1,7
4122,sampai,1,1,1
4123,eiz-prezidente,2,1,2
4124,espresa,2,1,2
4125,pasta,2,1,2
4126,abranjente,1,1,1
4127,abordajen,1,1,1
4128,batugadé,3,1,3
4129,adopa,1,1,1
4130,prontidaun,2,1,2
4131,metin,5,1,5
4132,duradoura,1,1,1
4133,rabat,3,1,3
4134,pelu-menus,2,1,2
4135,relijiozu,3,1,3
4136,malu’,1,1,1
4137,indikadór,1,1,1
4138,influénsia,4,1,4
4139,alarma,1,1,1
4140,feliz,2,1,2
4141,likidoe,1,1,1
4142,laulara,1,1,1
4143,mínima,1,1,1
4144,imediata,2,1,2
4145,auto,2,1,2
4146,remexiu,1,1,1
4147,nini,1,1,1
4148,liutan,1,1,1
4149,re-submete,1,1,1
4150,redasaun,1,1,1
4151,rezidente,3,1,3
4152,dinamizadór,1,1,1
4153,esportasaun,1,1,1
4154,komersiu,1,1,1
4155,rezidensiál,1,1,1
4156,baía,3,1,3
4157,polu,1,1,1
4158,rekreativu,1,1,1
4159,fo,3,1,3
4160,konseituál,1,1,1
4161,re-dezenvolvimentu,3,1,3
4162,fronese,1,1,1
4163,analiza,8,1,8
4164,estratéjika,1,1,1
4165,públiku-privada,1,1,1
4166,doméstiku,1,1,1
4167,deliberasaun,1,1,1
4168,kontrasaun,1,1,1
