Source, Target,Type,Weight
marítima, komponente,Directed,1
komponente, navál,Directed,1
navál, f-fdtl,Directed,1
f-fdtl, bombeiru,Directed,1
bombeiru, no,Directed,1
no, komunidade,Directed,1
komunidade, balu,Directed,1
balu, hodi,Directed,1
hodi, buka,Directed,1
buka, tuir,Directed,1
tuir, pasajeiru,Directed,1
pasajeiru, na’in,Directed,1
na’in, ne’ebé,Directed,1
ne’ebé, lakon,Directed,1
lakon, hafoin,Directed,1
hafoin, ró,Directed,1
ró, mout,Directed,1
mout, iha,Directed,1
iha, tasi-klaran,Directed,1
tasi-klaran, iha,Directed,1
iha, sábadu,Directed,1
sábadu, ne’e,Directed,1
ne’e, operasaun,Directed,1
operasaun, hamutuk,Directed,1
hamutuk, hodi,Directed,1
hodi, buka,Directed,1
buka, tuir,Directed,1
tuir, ró,Directed,1
ró, mout,Directed,1
mout, ne’e,Directed,1
ne’e, hala’o,Directed,1
hala’o, kedas,Directed,1
kedas, depois,Directed,1
depois, de,Directed,1
de, rona,Directed,1
rona, informasaun,Directed,1
informasaun, katak,Directed,1
katak, iha,Directed,1
iha, ró,Directed,1
ró, balu,Directed,1
balu, mout,Directed,1
mout, tanba,Directed,1
tanba, ne’e,Directed,1
ne’e, mak,Directed,1
mak, ró,Directed,1
ró, lucitania,Directed,1
lucitania, ho,Directed,1
ho, ró,Directed,1
ró, kayrala,Directed,1
kayrala, ho,Directed,1
ho, ekipa,Directed,1
ekipa, buska,Directed,1
buska, seluk,Directed,1
seluk, hamutuk,Directed,1
hamutuk, ho,Directed,1
ho, komunidade,Directed,1
komunidade, buka,Directed,1
buka, tuir,Directed,1
tuir, pasajeiru,Directed,1
pasajeiru, na’in,Directed,1
na’in, ne’e,Directed,1
ne’e, dehan,Directed,1
dehan, ministru,Directed,1
ministru, armindo,Directed,1
armindo, iha,Directed,1
iha, entrevista,Directed,1
entrevista, ohin,Directed,1
ohin, aléin,Directed,1
aléin, hosi,Directed,1
hosi, ekipa,Directed,1
ekipa, hirak,Directed,1
hirak, ne’e,Directed,1
ne’e, elikópteru,Directed,1
elikópteru, ne’ebé,Directed,1
ne’ebé, fornesidu,Directed,1
fornesidu, liuhosi,Directed,1
liuhosi, parseria,Directed,1
parseria, entre,Directed,1
entre, timor-leste,Directed,1
timor-leste, ho,Directed,1
ho, austrália,Directed,1
austrália, no,Directed,1
no, kompañia,Directed,1
kompañia, santos,Directed,1
santos, iha,Directed,1
iha, timor-leste,Directed,1
timor-leste, mós,Directed,1
mós, envolve,Directed,1
envolve, iha,Directed,1
iha, ekipa,Directed,1
ekipa, hodi,Directed,1
hodi, semo,Directed,1
semo, no,Directed,1
no, buka,Directed,1
buka, tuir,Directed,1
tuir, ró,Directed,1
ró, ne’ebé,Directed,1
ne’ebé, mout,Directed,1
mout, iha,Directed,1
iha, área,Directed,1
área, tasi,Directed,1
tasi, entre,Directed,1
entre, dili,Directed,1
dili, no,Directed,1
no, ataúru,Directed,1
ataúru, dili,Directed,1
dili, maiu,Directed,1
maiu, prosesu,Directed,1
prosesu, rekonstrusaun,Directed,1
rekonstrusaun, estrada,Directed,1
estrada, iha,Directed,1
iha, embaixada,Directed,1
embaixada, japaun,Directed,1
japaun, nia,Directed,1
nia, oin,Directed,1
oin, daudauk,Directed,1
daudauk, ne’e,Directed,1
ne’e, nahe,Directed,1
nahe, ona,Directed,1
ona, hampar,Directed,1
hampar, asphalting,Directed,1
asphalting, no,Directed,1
no, atinje,Directed,1
atinje, ona,Directed,1
ona, pursentu,Directed,1
pursentu, nune’e,Directed,1
nune’e, falta,Directed,1
falta, pursentu,Directed,1
pursentu, atu,Directed,1
atu, remata,Directed,1
remata, tuir,Directed,1
tuir, informasaun,Directed,1
informasaun, ne’ebé,Directed,1
ne’ebé, ofisialmente,Directed,1
ofisialmente, divulga,Directed,1
divulga, hosi,Directed,1
hosi, parte,Directed,1
parte, governu,Directed,1
governu, projetu,Directed,1
projetu, rekonstrusaun,Directed,1
rekonstrusaun, estrada,Directed,1
estrada, protokolu,Directed,1
protokolu, refere,Directed,1
refere, hala’o,Directed,1
hala’o, ho,Directed,1
ho, emerjénsia,Directed,1
emerjénsia, hosi,Directed,1
hosi, kompañia,Directed,1
kompañia, montana,Directed,1
montana, di’ak,Directed,1
di’ak, hahú,Directed,1
hahú, hosi,Directed,1
hosi, abríl,Directed,1
abríl, liubá,Directed,1
liubá, hafoin,Directed,1
hafoin, hetan,Directed,1
hetan, tiha,Directed,1
tiha, desizaun,Directed,1
desizaun, hosi,Directed,1
hosi, konsellu,Directed,1
konsellu, administrasaun,Directed,1
administrasaun, fundu,Directed,1
fundu, infraestrutura,Directed,1
infraestrutura, kafi,Directed,1
kafi, estrada,Directed,1
estrada, protokolu,Directed,1
protokolu, iha,Directed,1
iha, embaixada,Directed,1
embaixada, japaun,Directed,1
japaun, nia,Directed,1
nia, oin,Directed,1
oin, ne’e,Directed,1
ne’e, hetan,Directed,1
hetan, estragus,Directed,1
estragus, wainhira,Directed,1
wainhira, akontese,Directed,1
akontese, inundasaun,Directed,1
inundasaun, boot,Directed,1
boot, iha,Directed,1
iha, abríl,Directed,1
abríl, liubá,Directed,1
liubá, tanba,Directed,1
tanba, udan-boot,Directed,1
udan-boot, to’o,Directed,1
to’o, oras,Directed,1
oras, ne’e,Directed,1
ne’e, ministru,Directed,1
ministru, obras,Directed,1
obras, públika,Directed,1
públika, mop,Directed,1
mop, salvador,Directed,1
salvador, pires,Directed,1
pires, kontinua,Directed,1
kontinua, orienta,Directed,1
orienta, tékniku,Directed,1
tékniku, sira,Directed,1
sira, hodi,Directed,1
hodi, akompaña,Directed,1
akompaña, prosesu,Directed,1
prosesu, rekonstrusaun,Directed,1
rekonstrusaun, refere,Directed,1
refere, hodi,Directed,1
hodi, bele,Directed,1
bele, finaliza,Directed,1
finaliza, iha,Directed,1
iha, tempu,Directed,1
tempu, badak,Directed,1
badak, dili,Directed,1
dili, maiu,Directed,1
maiu, fundu,Directed,1
fundu, dezenvolvimentu,Directed,1
dezenvolvimentu, kapitál,Directed,1
kapitál, umanu,Directed,1
umanu, sigla,Directed,1
sigla, portugés,Directed,1
portugés, fdch,Directed,1
fdch, ho,Directed,1
ho, instituisaun,Directed,1
instituisaun, ensinu,Directed,1
ensinu, superiór,Directed,1
superiór, públiku,Directed,1
públiku, no,Directed,1
no, privadu,Directed,1
privadu, sira,Directed,1
sira, asina,Directed,1
asina, memorandum,Directed,1
memorandum, of,Directed,1
of, understanding,Directed,1
understanding, mou,Directed,1
mou, kona-ba,Directed,1
kona-ba, implementasaun,Directed,1
implementasaun, bolsa,Directed,1
bolsa, hakbiit,Directed,1
hakbiit, ne’ebé,Directed,1
ne’ebé, destina,Directed,1
destina, ba,Directed,1
ba, estudante,Directed,1
estudante, sira,Directed,1
sira, hosi,Directed,1
hosi, família,Directed,1
família, kbiit-laek,Directed,1
kbiit-laek, ohin,Directed,1
ohin, iha,Directed,1
iha, infordepe,Directed,1
infordepe, balide,Directed,1
balide, dili,Directed,1
dili, ministru,Directed,1
ministru, ensinu,Directed,1
ensinu, superiór,Directed,1
superiór, siénsia,Directed,1
siénsia, no,Directed,1
no, kultura,Directed,1
kultura, messk,Directed,1
messk, ne’ebé,Directed,1
ne’ebé, partisipa,Directed,1
partisipa, mós,Directed,1
mós, iha,Directed,1
iha, serimónia,Directed,1
serimónia, refere,Directed,1
refere, hateten,Directed,1
hateten, implementasaun,Directed,1
implementasaun, programa,Directed,1
programa, ida,Directed,1
ida, ne’e,Directed,1
ne’e, hanesan,Directed,1
hanesan, inisiativa,Directed,1
inisiativa, foun,Directed,1
foun, ida,Directed,1
ida, hosi,Directed,1
hosi, polítika,Directed,1
polítika, viii,Directed,1
viii, governu,Directed,1
governu, nian,Directed,1
nian, ho,Directed,1
ho, objetivu,Directed,1
objetivu, atu,Directed,1
atu, apoia,Directed,1
apoia, estudante,Directed,1
estudante, sira,Directed,1
sira, hosi,Directed,1
hosi, família,Directed,1
família, kbiit-laek,Directed,1
kbiit-laek, ne’ebé,Directed,1
ne’ebé, iha,Directed,1
iha, kapasidade,Directed,1
kapasidade, intelektuál,Directed,1
intelektuál, maibé,Directed,1
maibé, sira-nia,Directed,1
sira-nia, família,Directed,1
família, laiha,Directed,1
laiha, kapasidade,Directed,1
kapasidade, finanseira,Directed,1
finanseira, atu,Directed,1
atu, suporta,Directed,1
suporta, sira,Directed,1
sira, hodi,Directed,1
hodi, kontinua,Directed,1
kontinua, sira-nia,Directed,1
sira-nia, estudu,Directed,1
estudu, iha,Directed,1
iha, nível,Directed,1
nível, ensinu,Directed,1
ensinu, superiór,Directed,1
superiór, enkuantu,Directed,1
enkuantu, mou,Directed,1
mou, ne’e,Directed,1
ne’e, asina,Directed,1
asina, direita,Directed,1
direita, hosi,Directed,1
hosi, diretora,Directed,1
diretora, ezekutiva,Directed,1
ezekutiva, fdch,Directed,1
fdch, leila,Directed,1
leila, cárceres,Directed,1
cárceres, dos,Directed,1
dos, santos,Directed,1
santos, ho,Directed,1
ho, reitór,Directed,1
reitór, ensinu,Directed,1
ensinu, superiór,Directed,1
superiór, sira,Directed,1
sira, akreditadu,Directed,1
akreditadu, públiku,Directed,1
públiku, no,Directed,1
no, privadu,Directed,1
privadu, sira,Directed,1
sira, dili,Directed,1
dili, agostu,Directed,1
agostu, komunidade,Directed,1
komunidade, iha,Directed,1
iha, aldeia,Directed,1
aldeia, moris-foun,Directed,1
moris-foun, suku,Directed,1
suku, komoro,Directed,1
komoro, munisípiu,Directed,1
munisípiu, dili,Directed,1
dili, husu,Directed,1
husu, ba,Directed,1
ba, governu,Directed,1
governu, liuliu,Directed,1
liuliu, ba,Directed,1
ba, diresaun,Directed,1
diresaun, nasionál,Directed,1
nasionál, transporte,Directed,1
transporte, terestre,Directed,1
terestre, dntt,Directed,1
dntt, atu,Directed,1
atu, muda,Directed,1
muda, mikrolete,Directed,1
mikrolete, ho,Directed,1
ho, númeru,Directed,1
númeru, nia,Directed,1
nia, route,Directed,1
route, to’o,Directed,1
to’o, iha,Directed,1
iha, ponte,Directed,1
ponte, komoro,Directed,1
komoro, iii,Directed,1
iii, nia,Directed,1
nia, sorin,Directed,1
sorin, ba,Directed,1
ba, edifísiu,Directed,1
edifísiu, bombeiru,Directed,1
bombeiru, nian,Directed,1
nian, ka,Directed,1
ka, aumenta,Directed,1
aumenta, mikrolete,Directed,1
mikrolete, hodi,Directed,1
hodi, fasilita,Directed,1
fasilita, sira,Directed,1
sira, ha’u,Directed,1
ha’u, atu,Directed,1
atu, husu,Directed,1
husu, ba,Directed,1
ba, governu,Directed,1
governu, sé,Directed,1
sé, bele,Directed,1
bele, karik,Directed,1
karik, mikrolete,Directed,1
mikrolete, ne’ebá,Directed,1
ne’ebá, ne’e,Directed,1
ne’e, bele,Directed,1
bele, la’o,Directed,1
la’o, mai,Directed,1
mai, to’o,Directed,1
to’o, iha,Directed,1
iha, bombeiru,Directed,1
bombeiru, edifísiu,Directed,1
edifísiu, bombeiru,Directed,1
bombeiru, iha,Directed,1
iha, moris-foun,Directed,1
moris-foun, ne’e,Directed,1
ne’e, bele,Directed,1
bele, ka,Directed,1
ka, lae,Directed,1
lae, ami,Directed,1
ami, husu,Directed,1
husu, ba,Directed,1
ba, governu,Directed,1
governu, populasaun,Directed,1
populasaun, maioria,Directed,1
maioria, iha,Directed,1
iha, ponte,Directed,1
ponte, komoro,Directed,1
komoro, iii,Directed,1
iii, ninian,Directed,1
ninian, ne’e,Directed,1
ne’e, barak,Directed,1
barak, liu,Directed,1
liu, iha,Directed,1
iha, ne’e,Directed,1
ne’e, maioria,Directed,1
maioria, la’o,Directed,1
la’o, ain,Directed,1
ain, to’o,Directed,1
to’o, iha,Directed,1
iha, fomentu,Directed,1
fomentu, mak,Directed,1
mak, sa’e,Directed,1
sa’e, bemo,Directed,1
bemo, mikrolete,Directed,1
mikrolete, ka,Directed,1
ka, ami,Directed,1
ami, husu,Directed,1
husu, ba,Directed,1
ba, governu,Directed,1
governu, sé,Directed,1
sé, bele,Directed,1
bele, karik,Directed,1
karik, aumenta,Directed,1
aumenta, tán,Directed,1
tán, bemo,Directed,1
bemo, mikrolete,Directed,1
mikrolete, de’it,Directed,1
de’it, bele,Directed,1
bele, ka,Directed,1
ka, lae,Directed,1
lae, amalia,Directed,1
amalia, de,Directed,1
de, jesus,Directed,1
jesus, belo,Directed,1
belo, nu’udar,Directed,1
nu’udar, komunidade,Directed,1
komunidade, ida,Directed,1
ida, ne’ebé,Directed,1
ne’ebé, hela,Directed,1
hela, iha,Directed,1
iha, aldeia,Directed,1
aldeia, moris-foun,Directed,1
moris-foun, hato’o,Directed,1
hato’o, nia,Directed,1
nia, ezijénsia,Directed,1
ezijénsia, ne’e,Directed,1
ne’e, ba,Directed,1
ba, jornalista,Directed,1
jornalista, timor,Directed,1
timor, news,Directed,1
news, iha,Directed,1
iha, kinta,Directed,1
kinta, liubá,Directed,1
liubá, iha,Directed,1
iha, loron,Directed,1
loron, hanesan,Directed,1
hanesan, estudante,Directed,1
estudante, manuel,Directed,1
manuel, da,Directed,1
da, silva,Directed,1
silva, ne’ebé,Directed,1
ne’ebé, hela,Directed,1
hela, mós,Directed,1
mós, iha,Directed,1
iha, aldeia,Directed,1
aldeia, refere,Directed,1
refere, hato’o,Directed,1
hato’o, preokupasaun,Directed,1
preokupasaun, ne’ebé,Directed,1
ne’ebé, hanesan,Directed,1
hanesan, mós,Directed,1
mós, no,Directed,1
no, nia,Directed,1
nia, husu,Directed,1
husu, ba,Directed,1
ba, governu,Directed,1
governu, atu,Directed,1
atu, fó,Directed,1
fó, solusaun,Directed,1
solusaun, kona-ba,Directed,1
kona-ba, mikrolete,Directed,1
mikrolete, nia,Directed,1
nia, route,Directed,1
route, hodi,Directed,1
hodi, fasilita,Directed,1
fasilita, komunidade,Directed,1
komunidade, no,Directed,1
no, estudante,Directed,1
estudante, sira,Directed,1
sira, iha,Directed,1
iha, aldeia,Directed,1
aldeia, refere,Directed,1
refere, hafoin,Directed,1
hafoin, jornalista,Directed,1
jornalista, timor,Directed,1
timor, news,Directed,1
news, konfirma,Directed,1
konfirma, fali,Directed,1
fali, ho,Directed,1
ho, parte,Directed,1
parte, diresaun,Directed,1
diresaun, nasionál,Directed,1
nasionál, transporte,Directed,1
transporte, terestre,Directed,1
terestre, dntt,Directed,1
dntt, ohin,Directed,1
ohin, hetan,Directed,1
hetan, duni,Directed,1
duni, resposta,Directed,1
resposta, hosi,Directed,1
hosi, diretór,Directed,1
diretór, dntt,Directed,1
dntt, natalino,Directed,1
natalino, do,Directed,1
do, rosário,Directed,1
rosário, ne’ebé,Directed,1
ne’ebé, hateten,Directed,1
hateten, katak,Directed,1
katak, dntt,Directed,1
dntt, prepara,Directed,1
prepara, hela,Directed,1
hela, atu,Directed,1
atu, aumenta,Directed,1
aumenta, tán,Directed,1
tán, mikrolete,Directed,1
mikrolete, ho,Directed,1
ho, númeru,Directed,1
númeru, iha,Directed,1
iha, tempu,Directed,1
tempu, badak,Directed,1
badak, no,Directed,1
no, dntt,Directed,1
dntt, mós,Directed,1
mós, prepara,Directed,1
prepara, tiha,Directed,1
tiha, ona,Directed,1
ona, mikrolete,Directed,1
mikrolete, nia,Directed,1
nia, route,Directed,1
route, ne’ebé,Directed,1
ne’ebé, sei,Directed,1
sei, kobre,Directed,1
kobre, mós,Directed,1
mós, to’o,Directed,1
to’o, iha,Directed,1
iha, moris-foun,Directed,1
moris-foun, ponte,Directed,1
ponte, komoro,Directed,1
komoro, iii,Directed,1
iii, nia,Directed,1
nia, sorin,Directed,1
sorin, agora,Directed,1
agora, daudauk,Directed,1
daudauk, ita-nia,Directed,1
ita-nia, maluk,Directed,1
maluk, mikrolete,Directed,1
mikrolete, nia,Directed,1
nia, na’in,Directed,1
na’in, sira,Directed,1
sira, ne’ebé,Directed,1
ne’ebé, mak,Directed,1
mak, hato’o,Directed,1
hato’o, ona,Directed,1
ona, pedidu,Directed,1
pedidu, balu,Directed,1
balu, direitamente,Directed,1
direitamente, mai,Directed,1
mai, iha,Directed,1
iha, dntt,Directed,1
dntt, balu,Directed,1
balu, liuhosi,Directed,1
liuhosi, ministériu,Directed,1
ministériu, ne’ebá,Directed,1
ne’ebá, no,Directed,1
no, pedidu,Directed,1
pedidu, atu,Directed,1
atu, aumenta,Directed,1
aumenta, mikrolete,Directed,1
mikrolete, iha,Directed,1
iha, dili,Directed,1
dili, ne’ebé,Directed,1
ne’ebé, mak,Directed,1
mak, dntt,Directed,1
dntt, simu,Directed,1
simu, hamutuk,Directed,1
hamutuk, ka,Directed,1
ka, hanesan,Directed,1
hanesan, ne’e,Directed,1
ne’e, tanba,Directed,1
tanba, ne’e,Directed,1
ne’e, mak,Directed,1
mak, dntt,Directed,1
dntt, halo,Directed,1
halo, ona,Directed,1
ona, survey,Directed,1
survey, ba,Directed,1
ba, iha,Directed,1
iha, ponte,Directed,1
ponte, foun,Directed,1
foun, ponte,Directed,1
ponte, komoro,Directed,1
komoro, iii,Directed,1
iii, ninian,Directed,1
ninian, tuir,Directed,1
tuir, planu,Directed,1
planu, ne’e,Directed,1
ne’e, atu,Directed,1
atu, tau,Directed,1
tau, mikrolete,Directed,1
mikrolete, tanba,Directed,1
tanba, ne’e,Directed,1
ne’e, route,Directed,1
route, ne’e,Directed,1
ne’e, ami,Directed,1
ami, halo,Directed,1
halo, survey,Directed,1
survey, hotu,Directed,1
hotu, ona,Directed,1
ona, maibé,Directed,1
maibé, pedidu,Directed,1
pedidu, hosi,Directed,1
hosi, mikrolete,Directed,1
mikrolete, nia,Directed,1
nia, na’in,Directed,1
na’in, sira,Directed,1
sira, atu,Directed,1
atu, halo,Directed,1
halo, operasaun,Directed,1
operasaun, ba,Directed,1
ba, ne’ebé,Directed,1
ne’ebé, tama,Directed,1
tama, mai,Directed,1
mai, ne’e,Directed,1
ne’e, iha,Directed,1
iha, resin,Directed,1
resin, kedas,Directed,1
kedas, tanba,Directed,1
tanba, ne’e,Directed,1
ne’e, agora,Directed,1
agora, daudauk,Directed,1
daudauk, ami,Directed,1
ami, estuda,Directed,1
estuda, hela,Directed,1
hela, maibé,Directed,1
maibé, lalais,Directed,1
lalais, iha,Directed,1
iha, fulan,Directed,1
fulan, ida,Directed,1
ida, ne’e,Directed,1
ne’e, nia,Directed,1
nia, laran,Directed,1
laran, bele,Directed,1
bele, realiza,Directed,1
realiza, ona,Directed,1
ona, dehan,Directed,1
dehan, diretór,Directed,1
diretór, dntt,Directed,1
dntt, ohin,Directed,1
ohin, iha,Directed,1
iha, nia,Directed,1
nia, knaar-fatin,Directed,1
knaar-fatin, dili,Directed,1
dili, baukau,Directed,1
baukau, jullu,Directed,1
jullu, falintil,Directed,1
falintil, forsa,Directed,1
forsa, defeza,Directed,1
defeza, timor-leste,Directed,1
timor-leste, f-fdtl,Directed,1
f-fdtl, hamutuk,Directed,1
hamutuk, ho,Directed,1
ho, forsa,Directed,1
forsa, estadus,Directed,1
estadus, unidus,Directed,1
unidus, amérika,Directed,1
amérika, eua,Directed,1
eua, iha,Directed,1
iha, segunda,Directed,1
segunda, ne’e,Directed,1
ne’e, hala’o,Directed,1
hala’o, ezersísiu,Directed,1
ezersísiu, dalan,Directed,1
dalan, ba,Directed,1
ba, dame’,Directed,1
dame’, iha,Directed,1
iha, komponente,Directed,1
komponente, terestre,Directed,1
terestre, baukau,Directed,1
baukau, ezersísiu,Directed,1
ezersísiu, ida,Directed,1
ida, ne’e,Directed,1
ne’e, importante,Directed,1
importante, tebes,Directed,1
tebes, atu,Directed,1
atu, nune’e,Directed,1
nune’e, ita-nia,Directed,1
ita-nia, forsa,Directed,1
forsa, f-fdtl,Directed,1
f-fdtl, bele,Directed,1
bele, manán,Directed,1
manán, esperiénsia,Directed,1
esperiénsia, hosi,Directed,1
hosi, país,Directed,1
país, boot,Directed,1
boot, sira,Directed,1
sira, ezersísiu,Directed,1
ezersísiu, ne’e,Directed,1
ne’e, foka,Directed,1
foka, liu,Directed,1
liu, iha,Directed,1
iha, área,Directed,1
área, téknika,Directed,1
téknika, operasaun,Directed,1
operasaun, nian,Directed,1
nian, oinsá,Directed,1
oinsá, atu,Directed,1
atu, halo,Directed,1
halo, ofensiva,Directed,1
ofensiva, no,Directed,1
no, defensiva,Directed,1
defensiva, no,Directed,1
no, ita-nia,Directed,1
ita-nia, forsa,Directed,1
forsa, rasik,Directed,1
rasik, sei,Directed,1
sei, aprende,Directed,1
aprende, hosi,Directed,1
hosi, estadus,Directed,1
estadus, unidus,Directed,1
unidus, amerika,Directed,1
amerika, eua,Directed,1
eua, sira,Directed,1
sira, mós,Directed,1
mós, sei,Directed,1
sei, aprende,Directed,1
aprende, hosi,Directed,1
hosi, f-fdtl,Directed,1
f-fdtl, nia,Directed,1
nia, esperiénsia,Directed,1
esperiénsia, oinsá,Directed,1
oinsá, mak,Directed,1
mak, defeza,Directed,1
defeza, no,Directed,1
no, atake,Directed,1
atake, ezersísiu,Directed,1
ezersísiu, ida,Directed,1
ida, ne’e,Directed,1
ne’e, foin,Directed,1
foin, mak,Directed,1
mak, primeira-véz,Directed,1
primeira-véz, hala’o,Directed,1
hala’o, iha,Directed,1
iha, timor-leste,Directed,1
timor-leste, dehan,Directed,1
dehan, xefe,Directed,1
xefe, estadu,Directed,1
estadu, maiór,Directed,1
maiór, f-fdtl,Directed,1
f-fdtl, brigadeiru,Directed,1
brigadeiru, jenerál,Directed,1
jenerál, calisto,Directed,1
calisto, santos,Directed,1
santos, coliati,Directed,1
coliati, iha,Directed,1
iha, nia,Directed,1
nia, diskursu,Directed,1
diskursu, wainhira,Directed,1
wainhira, halo,Directed,1
halo, abertura,Directed,1
abertura, ba,Directed,1
ba, ezersísiu,Directed,1
ezersísiu, refere,Directed,1
refere, liuhosi,Directed,1
liuhosi, ezersísiu,Directed,1
ezersísiu, ne’e,Directed,1
ne’e, treina,Directed,1
treina, mós,Directed,1
mós, militár,Directed,1
militár, sira,Directed,1
sira, kona-ba,Directed,1
kona-ba, oinsá,Directed,1
oinsá, halo,Directed,1
halo, navegasaun,Directed,1
navegasaun, uza,Directed,1
uza, mapa,Directed,1
mapa, ba,Directed,1
ba, operasaun,Directed,1
operasaun, iha,Directed,1
iha, terenu,Directed,1
terenu, iha,Directed,1
iha, área,Directed,1
área, saúde,Directed,1
saúde, treina,Directed,1
treina, militár,Directed,1
militár, kona-ba,Directed,1
kona-ba, sukoru,Directed,1
sukoru, dahuluk,Directed,1
dahuluk, iha,Directed,1
iha, área,Directed,1
área, kombate,Directed,1
kombate, wainhira,Directed,1
wainhira, iha,Directed,1
iha, funu,Directed,1
funu, laran,Directed,1
laran, no,Directed,1
no, oinsá,Directed,1
oinsá, mak,Directed,1
mak, militár,Directed,1
militár, sira,Directed,1
sira, bele,Directed,1
bele, fó,Directed,1
fó, apoiu,Directed,1
apoiu, ba,Directed,1
ba, militár,Directed,1
militár, ne’ebé,Directed,1
ne’ebé, hetan,Directed,1
hetan, kanek,Directed,1
kanek, iha,Directed,1
iha, situasaun,Directed,1
situasaun, kombate,Directed,1
kombate, nia,Directed,1
nia, laran,Directed,1
laran, dili,Directed,1
dili, maiu,Directed,1
maiu, sentru,Directed,1
sentru, integradu,Directed,1
integradu, jestaun,Directed,1
jestaun, krize,Directed,1
krize, sijk,Directed,1
sijk, relata,Directed,1
relata, ohin,Directed,1
ohin, liuhosi,Directed,1
liuhosi, komunikadu,Directed,1
komunikadu, imprensa,Directed,1
imprensa, katak,Directed,1
katak, pasiente,Directed,1
pasiente, covid,Directed,1
covid, rekuperadu,Directed,1
rekuperadu, foun,Directed,1
foun, hamutuk,Directed,1
hamutuk, na’in,Directed,1
na’in, no,Directed,1
no, pozitivu,Directed,1
pozitivu, infetadu,Directed,1
infetadu, foun,Directed,1
foun, hamutuk,Directed,1
hamutuk, na’in,Directed,1
na’in, kazu,Directed,1
kazu, infetadu,Directed,1
infetadu, foun,Directed,1
foun, ne’e,Directed,1
ne’e, kompostu,Directed,1
kompostu, hosi,Directed,1
hosi, feto,Directed,1
feto, na’in,Directed,1
na’in, mane,Directed,1
mane, na’in,Directed,1
na’in, no,Directed,1
no, na’in,Directed,1
na’in, mak,Directed,1
mak, deteta,Directed,1
deteta, iha,Directed,1
iha, díli,Directed,1
díli, enkuantu,Directed,1
enkuantu, na’in,Directed,1
na’in, deteta,Directed,1
deteta, iha,Directed,1
iha, munisípiu,Directed,1
munisípiu, seluk,Directed,1
seluk, hosi,Directed,1
hosi, totál,Directed,1
totál, kazu,Directed,1
kazu, detetadu,Directed,1
detetadu, foun,Directed,1
foun, ohin,Directed,1
ohin, proporsaun,Directed,1
proporsaun, kazu,Directed,1
kazu, sintomátiku,Directed,1
sintomátiku, hamutuk,Directed,1
hamutuk, sijk,Directed,1
sijk, relata,Directed,1
relata, iha,Directed,1
iha, komunikadu,Directed,1
komunikadu, imprensa,Directed,1
imprensa, ne’e,Directed,1
ne’e, to’o,Directed,1
to’o, oras,Directed,1
oras, ne’e,Directed,1
ne’e, pasiente,Directed,1
pasiente, covid,Directed,1
covid, ne’ebé,Directed,1
ne’ebé, baixa,Directed,1
baixa, hela,Directed,1
hela, iha,Directed,1
iha, timor-leste,Directed,1
timor-leste, hamutuk,Directed,1
hamutuk, na’in,Directed,1
na’in, dili,Directed,1
dili, maiu,Directed,1
maiu, ministru,Directed,1
ministru, obras,Directed,1
obras, públika,Directed,1
públika, mop,Directed,1
mop, salvador,Directed,1
salvador, dos,Directed,1
dos, reis,Directed,1
reis, pires,Directed,1
pires, informa,Directed,1
informa, katak,Directed,1
katak, oras,Directed,1
oras, ne’e,Directed,1
ne’e, parte,Directed,1
parte, ministériu,Directed,1
ministériu, prepara,Directed,1
prepara, hela,Directed,1
hela, termu,Directed,1
termu, referénsia,Directed,1
referénsia, sigla,Directed,1
sigla, inglés,Directed,1
inglés, tor,Directed,1
tor, ba,Directed,1
ba, ponte,Directed,1
ponte, bekusi,Directed,1
bekusi, ne’ebé,Directed,1
ne’ebé, atu,Directed,1
atu, sobu,Directed,1
sobu, ka,Directed,1
ka, halo,Directed,1
halo, demolisaun,Directed,1
demolisaun, hodi,Directed,1
hodi, harii,Directed,1
harii, fali,Directed,1
fali, ponte,Directed,1
ponte, foun,Directed,1
foun, no,Directed,1
no, ajénsia,Directed,1
ajénsia, dezenvolvimentu,Directed,1
dezenvolvimentu, nasionál,Directed,1
nasionál, adn,Directed,1
adn, halo,Directed,1
halo, hela,Directed,1
hela, verifikasaun,Directed,1
verifikasaun, ba,Directed,1
ba, tor,Directed,1
tor, refere,Directed,1
refere, tor,Directed,1
tor, ne’e,Directed,1
ne’e, iha,Directed,1
iha, ona,Directed,1
ona, adn,Directed,1
adn, sei,Directed,1
sei, iha,Directed,1
iha, verifikasaun,Directed,1
verifikasaun, adn,Directed,1
adn, hela,Directed,1
hela, wainhira,Directed,1
wainhira, tor,Directed,1
tor, ne’e,Directed,1
ne’e, hotu,Directed,1
hotu, ona,Directed,1
ona, ita,Directed,1
ita, bele,Directed,1
bele, avansa,Directed,1
avansa, ba,Directed,1
ba, estabelese,Directed,1
estabelese, dezeñu,Directed,1
dezeñu, depois,Directed,1
depois, nia,Directed,1
nia, konstrusaun,Directed,1
konstrusaun, dehan,Directed,1
dehan, ministru,Directed,1
ministru, salvador,Directed,1
salvador, ohin,Directed,1
ohin, hafoin,Directed,1
hafoin, hasoru,Directed,1
hasoru, malu,Directed,1
malu, ho,Directed,1
ho, primeiru-ministru,Directed,1
primeiru-ministru, taur,Directed,1
taur, matan,Directed,1
matan, ruak,Directed,1
ruak, iha,Directed,1
iha, faról,Directed,1
faról, dili,Directed,1
dili, nia,Directed,1
nia, hatutan,Directed,1
