id,Label,tf,df,tdf,stopword
5251,particular,16,16,256,0
5252,participou,2,2,4,0
5253,participo,3,3,9,0
5254,participes,1,1,1,0
5255,participei,1,1,1,0
5256,participe,2,2,4,0
5257,participação,12,11,132,0
5258,participavam,1,1,1,0
5259,participassem,1,1,1,0
5260,participasse,2,2,4,0
5261,participarão,2,2,4,0
5262,participarmos,2,2,4,0
5263,participaria,1,1,1,0
5264,participarem,1,1,1,0
5265,participaram,2,2,4,0
5266,participar,36,36,1296,0
5267,participantes,8,8,64,0
5268,participante,2,2,4,0
5269,participando,2,2,4,0
5270,participamos,13,13,169,0
5271,participam,14,14,196,0
5272,participado,1,1,1,0
5273,participa,12,12,144,0
5274,partiam,3,3,9,0
5275,partia,1,1,1,0
5276,parti,5,4,20,0
5277,partes,29,27,783,0
5278,partem,1,1,1,0
5279,parteiras,1,1,1,0
5280,parte,281,270,75870,0
5281,parques,5,5,25,0
5282,parou,21,21,441,0
5283,paroquial,1,1,1,0
5284,parmenase,1,1,1,0
5285,parite,1,1,1,0
5286,paris,1,1,1,0
5287,pareçamos,1,1,1,0
5288,pareçam,3,3,9,0
5289,pareça,1,1,1,0
5290,parentesco,2,2,4,0
5291,parentes,50,50,2500,0
5292,parente,16,15,240,0
5293,parenta,1,1,1,0
5294,parem,25,22,550,0
5295,parei,1,1,1,0
5296,parecidos,5,5,25,0
5297,parecido,19,19,361,0
5298,parecidas,5,5,25,0
5299,parecida,10,10,100,0
5300,pareciam,9,9,81,0
5301,parecia,20,20,400,0
5302,parecesse,1,1,1,0
5303,parecermos,1,1,1,0
5304,parecer,21,19,399,0
5305,parecem,12,12,144,0
5306,parece,30,30,900,0
5307,pare,11,11,121,0
5308,pardais,4,3,12,0
5309,parcimoniosamente,2,1,2,0
5310,parcialmente,1,1,1,0
5311,parcialidade,7,7,49,0
5312,parcial,5,4,20,0
5313,parceria,4,4,16,0
5314,parcelas,2,2,4,0
5315,parcela,3,3,9,0
5316,parceiros,1,1,1,0
5317,paraíso,47,43,2021,0
5318,parava,2,2,4,0
5319,parassem,1,1,1,0
5320,pararmos,1,1,1,0
5321,pararam,14,14,196,0
5322,parar,23,23,529,0
5323,parapeito,5,5,25,0
5324,param,3,3,9,0
5325,paralíticos,3,3,9,0
5326,paralítico,23,19,437,0
5327,paralisia,2,2,4,0
5328,paraiso,3,3,9,0
5329,parados,8,8,64,0
5330,parado,9,9,81,0
5331,paradeiro,2,2,4,0
5332,parada,1,1,1,0
5333,parabéns,2,2,4,0
5334,para,5848,4661,27257528,1
5335,par,4,4,16,0
5336,papéis,4,4,16,0
5337,papá,2,2,4,0
5338,papel,24,24,576,0
5339,papas,1,1,1,0
5340,papaieiras,2,2,4,0
5341,papageorge,2,2,4,0
5342,papa,17,17,289,0
5343,paozinho,1,1,1,0
5344,panos,5,5,25,0
5345,pano,8,6,48,0
5346,panela,3,2,6,0
5347,pandemia,1,1,1,0
5348,pancadas,2,2,4,0
5349,pam,1,1,1,0
5350,palácios,3,3,9,0
5351,palácio,9,9,81,0
5352,palpável,1,1,1,0
5353,palmeiras,3,3,9,0
5354,palmas,1,1,1,0
5355,palha,6,4,24,0
5356,palestra,1,1,1,0
5357,palestina,9,9,81,0
5358,palco,1,1,1,0
5359,palavras,287,277,79499,0
5360,palavra,484,455,220220,0
5361,palanque,1,1,1,0
5362,paladar,2,2,4,0
5363,paixões,3,3,9,0
5364,paixão,16,16,256,0
5365,paisagens,1,1,1,0
5366,pais,185,174,32190,0
5367,pai,778,691,537598,0
5368,pagãos,7,7,49,0
5369,pagão,1,1,1,0
5370,pagã,1,1,1,0
5371,paguem,6,6,36,0
5372,pagueis,1,1,1,0
5373,pague,3,3,9,0
5374,pagou,2,2,4,0
5375,pago,14,14,196,0
5376,pagaõs,1,1,1,0
5377,pagassem,1,1,1,0
5378,pagasse,6,6,36,0
5379,pagas,1,1,1,0
5380,pagarmos,1,1,1,0
5381,pagares,2,2,4,0
5382,pagarem,1,1,1,0
5383,pagarei,3,3,9,0
5384,pagar,40,35,1400,0
5385,pagamentos,1,1,1,0
5386,pagamento,8,8,64,0
5387,pagam,2,2,4,0
5388,paga,5,5,25,0
5389,padrões,36,35,1260,0
5390,padrão,10,10,100,0
5391,padrinhos,4,4,16,0
5392,padrinho,1,1,1,0
5393,padres,17,17,289,0
5394,padre,28,23,644,0
5395,padeiros,1,1,1,0
5396,padeiro,1,1,1,0
5397,padecido,1,1,1,0
5398,padeceu,1,1,1,0
5399,padecer,2,2,4,0
5400,pacíficos,2,2,4,0
5401,pacífico,8,8,64,0
5402,pacíficas,2,2,4,0
5403,pacífica,2,2,4,0
5404,pactuante,2,1,2,0
5405,pactos,4,4,16,0
5406,pacto,55,48,2640,0
5407,paciência,70,70,4900,0
5408,pacificamente,1,1,1,0
5409,pacificadores,2,2,4,0
5410,pacientes,7,7,49,0
5411,pacientemente,1,1,1,0
5412,paciente,11,11,121,0
5413,pablo,3,3,9,0
5414,pa,1,1,1,0
5415,p,1,1,1,0
5416,oxigênio,1,1,1,0
5417,oxigénio,2,2,4,0
5418,ovos,2,2,4,0
5419,ovo,1,1,1,0
5420,ovelhinha,1,1,1,0
5421,ovelhas,84,78,6552,0
5422,ovelha,34,28,952,0
5423,ouço,4,4,16,0
5424,ouçamos,1,1,1,0
5425,ouçam,7,7,49,0
5426,ouça,14,14,196,0
5427,ouviu,39,39,1521,0
5428,ouvistes,4,3,12,0
5429,ouviste,2,2,4,0
5430,ouvissem,3,3,9,0
5431,ouvis,4,4,16,0
5432,ouvirão,7,7,49,0
5433,ouvirá,4,3,12,0
5434,ouvirmos,1,1,1,0
5435,ouvirem,12,12,144,0
5436,ouvirdes,1,1,1,0
5437,ouviram,64,64,4096,0
5438,ouvir,100,96,9600,0
5439,ouvintes,4,4,16,0
5440,ouvinte,8,7,56,0
5441,ouvindo,14,14,196,0
5442,ouvimos,48,47,2256,0
5443,ouvidos,42,41,1722,0
5444,ouvido,20,20,400,0
5445,ouvidas,2,2,4,0
5446,ouvida,1,1,1,0
5447,ouviam,14,14,196,0
5448,ouvia,8,7,56,0
5449,ouvi,30,29,870,0
5450,ouves,1,1,1,0
5451,ouvem,21,20,420,0
5452,ouve,34,33,1122,0
5453,outubro,3,3,9,0
5454,outros,960,900,864000,0
5455,outrora,2,2,4,0
5456,outro,326,301,98126,0
5457,outras,241,232,55912,0
5458,outra,199,197,39203,0
5459,out,3,3,9,0
5460,ousado,2,2,4,0
5461,ousadia,3,2,6,0
5462,ousadamente,1,1,1,0
5463,ousada,1,1,1,0
5464,ousa,1,1,1,0
5465,ouro,46,41,1886,0
5466,ou,979,864,845856,1
5467,otimista,1,1,1,0
5468,otheka,1,1,1,0
5469,otan,1,1,1,0
5470,ostitulares,1,1,1,0
5471,ostentação,6,6,36,0
5472,ostentarem,1,1,1,0
5473,ossos,10,9,90,0
5474,osso,4,4,16,0
5475,oseias,10,9,90,0
5476,ose,1,1,1,0
5477,os,5872,4380,25719360,1
5478,orçamento,4,4,16,0
5479,oráculo,2,2,4,0
5480,orvalho,32,28,896,0
5481,orquídea,1,1,1,0
5482,orquestradas,1,1,1,0
5483,orpa,2,2,4,0
5484,orou,9,9,81,0
5485,oro,7,7,49,0
5486,originou,5,5,25,0
5487,originamos,4,4,16,0
5488,originam,1,1,1,0
5489,original,12,12,144,0
5490,origina,15,13,195,0
5491,origens,2,2,4,0
5492,origem,18,16,288,0
5493,orientou,3,3,9,0
5494,oriente,8,7,56,0
5495,orientações,67,59,3953,0
5496,orientação,12,11,132,0
5497,orientava,1,1,1,0
5498,orientaria,1,1,1,0
5499,orientar,1,1,1,0
5500,oriental,1,1,1,0
5501,orientais,1,1,1,0
5502,orientados,2,2,4,0
5503,orientada,1,1,1,0
5504,orienta,7,7,49,0
5505,orgulhosos,6,6,36,0
5506,orgulhoso,11,11,121,0
5507,orgulhosas,3,3,9,0
5508,orgulhosa,3,3,9,0
5509,orgulho,53,52,2756,0
5510,orgulhe,1,1,1,0
5511,orgulhasse,1,1,1,0
5512,orgulharmos,1,1,1,0
5513,orgulharemos,1,1,1,0
5514,orgulharem,1,1,1,0
5515,orgulhar,5,5,25,0
5516,orgulhamos,3,3,9,0
5517,orgulham,3,3,9,0
5518,organizou,4,4,16,0
5519,organização,61,59,3599,0
5520,organizar,7,7,49,0
5521,organizando,1,1,1,0
5522,organizamos,1,1,1,0
5523,organizam,2,2,4,0
5524,organizados,11,10,110,0
5525,organizado,16,15,240,0
5526,organizadas,1,1,1,0
5527,organizada,5,5,25,0
5528,organizacionais,1,1,1,0
5529,organiza,4,4,16,0
5530,org,1,1,1,0
5531,orfão,1,1,1,0
5532,oremos,1,1,1,0
5533,orem,11,11,121,0
5534,orelha,5,3,15,0
5535,oreino,1,1,1,0
5536,orei,5,5,25,0
5537,ore,18,18,324,0
5538,ordinárias,1,1,1,0
5539,ordens,29,28,812,0
5540,ordenou,26,26,676,0
5541,ordeno,2,2,4,0
5542,ordenes,1,1,1,0
5543,ordenei,6,6,36,0
5544,ordenação,1,1,1,0
5545,ordenava,2,2,4,0
5546,ordenará,1,1,1,0
5547,ordenar,3,3,9,0
5548,ordenando,2,2,4,0
5549,ordenamos,2,2,4,0
5550,ordenam,1,1,1,0
5551,ordenados,1,1,1,0
5552,ordenado,6,6,36,0
5553,ordem,90,88,7920,0
5554,ordeiro,1,1,1,0
5555,ordeira,1,1,1,0
5556,orações,82,80,6560,0
5557,oração,215,210,45150,0
5558,orava,3,3,9,0
5559,orassem,2,2,4,0
5560,orasse,2,2,4,0
5561,orarmos,3,3,9,0
5562,orares,2,2,4,0
5563,orarem,3,3,9,0
5564,orarei,2,1,2,0
5565,oraram,1,1,1,0
5566,orar,88,86,7568,0
5567,orando,8,8,64,0
5568,oramos,8,8,64,0
5569,oram,2,2,4,0
5570,oralmente,1,1,1,0
5571,orai,1,1,1,0
5572,orador,2,2,4,0
5573,orado,1,1,1,0
5574,ora,49,48,2352,0
5575,or,1,1,1,0
5576,opõem,1,1,1,0
5577,opõe,4,4,16,0
5578,opôs,1,1,1,0
5579,opção,2,2,4,0
5580,opuseram,1,1,1,0
5581,optando,1,1,1,0
5582,oprimirem,1,1,1,0
5583,oprimiram,1,1,1,0
5584,oprimir,1,1,1,0
5585,oprimindo,1,1,1,0
5586,oprimidos,23,23,529,0
5587,oprimido,4,4,16,0
5588,oprimiam,4,4,16,0
5589,oprimia,1,1,1,0
5590,oprimem,2,2,4,0
5591,oprime,2,2,4,0
5592,oprimam,1,1,1,0
5593,oprima,1,1,1,0
5594,opressões,2,2,4,0
5595,opressão,10,10,100,0
5596,opressores,10,10,100,0
5597,opressor,1,1,1,0
5598,oposto,3,2,6,0
5599,oposta,4,4,16,0
5600,oposição,19,19,361,0
5601,opositores,15,15,225,0
5602,opositoras,2,2,4,0
5603,opositor,2,2,4,0
5604,oportuno,1,1,1,0
5605,oportunidades,11,11,121,0
5606,oportunidade,51,50,2550,0
5607,opor,2,2,4,0
5608,oponente,1,1,1,0
5609,opiniões,4,4,16,0
5610,opinião,20,20,400,0
5611,operações,1,1,1,0
5612,operação,1,1,1,0
5613,operarios,1,1,1,0
5614,operado,1,1,1,0
5615,opera,1,1,1,0
5616,onésimo,2,2,4,0
5617,onze,3,3,9,0
5618,onu,8,6,48,0
5619,ontem,2,2,4,0
5620,onesíforo,2,2,4,0
5621,onde,356,328,116768,0
5622,ondas,9,9,81,0
5623,onda,2,2,4,0
5624,onagro,1,1,1,0
5625,on,1,1,1,0
5626,omitir,1,1,1,0
5627,omissões,1,1,1,0
5628,ombros,5,5,25,0
5629,ombro,3,3,9,0
5630,olímpico,1,1,1,0
5631,olíbano,2,2,4,0
5632,oliveiras,15,15,225,0
5633,oliveira,6,3,18,0
5634,olival,1,1,1,0
5635,olivais,1,1,1,0
5636,olimpas,1,1,1,0
5637,olhou,22,22,484,0
5638,olhos,130,126,16380,0
5639,olho,25,18,450,0
5640,olhem,11,9,99,0
5641,olhe,9,9,81,0
5642,olhava,3,3,9,0
5643,olhas,3,3,9,0
5644,olharão,2,2,4,0
5645,olharmos,1,1,1,0
5646,olharam,2,2,4,0
5647,olhar,29,28,812,0
5648,olhando,12,11,132,0
5649,olhamos,1,1,1,0
5650,olham,4,3,12,0
5651,olhai,3,3,9,0
5652,olhada,2,2,4,0
5653,olha,18,18,324,0
5654,olga,2,2,4,0
5655,olfato,1,1,1,0
5656,oleiros,2,2,4,0
5657,oleiro,16,15,240,0
5658,oiço,1,1,1,0
5659,oiçam,1,1,1,0
5660,oiça,1,1,1,0
5661,oito,7,7,49,0
5662,oitenta,1,1,1,0
5663,oitavo,5,4,20,0
5664,oiapoque,1,1,1,0
5665,ohio,8,8,64,0
5666,ofícios,1,1,1,0
5667,oficiou,1,1,1,0
5668,oficial,20,19,380,0
5669,oficiais,5,5,25,0
5670,oferusalémta,1,1,1,0
5671,ofertório,1,1,1,0
5672,ofertas,12,9,108,0
5673,oferta,31,27,837,0
5674,ofereçamos,1,1,1,0
5675,ofereça,2,2,4,0
5676,oferenda,2,1,2,0
5677,oferecidos,5,5,25,0
5678,oferecido,9,9,81,0
5679,oferecidas,2,2,4,0
5680,oferecida,2,2,4,0
5681,ofereciam,9,8,72,0
5682,oferecia,1,1,1,0
5683,ofereceu,18,18,324,0
5684,oferecessem,1,1,1,0
5685,oferecesse,1,1,1,0
5686,ofereceres,2,2,4,0
5687,oferecerem,2,2,4,0
5688,ofereceram,7,7,49,0
5689,oferecer,42,38,1596,0
5690,oferecendo,5,5,25,0
5691,oferecemos,5,5,25,0
5692,oferecemo,1,1,1,0
5693,oferecem,3,3,9,0
5694,oferece,15,15,225,0
5695,ofensivas,4,4,16,0
5696,ofensas,5,5,25,0
5697,ofensa,3,3,9,0
5698,ofendidos,1,1,1,0
5699,ofendido,5,4,20,0
5700,ofendia,2,2,4,0
5701,ofendeu,1,1,1,0
5702,ofender,6,6,36,0
5703,ofendemos,5,5,25,0
5704,ofendem,4,4,16,0
5705,ofende,9,8,72,0
5706,ofendam,1,1,1,0
5707,ofenda,2,2,4,0
5708,of,1,1,1,0
5709,oeste,4,4,16,0
5710,odres,12,6,72,0
5711,odiou,1,1,1,0
5712,odiei,1,1,1,0
5713,odiavam,3,3,9,0
5714,odiava,2,2,4,0
5715,odiaste,1,1,1,0
5716,odiarás,1,1,1,0
5717,odiará,2,2,4,0
5718,odiarem,1,1,1,0
5719,odiar,2,2,4,0
5720,odiando,2,2,4,0
5721,odiai,1,1,1,0
5722,odiados,4,4,16,0
5723,odiado,2,2,4,0
5724,odiadas,1,1,1,0
5725,odeio,5,5,25,0
5726,odeie,1,1,1,0
5727,odeias,1,1,1,0
5728,odeiam,5,5,25,0
5729,odeia,16,16,256,0
5730,ocupe,1,1,1,0
5731,ocupação,12,11,132,0
5732,ocupava,3,3,9,0
5733,ocupar,8,8,64,0
5734,ocupantes,2,2,4,0
5735,ocupam,1,1,1,0
5736,ocupados,2,2,4,0
5737,ocupado,11,11,121,0
5738,ocupada,3,3,9,0
5739,ocultos,1,1,1,0
5740,oculto,4,4,16,0
5741,ocultismo,6,6,36,0
5742,ocultas,3,2,6,0
5743,ocultamente,2,2,4,0
5744,oculares,4,4,16,0
5745,ocular,1,1,1,0
5746,ocorrido,8,8,64,0
5747,ocorriam,1,1,1,0
5748,ocorreu,8,8,64,0
5749,ocorrerão,3,3,9,0
5750,ocorrerá,12,12,144,0
5751,ocorrerem,1,1,1,0
5752,ocorreram,6,6,36,0
5753,ocorrer,10,10,100,0
5754,ocorrem,2,2,4,0
5755,ocorre,1,1,1,0
5756,ocorram,2,2,4,0
5757,ocorra,3,3,9,0
5758,ocidente,1,1,1,0
5759,oceano,3,3,9,0
5760,ocasiões,24,23,552,0
5761,ocasião,44,44,1936,0
5762,obviamente,3,3,9,0
5763,obtiveram,2,2,4,0
5764,obtivemos,3,3,9,0
5765,obtido,1,1,1,0
5766,obteve,5,5,25,0
5767,obterás,1,1,1,0
5768,obterem,1,1,1,0
5769,obter,14,14,196,0
5770,obtenção,1,1,1,0
5771,obtenham,4,4,16,0
5772,obstáculos,5,5,25,0
5773,obstáculo,3,3,9,0
5774,obstinados,1,1,1,0
5775,obstinado,3,3,9,0
5776,obstaculos,1,1,1,0
5777,obsoleto,2,2,4,0
5778,observância,5,5,25,0
5779,observámos,2,2,4,0
5780,observou,3,3,9,0
5781,observem,2,2,4,0
5782,observeis,1,1,1,0
5783,observavam,3,3,9,0
5784,observarem,1,1,1,0
5785,observareis,1,1,1,0
5786,observardes,1,1,1,0
5787,observaram,1,1,1,0
5788,observar,13,13,169,0
5789,observantes,1,1,1,0
5790,observando,1,1,1,0
5791,observados,2,2,4,0
5792,observadores,2,2,4,0
5793,observador,1,1,1,0
5794,observa,5,5,25,0
5795,obscurecido,1,1,1,0
5796,obscureceu,1,1,1,0
5797,obsceno,1,1,1,0
5798,obscenas,1,1,1,0
5799,obscena,1,1,1,0
5800,obrigou,2,2,4,0
5801,obrigações,2,2,4,0
5802,obrigação,41,41,1681,0
5803,obrigavam,2,2,4,0
5804,obrigatório,1,1,1,0
5805,obrigar,7,7,49,0
5806,obrigados,3,3,9,0
5807,obrigado,10,10,100,0
5808,obrigadas,1,1,1,0
5809,obrigada,5,3,15,0
5810,obriga,4,4,16,0
5811,obreiros,1,1,1,0
5812,obras,128,120,15360,0
5813,obra,148,135,19980,0
5814,objeção,1,1,1,0
5815,objetos,5,5,25,0
5816,objeto,1,1,1,0
5817,objetivos,6,6,36,0
5818,objetivo,50,48,2400,0
5819,objectos,2,2,4,0
5820,objecto,1,1,1,0
5821,objectivo,2,2,4,0
5822,obediência,37,36,1332,0
5823,obedientes,37,37,1369,0
5824,obediente,16,16,256,0
5825,obedeço,2,2,4,0
5826,obedeças,1,1,1,0
5827,obedeçamos,2,2,4,0
5828,obedeçam,7,7,49,0
5829,obedeça,4,4,16,0
5830,obedecido,8,8,64,0
5831,obedeciam,4,4,16,0
5832,obedecia,2,2,4,0
5833,obedeceu,12,10,120,0
5834,obedeceste,1,1,1,0
5835,obedecessem,2,2,4,0
5836,obedecesse,1,1,1,0
5837,obedecermos,4,4,16,0
5838,obedeceriam,1,1,1,0
5839,obedeceremos,1,1,1,0
5840,obedecerem,1,1,1,0
5841,obedecerdes,1,1,1,0
5842,obedeceram,9,9,81,0
5843,obedecer,80,78,6240,0
5844,obedecendo,14,14,196,0
5845,obedecemos,14,14,196,0
5846,obedecem,20,20,400,0
5847,obedece,17,17,289,0
5848,obede,4,3,12,0
5849,obcecado,1,1,1,0
5850,o,12481,8437,105302197,1
5851,números,6,6,36,0
5852,número,67,62,4154,0
5853,núbil,1,1,1,0
5854,nú,1,1,1,0
5855,nós,1071,973,1042083,1
5856,nómada,1,1,1,0
5857,nível,4,4,16,0
5858,nínive,21,17,357,0
5859,não,5087,4041,20556567,1
5860,nuvens,10,9,90,0
5861,nuvem,32,26,832,0
5862,nutrição,1,1,1,0
5863,nutritivo,1,1,1,0
5864,nutrido,1,1,1,0
5865,nutria,1,1,1,0
5866,nus,3,3,9,0
5867,nuntiandi,1,1,1,0
5868,nunca,230,220,50600,0
5869,numerosos,7,7,49,0
5870,numeroso,2,2,4,0
5871,numerosas,3,3,9,0
5872,numerosa,4,4,16,0
5873,numero,1,1,1,0
5874,numeração,1,1,1,0
5875,numerados,1,1,1,0
5876,numa,196,192,37632,1
5877,num,179,176,31504,1
5878,nudez,1,1,1,0
5879,nucleo,1,1,1,0
5880,nuas,1,1,1,0
5881,nu,8,7,56,0
5882,nsomba,1,1,1,0
5883,noé,42,39,1638,0
5884,novos,53,52,2756,0
5885,novo,198,189,37422,0
5886,novilhos,3,3,9,0
5887,novilho,1,1,1,0
5888,novilha,2,2,4,0
5889,novidades,1,1,1,0
5890,novidade,3,3,9,0
5891,noventa,2,2,4,0
5892,novembro,3,3,9,0
5893,nove,7,7,49,0
5894,novas,252,234,58968,0
5895,novamente,76,73,5548,0
5896,nova,188,183,34404,0
5897,nov,6,6,36,0
5898,noutros,1,1,1,0
5899,noutro,2,2,4,0
5900,noutras,4,4,16,0
5901,noutra,7,7,49,0
5902,notícias,20,19,380,0
5903,notícia,21,20,420,0
5904,notável,2,2,4,0
5905,notáveis,1,1,1,0
5906,notou,5,5,25,0
5907,notinha,1,1,1,0
5908,noticiários,1,1,1,0
5909,notei,1,1,1,0
5910,note,12,12,144,0
5911,notassem,1,1,1,0
5912,notas,1,1,1,0
5913,notarmos,2,2,4,0
5914,notaria,1,1,1,0
5915,notares,1,1,1,0
5916,notaram,2,2,4,0
5917,notar,5,5,25,0
5918,notando,1,1,1,0
5919,notam,2,2,4,0
5920,notado,3,3,9,0
5921,nota,6,6,36,0
5922,nossos,363,342,124146,1
5923,nossoque,1,1,1,0
5924,nosso,744,678,504432,1
5925,nossas,181,177,32037,1
5926,nossa,771,723,557433,1
5927,nos,2218,1836,4072248,1
5928,norte,105,100,10500,0
5929,noroeste,1,1,1,0
5930,normas,5,5,25,0
5931,normalmente,3,3,9,0
5932,normal,18,18,324,0
5933,normais,5,5,25,0
5934,norma,1,1,1,0
5935,norfolk,4,4,16,0
5936,nordeste,2,2,4,0
5937,nora,4,3,12,0
5938,nono,1,1,1,0
5939,nona,5,5,25,0
5940,nominativos,1,1,1,0
5941,nomes,34,34,1156,0
5942,nomeou,3,3,9,0
5943,nomeado,2,2,4,0
5944,nome,356,327,116412,0
5945,nojo,1,1,1,0
5946,noivo,11,5,55,0
5947,noivado,2,2,4,0
5948,noiva,5,5,25,0
5949,noites,10,9,90,0
5950,noite,129,123,15867,0
5951,noemi,29,25,725,0
5952,nociva,1,1,1,0
5953,nobre,2,2,4,0
5954,no,2685,2390,6417150,1
5955,nivelados,1,1,1,0
5956,nitidamente,1,1,1,0
5957,nisã,1,1,1,0
5958,nisto,12,12,144,0
5959,nisso,25,23,575,0
5960,nisbet,1,1,1,0
5961,ninivitas,4,4,16,0
5962,ninhos,3,3,9,0
5963,ninhada,1,1,1,0
5964,ninguém,285,265,75525,0
5965,ninfa,1,1,1,0
5966,nina,1,1,1,0
5967,nimwemwe,1,1,1,0
5968,nilo,4,4,16,0
5969,nigéria,2,2,4,0
5970,nicópolis,1,1,1,0
5971,nicoleau,2,2,4,0
5972,nicolaude,1,1,1,0
5973,nicolau,2,2,4,0
5974,nicodemos,4,2,8,0
5975,nicanor,1,1,1,0
5976,niandou,1,1,1,0
5977,ni,1,1,1,0
5978,nhulunbuy,5,5,25,0
5979,neve,1,1,1,0
5980,neutros,14,14,196,0
5981,neutro,2,2,4,0
5982,neutralizar,1,1,1,0
5983,neutralidade,31,27,837,0
5984,neurônios,1,1,1,0
5985,neurológica,1,1,1,0
5986,neurologista,2,2,4,0
5987,netos,3,3,9,0
5988,netas,1,1,1,0
5989,nestes,18,18,324,0
5990,neste,136,135,18360,0
5991,nestas,12,12,144,0
5992,nesta,44,44,1936,0
5993,nesses,22,22,484,0
5994,nesse,90,90,8100,0
5995,nessas,17,17,289,0
5996,nessa,58,58,3364,0
5997,nervoso,2,2,4,0
5998,nervosismo,1,1,1,0
5999,nero,1,1,1,0
6000,neri,3,2,6,0
6001,nereu,1,1,1,0
6002,nenhuma,86,84,7224,0
6003,nenhum,165,160,26400,0
6004,nengapeta,1,1,1,0
6005,nem,556,419,232964,1
6006,nelson,4,4,16,0
6007,neles,24,24,576,0
6008,nele,104,100,10400,0
6009,nelas,16,16,256,0
6010,nela,44,44,1936,0
6011,negócios,4,4,16,0
6012,negócio,5,4,20,0
6013,neguebe,1,1,1,0
6014,negros,1,1,1,0
6015,negro,2,2,4,0
6016,negra,2,2,4,0
6017,negou,4,4,16,0
6018,negociaremos,1,1,1,0
6019,negociante,1,1,1,0
6020,negligência,1,1,1,0
6021,negligencies,1,1,1,0
6022,negligenciarmos,1,1,1,0
6023,negligenciar,2,2,4,0
6024,negavam,1,1,1,0
6025,negativos,12,12,144,0
6026,negativo,3,3,9,0
6027,negativas,3,3,9,0
6028,negaste,1,1,1,0
6029,negarão,1,1,1,0
6030,negará,2,2,4,0
6031,negarmos,1,1,1,0
6032,negarei,2,2,4,0
6033,negaram,2,2,4,0
6034,negar,7,7,49,0
6035,negam,2,2,4,0
6036,negado,2,2,4,0
6037,nega,8,6,48,0
6038,neftali,1,1,1,0
6039,neemias,8,7,56,0
6040,nee,1,1,1,0
6041,necessários,16,16,256,0
6042,necessário,87,86,7482,0
6043,necessárias,18,18,324,0
6044,necessária,11,11,121,0
6045,necessitam,5,5,25,0
6046,necessitados,4,4,16,0
6047,necessitado,2,2,4,0
6048,necessitada,1,1,1,0
6049,necessita,3,3,9,0
6050,necessidades,60,54,3240,0
6051,necessidade,57,57,3249,0
6052,necessi,1,1,1,0
6053,necessariamente,3,3,9,0
6054,nebo,1,1,1,0
6055,neblinas,1,1,1,0
6056,neblina,1,1,1,0
6057,nações,183,167,30561,0
6058,nação,62,55,3410,0
6059,nazistas,2,2,4,0
6060,nazista,5,5,25,0
6061,nazireu,4,4,16,0
6062,nazaré,32,31,992,0
6063,nazareno,10,10,100,0
6064,navios,5,5,25,0
6065,navio,8,7,56,0
6066,navegavam,1,1,1,0
6067,navegava,1,1,1,0
6068,navegar,1,1,1,0
6069,navegantes,1,1,1,0
6070,naum,1,1,1,0
6071,naufrágios,1,1,1,0
6072,naufrágio,4,4,16,0
6073,naufragar,1,1,1,0
6074,natã,24,24,576,0
6075,natureza,18,17,306,0
6076,naturalmente,17,17,289,0
6077,natural,21,21,441,0
6078,naturais,9,9,81,0
6079,nathaniel,4,4,16,0
6080,natete,1,1,1,0
6081,natanael,3,2,6,0
6082,natal,2,2,4,0
6083,nata,1,1,1,0
6084,nasescolas,1,1,1,0
6085,nascimento,29,28,812,0
6086,nascidos,2,2,4,0
6087,nascido,8,8,64,0
6088,nascidas,2,2,4,0
6089,nasci,5,5,25,0
6090,nasceu,49,40,1960,0
6091,nascerá,1,1,1,0
6092,nasceria,1,1,1,0
6093,nasceram,5,5,25,0
6094,nascer,25,24,600,0
6095,nascença,1,1,1,0
6096,nascente,1,1,1,0
6097,nascendo,1,1,1,0
6098,nascemos,7,7,49,0
6099,nascem,7,7,49,0
6100,nasce,22,20,440,0
6101,nas,379,352,133408,1
6102,narração,1,1,1,0
6103,narrado,1,1,1,0
6104,nariz,1,1,1,0
6105,narinas,2,2,4,0
6106,naresolução,1,1,1,0
6107,nardo,1,1,1,0
6108,narciso,1,1,1,0
6109,naquilo,3,3,9,0
6110,naqueles,17,17,289,0
6111,naquele,56,56,3136,0
6112,naquela,60,60,3600,0
6113,napano,1,1,1,0
6114,nansema,1,1,1,0
6115,nampula,8,8,64,0
6116,namorar,2,2,4,0
6117,namorada,1,1,1,0
6118,nalguns,1,1,1,0
6119,nalgumas,2,2,4,0
6120,nairóbi,1,1,1,0
6121,naim,2,2,4,0
6122,nadou,1,1,1,0
6123,nadem,1,1,1,0
6124,nadar,1,1,1,0
6125,nadab,2,2,4,0
6126,nada,253,243,61479,0
6127,nacionalista,2,2,4,0
6128,nacionalismo,2,2,4,0
6129,nacionalidade,9,8,72,0
6130,nacional,4,4,16,0
6131,nacionais,9,9,81,0
6132,nacaroa,1,1,1,0
6133,nacala,3,3,9,0
6134,nabucodonosor,5,5,25,0
6135,nabote,1,1,1,0
6136,nabonido,2,2,4,0
6137,nabal,6,5,30,0
6138,naamã,1,1,1,0
6139,na,2212,1949,4311188,1
6140,n,39,37,1443,0
6141,mútuos,2,2,4,0
6142,mútuo,3,3,9,0
6143,mútua,1,1,1,0
6144,músicos,1,1,1,0
6145,músicas,4,3,12,0
6146,música,3,3,9,0
6147,músculos,2,2,4,0
6148,móveis,3,3,9,0
6149,místico,1,1,1,0
6150,mínimo,2,1,2,0
6151,mídia,5,5,25,0
