id,Label,tf,df,tdf
4168,ipu,1,1,1
4169,inter-parliamentary,1,1,1
4170,luis,12,1,12
4171,union,1,1,1
4172,roberto,1,1,1
4173,v,6,1,6
4174,klimátika,4,1,4
4175,emprezariál,3,1,3
4176,kontrasaun,1,1,1
4177,insentivu,1,1,1
4178,lockdown,14,1,14
4179,impozisaun,25,1,25
4180,plástiku,11,1,11
4181,slop,1,1,1
4182,pnsik,2,1,2
4183,masu,2,1,2
4184,lolon,3,1,3
4185,tni,2,1,2
4186,viola,7,1,7
4187,doumbouya,2,1,2
4188,konakri,2,1,2
4189,guinea,8,1,8
4190,mamadi,1,1,1
4191,disolve,1,1,1
4192,alein,2,1,2
4193,koronél,1,1,1
4194,altera,1,1,1
4195,conde,7,1,7
4196,alpha,5,1,5
4197,kilat,4,1,4
4198,anúnsiu,3,1,3
4199,lee,1,1,1
4200,golpe,6,1,6
4201,konsituisaun,1,1,1
4202,dadauk,2,1,2
4203,armonizasaun,1,1,1
4204,determinasaun,3,1,3
4205,hadi’a-an,1,1,1
4206,bem-estar,2,1,2
4207,profisionalizmu,3,1,3
4208,kredível,4,1,4
4209,suvizka,1,1,1
4210,vária,2,1,2
4211,kosta,6,1,6
4212,fraku-moderadu,1,1,1
4213,toma,7,1,7
4214,kalohan,6,1,6
4215,prinsipalmente,2,1,2
4216,peskadór,11,1,11
4217,buletín,1,1,1
4218,metereolojia,4,1,4
4219,persiste,1,1,1
4220,moderadu,6,1,6
4221,laloran,10,1,10
4222,machado,1,1,1
4223,vip,2,1,2
4224,imunidade,5,1,5
4225,adaljiza,2,1,2
4226,portugal,1,1,1
4227,covax,8,1,8
4228,hato’ot,1,1,1
4229,previstu,3,1,3
4230,inkonstitusionál,3,1,3
4231,inkonstitusionalidade,2,1,2
4232,alíne,1,1,1
4233,konstitusionalidade,1,1,1
4234,veta,3,1,3
4235,resenseamentu,7,1,7
4236,k,1,1,1
4237,susu,2,1,2
4238,prova,1,1,1
4239,rekomendadu,1,1,1
4240,prejudikasaun,1,1,1
4241,peskiza,3,1,3
4242,deskreve,5,1,5
4243,detatadu,1,1,1
4244,total,1,1,1
4245,estatístika,2,1,2
4246,ko,1,1,1
4247,karaterístika,1,1,1
4248,protesta,1,1,1
4249,antesipa,3,1,3
4250,sidadun,1,1,1
4251,branka,3,1,3
4252,cj,1,1,1
4253,aese,2,1,2
4254,foholulik,2,1,2
4255,segura,1,1,1
4256,sj,1,1,1
4257,hugo,3,1,3
4258,metál,1,1,1
4259,entendimentu,4,1,4
4260,orsida,6,1,6
4261,agregasaun,1,1,1
4262,deporta,2,1,2
4263,deportasaun,1,1,1
4264,multa,5,1,5
4265,arte-marsiál,15,1,15
4266,sikn,1,1,1
4267,sancho,2,1,2
4268,ida-rua,2,1,2
4269,sensível,1,1,1
4270,jerigen,1,1,1
4271,austria,3,1,3
4272,plastik,1,1,1
4273,gusmao,2,1,2
4274,govern,1,1,1
4275,joaquim,9,1,9
4276,vulnerál,1,1,1
4277,infografia,9,1,9
4278,nervozu,1,1,1
4279,hakilar,3,1,3
4280,kalma,3,1,3
4281,mentál,10,1,10
4282,mamar,1,1,1
4283,dispensadu,1,1,1
4284,estende,11,1,11
4285,komparénsia,1,1,1
4286,jestau,1,1,1
4287,lisbon,1,1,1
4288,estrela,1,1,1
4289,interesadu,1,1,1
4290,sporting,1,1,1
4291,espetativa,1,1,1
4292,city,4,1,4
4293,juventus,2,1,2
4294,joga,3,1,3
4295,new,2,1,2
4296,hemorájiku,1,1,1
4297,death,1,1,1
4298,imigrasaun,2,1,2
4299,terestra,1,1,1
4300,alkatraun,3,1,3
4301,haluan,1,1,1
4302,sukat,2,1,2
4303,seksaun,3,1,3
4304,louren,4,1,4
4305,komprensaun,1,1,1
4306,levantamentu,4,1,4
4307,perumnas,1,1,1
4308,design,1,1,1
4309,rai-kotu,1,1,1
4310,kolokadu,1,1,1
4311,understanding,2,1,2
4312,mou,7,1,7
4313,memorandum,2,1,2
4314,freias,1,1,1
4315,asinatur,1,1,1
4316,konfronta,2,1,2
4317,hds,2,1,2
4318,le,1,1,1
4319,hirus’,1,1,1
4320,emosaun,4,1,4
4321,haktanek,1,1,1
4322,trava,2,1,2
4323,konserteza,3,1,3
4324,anguna,2,1,2
4325,táxi,1,1,1
4326,biskota,2,1,2
4327,relijioza,6,1,6
4328,koletiva,3,1,3
4329,artezanál,2,1,2
4330,exesaun,1,1,1
4331,industriál,2,1,2
4332,telekomunikasaun,4,1,4
4333,finanseira,8,1,8
4334,domisiliáriu,18,1,18
4335,akollimentu,2,1,2
4336,exetu,12,1,12
4337,ministu,1,1,1
4338,alojamentu,3,1,3
4339,adia,4,1,4
4340,ssm-likisá,1,1,1
4341,suisídiu,1,1,1
4342,arvind,1,1,1
4343,kontrola-an,1,1,1
4344,resort,1,1,1
4345,psikososiál,1,1,1
4346,fó-hatene,1,1,1
4347,terapéutiku,2,1,2
4348,limpeza,1,1,1
4349,frontline,3,1,3
4350,profilátiku,1,1,1
4351,promulgasaun,1,1,1
4352,haktur,1,1,1
4353,nara-naran,1,1,1
4354,isabel,4,1,4
4355,rugi,2,1,2
4356,hatúr,2,1,2
4357,ai-maran,1,1,1
4358,mapa,3,1,3
4359,madohi,2,1,2
4360,biasa,1,1,1
4361,pedasuk,2,1,2
4362,beto,1,1,1
4363,beto-tasi,1,1,1
4364,ganti,2,1,2
4365,ain-fatin,1,1,1
4366,beremau,3,1,3
4367,agapito,1,1,1
4368,kódigu,4,1,4
4369,mianmar,4,1,4
4370,pdf,1,1,1
4371,irrawaddy,1,1,1
4372,ataka,1,1,1
4373,khin-u,1,1,1
4374,anti-golpe,2,1,2
4375,bomba,1,1,1
4376,bo,1,1,1
4377,distritu,2,1,2
4378,konfrontu,3,1,3
4379,sagaing,3,1,3
4380,myaung,1,1,1
4381,junta,6,1,6
4382,yangon,1,1,1
4383,myakan,1,1,1
4384,kantu,1,1,1
4385,shwe,1,1,1
4386,kayah,1,1,1
4387,nug,1,1,1
4388,insurjénsia,1,1,1
4389,soldadu,3,1,3
4390,detéin,2,1,2
4391,soldade,1,1,1
4392,guerilleira,1,1,1
4393,mandalay,1,1,1
4394,atake,5,1,5
4395,instrumentu,2,1,2
4396,esforsa-an,4,1,4
4397,mata-dalan,1,1,1
4398,purtantu,1,1,1
4399,kamioneta,1,1,1
4400,transaksaun,1,1,1
4401,beseuk,1,1,1
4402,colt,1,1,1
4403,noite,1,1,1
4404,baer,2,1,2
4405,diesel,1,1,1
4406,mota-laran,1,1,1
4407,exepsaun,1,1,1
4408,ema-nia,6,1,6
4409,sirkunskrisaun,9,1,9
4410,kongu,3,1,3
4411,ebola,4,1,4
4412,johnson,2,1,2
4413,merck,1,1,1
4414,infeta,3,1,3
4415,butsili,1,1,1
4416,reuters,1,1,1
4417,formas,1,1,1
4418,sakola,1,1,1
4419,sasan,3,1,3
4420,roupa,3,1,3
4421,kalen,1,1,1
4422,sívika,2,1,2
4423,ajudus,1,1,1
4424,la'e,1,1,1
4425,semente,1,1,1
4426,baut,1,1,1
4427,afeita,3,1,3
4428,kotak,1,1,1
4429,ninin,4,1,4
4430,fanun,2,1,2
4431,book-an,4,1,4
4432,carmone,1,1,1
4433,leonito,5,1,5
4434,utilidade,1,1,1
4435,sivilizadu,2,1,2
4436,kiak,8,1,8
4437,komún,3,1,3
4438,konjuntu’,1,1,1
4439,face,3,1,3
4440,importa,6,1,6
4441,poluisaun,1,1,1
4442,orijen,4,1,4
4443,sirkula,7,1,7
4444,out,4,1,4
4445,bezeja,1,1,1
4446,plátiku,1,1,1
4447,down,1,1,1
4448,yoshihide,1,1,1
4449,suga,1,1,1
4450,parese,1,1,1
4451,submete,14,1,14
4452,claim,1,1,1
4453,reklamasaun,3,1,3
4454,ivan,1,1,1
4455,distritál,1,1,1
4456,preende,1,1,1
4457,aportil,3,1,3
4458,apreensaun,4,1,4
4459,autoria,1,1,1
4460,suspeita,1,1,1
4461,tl,4,1,4
4462,cac,27,1,27
4463,penál,2,1,2
4464,nuc,1,1,1
4465,gresik,3,1,3
4466,juncto,1,1,1
4467,komputadór,1,1,1
4468,tranship,5,1,5
4469,juíz,2,1,2
4470,portuátria,1,1,1
4471,kabotajen,5,1,5
4472,fain,1,1,1
4473,hakle’an,1,1,1
4474,tdd,1,1,1
4475,patrocino,1,1,1
4476,edifisiu,1,1,1
4477,buska,3,1,3
4478,aiasa,1,1,1
4479,cidalia,4,1,4
4480,ebé,3,1,3
4481,leovigildo,1,1,1
4482,ne’ebé-ne,1,1,1
4483,lulik,1,1,1
4484,erói,1,1,1
4485,senhora,4,1,4
4486,ai-funan,1,1,1
4487,símu,1,1,1
4488,sergala,1,1,1
4489,omenajen,2,1,2
4490,ventura,1,1,1
4491,leusate,1,1,1
4492,nossa,4,1,4
4493,matak-,1,1,1
4494,omenjen,1,1,1
4495,assun,4,1,4
4496,ai-daak,1,1,1
4497,estátua,1,1,1
4498,presta,4,1,4
4499,ad,1,1,1
4500,luak-manufahi,1,1,1
4501,símbolu,2,1,2
4502,sinovac,20,1,20
4503,armazena,1,1,1
4504,lote,2,1,2
4505,refrijerasaun,1,1,1
4506,temperatura,2,1,2
4507,ultrabaixa,1,1,1
4508,komprova,9,1,9
4509,gravasaun,1,1,1
4510,ano,6,1,6
4511,dahituk,1,1,1
4512,makalaku,1,1,1
4513,loron-kalan,1,1,1
4514,sexto,1,1,1
4515,fundamentu,9,1,9
4516,abastesimentu,6,1,6
4517,abranje,6,1,6
4518,elvina,1,1,1
4519,norberta,3,1,3
4520,gmptl,6,1,6
4521,avansa,4,1,4
4522,lídia,4,1,4
4523,domingas,4,1,4
4524,kevin,6,1,6
4525,aeródromu,3,1,3
4526,md,3,1,3
4527,armajen,1,1,1
4528,eskalaun,1,1,1
4529,perímetru,1,1,1
4530,blackstone,12,1,12
4531,messi,11,1,11
4532,uruguai,1,1,1
4533,vitória,3,1,3
4534,lionel,7,1,7
4535,di,1,1,1
4536,ángel,1,1,1
4537,brazíl,7,1,7
4538,troféu,2,1,2
4539,maría,1,1,1
4540,maracana,1,1,1
4541,kampeonatu,1,1,1
4542,rio,1,1,1
4543,janeiro,1,1,1
4544,kopa,8,1,8
4545,hdr,1,1,1
4546,seoul,1,1,1
4547,mobilizasaun,2,1,2
4548,da'et,1,1,1
4549,reasaun,2,1,2
4550,sanitizer,1,1,1
4551,bosu,2,1,2
4552,deskansa,4,1,4
4553,ansi,2,1,2
4554,neon,1,1,1
4555,imunizasaun,4,1,4
4556,aten-barani,2,1,2
4557,bei’ala,2,1,2
4558,atletizmu,2,1,2
4559,tokyo,5,1,5
4560,persisténsia,1,1,1
4561,atleta,7,1,7
4562,games,6,1,6
4563,neon-metin,2,1,2
4564,coubertain,1,1,1
4565,natasaun,5,1,5
4566,olympic,5,1,5
4567,felisberto,1,1,1
4568,medulla,1,1,1
4569,dignidade’,1,1,1
4570,pierre,1,1,1
4571,imelda,8,1,8
4572,diskuti,1,1,1
4573,pájina,1,1,1
4574,rekolla,10,1,10
4575,atitude,1,1,1
4576,valeta,4,1,4
4577,identifikadu,2,1,2
4578,lampu,1,1,1
4579,verde,2,1,2
4580,tertuliano,1,1,1
4581,roger,1,1,1
4582,bisikleta,1,1,1
4583,mok,1,1,1
4584,kruzamentu,2,1,2
4585,djhu,3,1,3
4586,administrative,1,1,1
4587,reazaun,1,1,1
4588,púbika,1,1,1
4589,evolusaun,5,1,5
4590,dii,2,1,2
4591,hitu,7,1,7
4592,sindroma,1,1,1
4593,gene,1,1,1
4594,ventiladór,5,1,5
4595,cycle,1,1,1
4596,thresehold,1,1,1
4597,diagnostikada,1,1,1
4598,organ,2,1,2
4599,insufisiénsia,1,1,1
4600,adopta,2,1,2
4601,horisehik,3,1,3
4602,iis-kotu,4,1,4
4603,vera-krúz,7,1,7
4604,multiple,2,1,2
4605,agura,1,1,1
4606,oksijenasaun,1,1,1
4607,failure,3,1,3
4608,túr-ahin,1,1,1
4609,imaculada,3,1,3
4610,tarde,9,1,9
4611,partu,2,1,2
4612,kaduak,2,1,2
4613,rosália,2,1,2
4614,monaco,2,1,2
4615,rainier,2,1,2
4616,price,2,1,2
4617,konfirmadu,7,1,7
4618,euro,10,1,10
4619,derota,1,1,1
4620,arnaldo,11,1,11
4621,pronto,2,1,2
4622,otl,1,1,1
4623,fanátiku,1,1,1
4624,simpatizante,1,1,1
4625,am,3,1,3
4626,komete,4,1,4
4627,revista,6,1,6
4628,rodiviária,1,1,1
4629,infrasaun,4,1,4
4630,motorizada,3,1,3
4631,difine,1,1,1
4632,lala’o,1,1,1
4633,rekonstrui,2,1,2
4634,kestau,1,1,1
4635,avó,1,1,1
4636,divulgadu,8,1,8
4637,nana,1,1,1
4638,rasik’,1,1,1
4639,virgílio,5,1,5
4640,alkatiri,6,1,6
4641,marí,3,1,3
4642,ospitalizasaun,1,1,1
4643,motto,1,1,1
4644,direta,4,1,4
4645,estável,5,1,5
4646,guerra,1,1,1
4647,kilat-musan,1,1,1
4648,material,3,1,3
4649,duke,4,1,4
4650,infográfiku,2,1,2
4651,glenu,2,1,2
4652,asintomátiku,2,1,2
4653,auto-konfinamentu,1,1,1
4654,delegasaun,2,1,2
4655,teritoriál,2,1,2
4656,game,2,1,2
4657,youtube,2,1,2
4658,xefia,5,1,5
4659,benefisia,5,1,5
4660,municipal,2,1,2
4661,dansarinu,1,1,1
4662,kantores,1,1,1
4663,shame’,1,1,1
4664,vote,1,1,1
4665,vietname,3,1,3
4666,deskulpa,2,1,2
4667,asasinatu,2,1,2
4668,enkarserasaun,1,1,1
4669,esbosu,1,1,1
4670,negosia,1,1,1
4671,eskritór,1,1,1
4672,singapura,1,1,1
4673,artista,1,1,1
4674,asean,3,1,3
4675,myanmar’,1,1,1
4676,lamenta,6,1,6
4677,myanmar,3,1,3
4678,afavór,4,1,4
4679,pregu,1,1,1
4680,m,3,1,3
4681,arame,1,1,1
4682,elezito,1,1,1
4683,feliciana,1,1,1
4684,o-de-obra,1,1,1
4685,anin-boot,2,1,2
4686,kaleen,1,1,1
4687,foka,3,1,3
4688,undp,7,1,7
4689,mavic,1,1,1
4690,altangerel,3,1,3
4691,rezilénsia,1,1,1
4692,mapeamentu,1,1,1
4693,moderna,1,1,1
4694,pro,1,1,1
4695,asesores,1,1,1
4696,espesifikasaun,2,1,2
4697,drone,2,1,2
4698,munkhtuya,2,1,2
4699,bola,2,1,2
4700,dalot,2,1,2
4701,net,1,1,1
4702,rt-pcr,1,1,1
4703,empresta,1,1,1
4704,cancelo,5,1,5
4705,squad,1,1,1
4706,diogo,2,1,2
4707,milan,1,1,1
4708,uefa,1,1,1
4709,prokuradoria-jerál,1,1,1
4710,hatuu,1,1,1
4711,rasik-an’,4,1,4
4712,buibere,4,1,4
4713,afetividade,1,1,1
4714,facility,1,1,1
4715,kontájiu,1,1,1
4716,sianulu,1,1,1
4717,króniku,1,1,1
4718,kankru,1,1,1
4719,domisiliár,2,1,2
4720,sujere,6,1,6
4721,kinur,3,1,3
4722,entuziasmu,1,1,1
4723,lisa,1,1,1
4724,fiskál,3,1,3
4725,fa,2,1,2
4726,nu’udár,1,1,1
4727,saringa,1,1,1
4728,jianguo,1,1,1
4729,australianu,1,1,1
4730,jenerosidade,1,1,1
4731,xiao,1,1,1
4732,xinés,1,1,1
4733,semo,3,1,3
4734,depedida,1,1,1
4735,dirije,3,1,3
4736,maksakur,1,1,1
4737,autonomista,1,1,1
4738,rezime,1,1,1
4739,tobias,1,1,1
4740,maksakur’,1,1,1
4741,prokupa,1,1,1
4742,elejível,3,1,3
4743,bnctl,7,1,7
4744,redepozita,1,1,1
4745,devolve,3,1,3
4746,exposto,3,1,3
4747,matéin,1,1,1
4748,provedoria,3,1,3
4749,pdhj,12,1,12
4750,persuasaun,1,1,1
4751,nuu,6,1,6
4752,aba,1,1,1
4753,thal,2,1,2
4754,kautelár,1,1,1
4755,likisá-dili,1,1,1
4756,kart,1,1,1
4757,negosiasaun,3,1,3
4758,kuluhun,2,1,2
4759,relativa,1,1,1
4760,mediasaun,1,1,1
4761,agresaun,2,1,2
4762,kami,1,1,1
4763,fízika,1,1,1
4764,nuno,2,1,2
4765,ma,2,1,2
4766,re-verifikasaun,2,1,2
4767,psiko-téknika,1,1,1
4768,final,2,1,2
4769,benjamin,6,1,6
4770,negosiada,1,1,1
4771,hakanek,3,1,3
4772,natanyahu,2,1,2
4773,israel,7,1,7
4774,kompas,2,1,2
4775,palestina,6,1,6
4776,pasífika,1,1,1
4777,iis-boot,1,1,1
4778,respiratoric,1,1,1
4779,sanulu-resin-tolu,1,1,1
4780,rihun-rua-atus,1,1,1
4781,krítiku,2,1,2
4782,obstetrisia,4,1,4
4783,resin-ida,1,1,1
4784,ruanulu-resin-sia,1,1,1
4785,medisina,5,1,5
4786,hitunulu-resin-tolu,1,1,1
4787,ida-hitunulu-resin,1,1,1
4788,oksijéniu,6,1,6
4789,sanulu-resin-neen,2,1,2
4790,limanulu-resin-ualu,1,1,1
4791,atus-ida-tolunulu,1,1,1
4792,tasi-klaran,3,1,3
4793,kristu-rei,9,1,9
4794,tanis,5,1,5
4795,sama,2,1,2
4796,kail,3,1,3
4797,tomé,1,1,1
4798,nani,2,1,2
4799,mout,9,1,9
4800,alor,4,1,4
4801,destinasaun,3,1,3
4802,xinéza,1,1,1
4803,kremasaun,4,1,4
4804,proporsaun,3,1,3
4805,hada’et,6,1,6
4806,firme,1,1,1
4807,rame,1,1,1
4808,kolabora,3,1,3
4809,supremu,1,1,1
4810,jong-un,2,1,2
4811,fín,2,1,2
4812,prediksaun,2,1,2
4813,evakua,4,1,4
4814,foho-ailiku,4,1,4
4815,fuhuk,2,1,2
4816,modo-tahan,2,1,2
4817,juvinal,8,1,8
4818,vraagk,6,1,6
4819,loco,2,1,2
4820,teoria,2,1,2
4821,dnae,4,1,4
4822,atus-neen,1,1,1
4823,urjénsia,1,1,1
4824,membu,2,1,2
4825,aniversáriu,6,1,6
4826,dahitu,1,1,1
4827,rekandidata-an,1,1,1
4828,rekandidatura,1,1,1
4829,hateten-sai,2,1,2
4830,primeira-ministra,4,1,4
4831,corona,9,1,9
4832,kadernu,2,1,2
4833,neno,3,1,3
4834,oesilu,2,1,2
4835,prefere,2,1,2
4836,kalsa,2,1,2
4837,largu,4,1,4
4838,mistura,4,1,4
4839,kahur,2,1,2
4840,tendénsia,6,1,6
4841,swaminathan,2,1,2
4842,perigozu,7,1,7
4843,soumaya,1,1,1
4844,xamada,2,1,2
4845,rúsia,5,1,5
4846,resenseadu,3,1,3
4847,rejista-an,1,1,1
4848,daneen,1,1,1
4849,atus-ida,1,1,1
4850,paralelu,6,1,6
4851,eleitór,6,1,6
4852,bee’,2,1,2
4853,hafasil,1,1,1
4854,baduru,3,1,3
4855,ije,5,1,5
4856,alén,1,1,1
4857,kordenasaun,3,1,3
4858,postu-,1,1,1
4859,entraga,1,1,1
4860,dozu,1,1,1
4861,limitasaun,3,1,3
4862,komprovativu,2,1,2
4863,mandate,2,1,2
4864,substitui,2,1,2
4865,dejeza,1,1,1
4866,báris,3,1,3
4867,rekandidata,1,1,1
4868,majór,1,1,1
4869,monta,3,1,3
4870,falur,2,1,2
4871,kongratula,4,1,4
4872,biden,5,1,5
4873,joseph,4,1,4
4874,mutua,1,1,1
4875,alias,2,1,2
4876,mutu,1,1,1
4877,amizade,2,1,2
4878,kolaborasaun,2,1,2
4879,valor,1,1,1
4880,parséria,1,1,1
4881,joe,3,1,3
4882,notável,1,1,1
4883,demokrasia,1,1,1
4884,jr,2,1,2
4885,bobokase,1,1,1
4886,mate-isin,10,1,10
4887,divulgasuan,1,1,1
4888,gratuitamente,1,1,1
4889,raeoa-zeesm,2,1,2
4890,fatubijae,2,1,2
4891,pante-makasar,1,1,1
4892,tulaika,1,1,1
4893,lifau,1,1,1
4894,transfere,7,1,7
4895,operadór,5,1,5
4896,kompromete,2,1,2
4897,lftl,7,1,7
4898,fftl,5,1,5
4899,federasaun,1,1,1
4900,reafirma,3,1,3
4901,nilton,2,1,2
4902,provavelmente,1,1,1
4903,probavelmente,1,1,1
4904,jawab,1,1,1
4905,espekulasaun,1,1,1
4906,interministerial,1,1,1
4907,unicef,3,1,3
4908,mas,1,1,1
4909,normalidade,5,1,5
4910,tanggung,1,1,1
4911,finais,1,1,1
4912,ministrus,1,1,1
4913,informativu,2,1,2
4914,teritoriu,1,1,1
4915,rumoris,7,1,7
4916,ximene,1,1,1
4917,mesquita,1,1,1
4918,tauk,1,1,1
4919,sabika,1,1,1
4920,al-hussein,2,1,2
4921,al-kadhimi,1,1,1
4922,nasiriya,2,1,2
4923,al-taweel,1,1,1
4924,mandadu,1,1,1
4925,faíska,1,1,1
4926,baghdad,1,1,1
4927,mustafa,1,1,1
4928,explozaun,1,1,1
4929,saddam,1,1,1
4930,sahib,1,1,1
4931,irake,5,1,5
4932,pfize-biontech,1,1,1
4933,keur,1,1,1
4934,monsaun,2,1,2
4935,presaun,7,1,7
4936,high,1,1,1
4937,pressure,1,1,1
4938,dia,3,1,3
4939,apartir,1,1,1
4940,anin’,2,1,2
4941,rajada,4,1,4
4942,diferensa,1,1,1
4943,rajadas,3,1,3
4944,neen-nulu,1,1,1
4945,hudi-laran,2,1,2
4946,bonifácio,7,1,7
4947,konsiensializa,1,1,1
4948,manumera,2,1,2
4949,tara-an,6,1,6
4950,autópsia,2,1,2
4951,kronolojia,2,1,2
4952,ana,3,1,3
4953,ars,1,1,1
4954,holo,1,1,1
4955,governadora,1,1,1
4956,pensionalista,2,1,2
4957,mkae,1,1,1
4958,sukursal,1,1,1
4959,bctl,1,1,1
4960,dala-x,1,1,1
4961,oscar,1,1,1
4962,kámara,1,1,1
4963,prezidnte,1,1,1
4964,bianco,1,1,1
4965,aini,1,1,1
4966,cci-tl,1,1,1
4967,nur,1,1,1
4968,depózitu,1,1,1
4969,vitor,1,1,1
4970,antesendénsia,1,1,1
4971,detesaun,2,1,2
4972,mántein,1,1,1
4973,funsiona,4,1,4
4974,altenativa,1,1,1
4975,alternativa,4,1,4
4976,aprovadu,3,1,3
4977,setia,3,1,3
4978,meiudia,1,1,1
4979,persaudaraan,3,1,3
4980,huluati,1,1,1
4981,molop,1,1,1
4982,livriñu,1,1,1
4983,psht,6,1,6
4984,terate,3,1,3
4985,hati,3,1,3
4986,soekili,5,1,5
4987,supervizór,1,1,1
4988,abandonadu,1,1,1
4989,kalkulasaun,1,1,1
4990,monitoriza,1,1,1
4991,stadium,1,1,1
4992,lions,1,1,1
4993,wembley,1,1,1
4994,leonardo,1,1,1
4995,bonucci,1,1,1
4996,normal,1,1,1
4997,sutu,2,1,2
4998,penalidade,2,1,2
4999,balansu,1,1,1
5000,madrugada,7,1,7
5001,shaw,1,1,1
5002,ambisaun,2,1,2
5003,luke,1,1,1
5004,minute,1,1,1
5005,kampeaun,3,1,3
5006,londres,2,1,2
5007,three,1,1,1
5008,auto-izolamentu,1,1,1
5009,sokoru,1,1,1
5010,umanitáriu,5,1,5
5011,remota,2,1,2
5012,ira,1,1,1
5013,jaime,4,1,4
5014,aguda,1,1,1
5015,adekuadamente,1,1,1
5016,tabela,3,1,3
5017,formosa,7,1,7
5018,diareia,1,1,1
5019,fernanda,1,1,1
5020,isin-lolon,1,1,1
5021,elizário,2,1,2
5022,sekoop,2,1,2
5023,ferreira,3,1,3
5024,kooperativa,6,1,6
5025,distribuidór,4,1,4
5026,ensera,2,1,2
5027,maristi,1,1,1
5028,tvri,1,1,1
5029,hali,1,1,1
5030,propriedades,1,1,1
5031,olimpic,1,1,1
5032,kabaas,3,1,3
5033,impresiona,2,1,2
5034,vídiu-informativu,4,1,4
5035,olímpiku,5,1,5
5036,opsaun,5,1,5
5037,investiga,1,1,1
5038,rakom,2,1,2
5039,notísia,4,1,4
5040,unital,6,1,6
5041,florindo,1,1,1
5042,unital’,1,1,1
5043,oriental,2,1,2
5044,promote,2,1,2
5045,pior,1,1,1
5046,por-mais-que,1,1,1
5047,transmite,4,1,4
5048,senáriu,3,1,3
5049,area,7,1,7
5050,informátika,4,1,4
5051,vianney,1,1,1
5052,daraileman,3,1,3
5053,sjmv,1,1,1
5054,arcanjo,1,1,1
5055,estv-sjmv,2,1,2
5056,handrianus,1,1,1
5057,eletrónika,2,1,2
5058,kusteira,1,1,1
5059,trinito,3,1,3
5060,babulo,1,1,1
5061,remedios,1,1,1
5062,kompozisaun,1,1,1
5063,komunikandu,1,1,1
5064,referénsia,5,1,5
5065,signifikativu,1,1,1
5066,grant,1,1,1
5067,ministériál,1,1,1
5068,bali,2,1,2
5069,pelo,1,1,1
5070,faktu,4,1,4
5071,ntt,12,1,12
5072,doadór,3,1,3
5073,mobile,1,1,1
5074,force,1,1,1
5075,fund,1,1,1
5076,global,1,1,1
5077,selu-seluk,1,1,1
5078,korente,7,1,7
5079,task,1,1,1
5080,prevent,1,1,1
5081,tb’,1,1,1
5082,multi-setorál,2,1,2
5083,superintendenteluis,1,1,1
5084,longu,2,1,2
5085,misionáriu,3,1,3
5086,leandro,1,1,1
5087,munseñor,2,1,2
5088,kreda,1,1,1
5089,salvasaun,3,1,3
5090,petropavlovsk,1,1,1
5091,distance,1,1,1
5092,soke,3,1,3
5093,landing,2,1,2
5094,palana,1,1,1
5095,an-,1,1,1
5096,peñasku,2,1,2
5097,resgate,1,1,1
5098,kamchatka,1,1,1
5099,antonov,1,1,1
5100,pasénsia,2,1,2
5101,promesa,3,1,3
5102,mensiona,2,1,2
5103,kuitadu,2,1,2
5104,limite,3,1,3
5105,oradór,1,1,1
5106,jl,1,1,1
5107,aliansa,1,1,1
5108,pensamentu,2,1,2
5109,abilio,2,1,2
5110,horon,1,1,1
5111,fumadór,1,1,1
5112,aduaneira,1,1,1
5113,anct-tl,3,1,3
5114,aka,1,1,1
5115,terível,2,1,2
5116,natoon,1,1,1
5117,vid,1,1,1
5118,moise,4,1,4
5119,nytimes,2,1,2
5120,deskoñesidu,3,1,3
5121,semi-prezidensiál,1,1,1
5122,marie,1,1,1
5123,claude,1,1,1
5124,kriminozu,1,1,1
5125,etienne,1,1,1
5126,haiti,4,1,4
5127,jovenel,3,1,3
5128,kontinente,1,1,1
5129,española,2,1,2
5130,martine,1,1,1
5131,reativasaun,1,1,1
5132,dmng,1,1,1
5133,ázia-austrália,1,1,1
5134,deferensa,1,1,1
5135,maka’as’,1,1,1
5136,mtk,5,1,5
5137,onda,2,1,2
5138,sira-nian,2,1,2
5139,ilegalmente,6,1,6
5140,komandate,1,1,1
5141,kompadante,1,1,1
5142,sabuk,4,1,4
5143,bosco,2,1,2
5144,rosalino,1,1,1
5145,ofisiálmente,2,1,2
5146,únika,1,1,1
5147,konfirmasaun,2,1,2
5148,pániku,2,1,2
5149,sequence,1,1,1
5150,normalmente,1,1,1
5151,krítika,6,1,6
5152,genome,1,1,1
5153,melbourne,1,1,1
5154,provokativu,5,1,5
5155,kantor,1,1,1
5156,butuk,1,1,1
5157,baltazar,4,1,4
5158,nunutana,3,1,3
5159,aguenta,3,1,3
5160,reklamadu,1,1,1
5161,eskritóriu,3,1,3
5162,primeiro,2,1,2
5163,ebc,4,1,4
5164,nono,2,1,2
5165,raifun,1,1,1
5166,egeu,1,1,1
5167,sinop,1,1,1
5168,erdogan,1,1,1
5169,kosteira,2,1,2
5170,elikópteru,6,1,6
5171,mediteráneu,1,1,1
5172,refujia,1,1,1
5173,dormitóriu,1,1,1
5174,harahun,1,1,1
5175,kastamonu,1,1,1
5176,túrkia,8,1,8
5177,tayyip,1,1,1
5178,florestál,2,1,2
5179,norueste,1,1,1
5180,pengesahan’,1,1,1
5181,detensaun,2,1,2
5182,sela,2,1,2
5183,ndc,2,1,2
5184,rokon,1,1,1
5185,faru,2,1,2
